"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Monographs of the Society for Research in Child Development","Childhood and Adolescence","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for Research in Child Development","Society/Association","UK","https://academic.oup.com/srcdmo","2203","2.134","Q1 (Developmental and Educational Psychology)","80","No","1540-5834","0037-976X"
"Nature Aging","Aging","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nataging","12759","9.5","Q1 (Aging; Geriatrics and Gerontology; Neuroscience)","75","No","2662-8465",""
"Neuropediatrics","Neuroscience","Thieme Group","For-profit","Hybrid","","","Germany","https://lp.thieme.de/journals/neuropediatrics/0174-304X","3336","0.422","Q2 (Pediatrics, Perinatology and Child Health)","80","No","1439-1899","0174-304X"
"Neurotoxicology and Teratology","Neuroscience","Elsevier","For-profit associated with a society","Hybrid","The Developmental Neurotoxicology Society","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neurotoxicology-and-teratology","2853","0.803","Q2 (Developmental Neuroscience; Toxicology)","119","No","1872-9738","0892-0362"
"Organogenesis","Generalist","Taylor & Francis Group","For-profit","OA","-","","USA","https://www.tandfonline.com/journals/kogg20","2875","1.233","Q1 (Biomedical Engineering; Developmental Biology; Embryology; Transplantation)","66","No","1555-8592","1547-6278"
"Pediatric and Developmental Pathology","Childhood and Adolescence","Sage Publishing","For-profit associated with a society","","Society for Pediatric Pathology & Paediatric Pathology Society","Society/Association","USA","https://journals.sagepub.com/home/pdpa","","0.474","Q2 (Pathology and Forensic Medicine; Pediatrics, Perinatology and Child Health)","74","No","1615-5742","1093-5266"
"Reproduction","Reproduction","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for Reproduction and Fertility","Society/Association","UK","https://rep.bioscientifica.com/","3794","1.076","Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine)","182","No","1741-7899","1470-1626"
"Reproduction, Fertility and Development","Reproduction","CSIRO Publishing","Non-profit","Hybrid","-","","Australia","https://connectsci.au/rd","2336","0.495","Q2 (Animal Science and Zoology)","91","No","1448-5990","1031-3613"
"Reproductive Biology","Reproduction","Elsevier","For-profit","Hybrid","-","","Netherlands","https://www.sciencedirect.com/journal/reproductive-biology","2351","0.684","Q1 (Animal Science and Zoology)","52","No","","1642-431X"
"Reproductive Biology and Endocrinology","Reproduction","Springer Nature","For-profit","OA","-","","Germany / UK","https://link.springer.com/journal/12958","3654","1.511","Q1 (Developmental Biology; Endocrinology; Obstetrics and Gynecology; Reproductive Medicine)","124","No","1477-7827",""
"Seminars in Cell & Developmental Biology","Molecular and Cellular development","Elsevier","For-profit","Hybrid","-","","Netherlands","https://www.sciencedirect.com/journal/seminars-in-cell-and-developmental-biology","2151","2.707","Q1 (Cell Biology; Developmental Biology)","183","No","1096-3634","1084-9521"
"Sexual Development","Childhood and Adolescence","Karger Publishers","For-profit","","-","","Switzerland","https://karger.com/sxd","","1.069","Q1 (Embryology)","59","No","1661-5433","1661-5425"
"Stem Cell Research","Molecular and Cellular development","Elsevier","For-profit","OA","-","","Netherlands","https://www.journals.elsevier.com/stem-cell-research","912","0.333","Q3 (Medicine)","86","No","1876-7753","1873-5061"
"Stem Cell Reviews and Reports","Molecular and Cellular development","Springer Nature","For-profit","Hybrid","-","","Germany / UK","https://link.springer.com/journal/12015","2383","1.217","Q2 (Cancer Research; Cell Biology)","96","No","2629-3277","2629-3269"
"Stem Cells and Development","Molecular and Cellular development","Sage Publishing","For-profit associated with a society","Hybrid","the International Federation of Adipose Therapeutics and Science (IFATS)","","USA","https://journals.sagepub.com/home/stca","3291","0.532","Q3 (Developmental Biology; Hematology)","142","No","1557-8534","1547-3287"
"The American Journal of Geriatric Psychiatry","Aging","Elsevier","For-profit associated with a society","Hybrid","American Association for Geriatric Psychiatry (AAGP)","Society/Association","Netherlands","https://www.ajgponline.org/","3194","1.515","Q1 (Geriatrics and Gerontology; Psychiatry and Mental Health)","155","No","1545-7214","1064-7481"
"The European Journal of Development Research","Generalist","Springer Nature","For-profit associated with a society","Hybrid","European Association of Development Research and Training Institutes (EADI)","Society/Association","Germany / UK","https://link.springer.com/journal/41287","2455","0.662","Q2 (Development; Geography, Planning and Development)","70","No","1743-9728","0957-8811"
"The International Journal of Aging and Human Development","Aging","Sage Publishing","For-profit","","-","","USA","https://journals.sagepub.com/home/ahdb","","0.886","Q2 (Developmental and Educational Psychology; Geriatrics and Gerontology)","76","No","1541-3535","0091-4150"
"The International Journal of Behavioral Development","Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","the International Society for the Study of Behavioural Development","Society/Association","USA","https://journals.sagepub.com/home/jbda","278","1.495","Q1 (Developmental and Educational Psychology; Developmental Neuroscience; Education; Life-span and Life-course Studies; Social Psychology; Social Sciences)","119","No","1464-0651","0165-0254"
"The Journals of Gerontology Series A: Biological Sciences and Medical Sciences","Aging","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/biomedgerontology?login=false","3782","1.376","Q1 (Geriatrics and Gerontology)","238","No","1758-535X","1079-5006"
"The Journals of Gerontology Series B: Psychological Sciences and Social Sciences","Aging","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/psychsocgerontology?login=false","2999","1.503","Q1 (Clinical Psychology; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Medicine; Social Psychology; Sociology and Political Science)","193","No","1758-5368","1079-5014"
"The Lancet Child and Adolescent Health","Childhood and Adolescence","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.thelancet.com/journals/lanchi/home","4478","4.365","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health)","91","No","","2352-4642"
"Zygote","Pregnancy and Embryology","Cambridge University Press (CUP)","University Press","Hybrid","-","","UK","https://www.cambridge.org/core/journals/zygote","","0.471","Q4 (Cell Biology; Developmental Biology)","54","No","1469-8730","0967-1994"
