"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Cell and Tissue Research","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/441","2870","1.105","Q1 (Histology; Pathology and Forensic Medicine)","170","No","1432-0878","0302-766X"
"Cells Tissues Organs","Cell Biology and Developmental Biology","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/cto","2759","0.795","Q1 (Anatomy)","94","No","1422-6421","1422-6405"
"Cells and Development","Cell Biology and Developmental Biology","Elsevier","For-profit associated with a society","Hybrid","The International Society of Developmental Biologists","Society/Association","Netherlands","https://www.sciencedirect.com/journal/cells-and-development","2676","1.06","Q2 (Developmental Biology)","154","No","2667-2901","2667-291X"
"Cellular Immunology","Immunology and Cellular Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cellular-immunology","3150","1.034","Q2 (Immunology)","114","No","1090-2163","0008-8749"
"Cellular Microbiology","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/cmi","1979","0.559","Q3 (Immunology; Microbiology; Virology)","168","No","1462-5822","1462-5814"
"Cellular Oncology","Cancer and Oncology","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/13402","3445","1.561","Q1 (Medicine; Molecular Medicine; Oncology)","68","No","1875-8606","1570-5870"
"Cellular Physiology and Biochemistry","Cell Biology and Developmental Biology","Cell Physiol Biochem Press","Non-profit","OA","","","Germany","https://www.cellphysiolbiochem.com/","1918","0.557","Q3 (Physiology)","123","No","1421-9778","1015-8987"
"Cellular Signalling","Cell Biology and Developmental Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cellular-signalling","2723","1.287","Q2 (Cell Biology)","176","No","1873-3913","0898-6568"
"Cellular and Molecular Biology Letters","Miscellaneous / Interdisciplinary","Springer Nature (BioMed Central)","For-profit associated with a society","OA","University of Wroclaw and Polish Society for Cell Biology","Society/Association","UK","https://cmbl.biomedcentral.com/","2533","2.885","Q1 (Biochemistry; Cell Biology; Molecular Biology)","80","No","1689-1392","1425-8153"
"Cellular and Molecular Gastroenterology and Hepatology","Miscellaneous / Interdisciplinary","Elsevier","For-profit associated with a society","OA","American Gastroenterological Association","Society/Association","Netherlands","https://www.sciencedirect.com/journal/cellular-and-molecular-gastroenterology-and-hepatology","1565","2.936","Q1 (Gastroenterology; Hepatology)","86","No","2352-345X","2352-345X"
"Cellular and Molecular Immunology","Immunology and Cellular Immunology","Springer Nature","For-profit associated with a society","Hybrid","Chinese Society for Immunology; University of Science and Technology of China","Society/Association","Germany / UK","https://www.nature.com/cmi/","3920","7.021","Q1 (Immunology; Immunology and Allergy; Infectious Diseases; Medicine)","153","No","2042-0226","1672-7681"
"Cellular and Molecular Life Sciences","Cell Biology and Developmental Biology","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/18","3430","2.23","Q1 (Cell Biology; Cellular and Molecular Neuroscience; Molecular Biology; Molecular Medicine; Pharmacology)","281","No","1420-9071","1420-682X"
"Cellular and Molecular Neurobiology","Neuroscience","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/10571","3147","1.587","Q1 (Cellular and Molecular Neuroscience; Medicine)","112","No","1573-6830","0272-4340"
"ChemBioChem","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","European Federation for Medicinal Chemistry and Chemical Biology (EFMC)","","USA","https://chemistry-europe.onlinelibrary.wiley.com/journal/14397633","2324","0.743","Q1 (Organic Chemistry)","152","No","1439-7633","1439-4227"
"Chemical Biology and Drug Design","Pharmacology and Toxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/17470285","2138","0.666","Q2 (Biochemistry; Drug Discovery; Organic Chemistry; Pharmacology)","102","No","1747-0285","1747-0277"
"Chemico-Biological Interactions","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/chemico-biological-interactions","3491","1.23","Q1 (Medicine; Toxicology)","160","No","1872-7786","0009-2797"
"Clinical Biochemistry","Clinical and Medical Sciences","Elsevier","For-profit associated with a society","Hybrid","Canadian Society of Clinical Chemists (CSCC)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/clinical-biochemistry","2341","0.69","Q2 (Clinical Biochemistry; Medicine)","134","No","1873-2933","0009-9120"
"Clinical Chemistry","Clinical and Medical Sciences","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/clinchem?login=true","4533","1.721","Q1 (Biochemistry; Clinical Biochemistry; Medicine)","254","No","1530-8561","0009-9147"
"Clinical Chemistry and Laboratory Medicine","Clinical and Medical Sciences","De Gruyter Brill","For-profit","Hybrid","","","Germany","https://www.degruyterbrill.com/journal/key/cclm/html","2345","1.286","Q1 (Biochemistry; Clinical Biochemistry; Medicine)","132","No","1437-4331","1434-6621"
"Clinical Pharmacokinetics","Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/40262","2697","1.211","Q1 (Pharmacology)","197","No","1179-1926","0312-5963"
"Clinical Pharmacology and Therapeutics","Pharmacology and Toxicology","John Wiley & Sons","For-profit associated with a society","Hybrid","American Society for Clinical Pharmacology and Therapeutics (ASCPT)","Society/Association","USA","https://ascpt.onlinelibrary.wiley.com/journal/15326535","2238","1.856","Q1 (Pharmacology)","226","No","1532-6535","0009-9236"
"Clinical Proteomics","Methodology and Experimental Techniques","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://clinicalproteomicsjournal.biomedcentral.com/","1976","1.041","Q2 (Clinical Biochemistry; Molecular Biology; Molecular Medicine)","49","No","1559-0275","1542-6416"
"Clinical and Experimental Pharmacology and Physiology","Pharmacology and Toxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14401681","1847","0.63","Q2 (Pharmacology)","121","No","1440-1681","0305-1870"
"Clinical and translational science","Clinical and Medical Sciences","John Wiley & Sons","For-profit associated with a society","OA","American Society for Clinical Pharmacology and Therapeutics","Society/Association","UK","https://ascpt.onlinelibrary.wiley.com/journal/17528062","2968","1.191","Q1 (Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics)","71","No","1752-8062","1752-8054"
"Comparative Biochemistry and Physiology Part A: Molecular and Integrative Physiology","Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology","2221","0.547","Q1 (Animal Science and Zoology)","138","No","1531-4332","1095-6433"
"Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology","Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-b-biochemistry-and-molecular-biology","2371","0.526","Q2 (Animal Science and Zoology; Aquatic Science)","120","No","1879-1107","1096-4959"
"Comparative Biochemistry and Physiology Part C: Toxicology and Pharmacology","Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-c-toxicology-and-pharmacology","3229","1.11","Q1 (Animal Science and Zoology; Aquatic Science; Health, Toxicology and Mutagenesis; Medicine; Toxicology)","132","No","1878-1659","1532-0456"
"Comparative Biochemistry and Physiology Part D: Genomics Proteomics","Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics","2803","0.546","Q1 (Animal Science and Zoology)","55","No","1878-0407","1744-117X"
"Computational Biology and Chemistry.","Miscellaneous / Interdisciplinary","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computational-biology-and-chemistry","2327","0.561","Q2 (Computational Mathematics; Organic Chemistry)","76","No","","1476-9271"
"Computational and Structural Biotechnology Journal","Methodology and Experimental Techniques","Elsevier","For-profit","OA","Research Network of Computational and Structural Biotechnology","","Netherlands","https://www.journals.elsevier.com/computational-and-structural-biotechnology-journal","3161","1.312","Q1 (Biochemistry; Biophysics; Biotechnology; Computer Science Applications; Genetics; Structural Biology)","107","No","2001-0370","2001-0370"
"Connective Tissue Research","Cell Biology and Developmental Biology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/icts20","","0.619","Q2 (Orthopedics and Sports Medicine)","84","No","1607-8438","0300-8207"
"Critical Reviews in Biochemistry and Molecular Biology","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ibmg20","1769","2.553","Q1 (Biochemistry; Molecular Biology)","136","No","1549-7798","1040-9238"
"Critical Reviews in Microbiology","Microbiology and Infectious Diseases","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/imby20","2101","1.831","Q1 (Applied Microbiology and Biotechnology; Medicine; Microbiology)","124","No","1549-7828","1040-841X"
"Current Opinion in Cell Biology","Cell Biology and Developmental Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-cell-biology","2441","2.846","Q1 (Cell Biology)","288","No","1879-0410","0955-0674"
"Current Opinion in Lipidology","Biochemistry and Molecular Biology","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/co-lipidology/pages/default.aspx","2910","1.348","Q1 (Cardiology and Cardiovascular Medicine; Endocrinology, Diabetes and Metabolism; Genetics; Nutrition and Dietetics)","142","No","1473-6535","0957-9672"
"Current Opinion in Microbiology","Microbiology and Infectious Diseases","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-microbiology","2176","2.802","Q1 (Infectious Diseases; Microbiology)","217","No","1879-0364","1369-5274"
"Current Opinion in Pharmacology","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-pharmacology","2820","1.521","Q1 (Drug Discovery; Pharmacology)","157","No","1471-4973","1471-4892"
"Current Topics in Membranes","Methodology and Experimental Techniques","Elsevier","For-profit","","","","Netherlands","https://www.sciencedirect.com/bookseries/current-topics-in-membranes","","0.329","Q4 (Cell Biology; Molecular Biology)","56","No","","1063-5823"
"Cytometry Part A","Methodology and Experimental Techniques","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society for Advancement of Cytometry","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15524930","3690","1.404","Q1 (Histology; Pathology and Forensic Medicine)","114","No","1552-4930","1552-4922"
"Cytopathology","Clinical and Medical Sciences","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652303","1721","0.389","Q3 (Histology; Medicine; Pathology and Forensic Medicine)","58","No","1365-2303","0956-5507"
"Cytoskeleton","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/19493592","2539","0.677","Q3 (Cell Biology; Structural Biology)","99","No","1949-3592","1949-3584"
"Developmental Cell","Cell Biology and Developmental Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/developmental-cell","6853","5.494","Q1 (Biochemistry, Genetics and Molecular Biology; Cell Biology; Developmental Biology; Molecular Biology)","318","No","1878-1551","1534-5807"
"EMBO Journal","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","OA","European Molecular Biology Organization (EMBO) Press","","Germany / UK","https://www.embopress.org/journal/14602075","7525","4.413","Q1 (Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Molecular Biology; Neuroscience)","450","No","1460-2075","0261-4189"
"EMBO Molecular Medicine","Clinical and Medical Sciences","Springer Nature","For-profit associated with a society","OA","European Molecular Biology Organization (EMBO) Press","","Germany / UK","https://www.embopress.org/journal/17574684","7463","3.277","Q1 (Molecular Medicine)","162","No","1757-4684","1757-4676"
"EMBO Reports","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","OA","European Molecular Biology Organization (EMBO) Press","","Germany / UK","https://www.embopress.org/journal/14693178","7607","2.711","Q1 (Biochemistry; Genetics; Molecular Biology)","227","No","1469-3178","1469-221X"
"Emerging Microbes and Infections","Microbiology and Infectious Diseases","Taylor & Francis Group","For-profit","OA","Shanghai Shangyixun Cultural Communication Co","University/Government","UK","https://www.tandfonline.com/journals/temi20","2853","2.269","Q1 (Drug Discovery; Epidemiology; Immunology; Infectious Diseases; Medicine; Microbiology; Parasitology; Virology)","115","No","2222-1751",""
"European Journal of Cell Biology","Cell Biology and Developmental Biology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/european-journal-of-cell-biology","2174","1.43","Q1 (Histology; Medicine; Pathology and Forensic Medicine)","114","No","1618-1298","0171-9335"
"European Journal of Drug Metabolism and Pharmacokinetics","Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/13318","2250","0.632","Q2 (Pharmacology)","52","No","2107-0180","0378-7966"
"Experimental Cell Research","Methodology and Experimental Techniques","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/experimental-cell-research","2137","1.01","Q2 (Cell Biology)","213","No","1090-2422","0014-4827"
"Experimental and Molecular Pathology","Clinical and Medical Sciences","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/experimental-and-molecular-pathology","3131","1.109","Q1 (Clinical Biochemistry; Pathology and Forensic Medicine)","84","No","1096-0945","0014-4800"
"Expert Opinion on Drug Metabolism and Toxicology","Pharmacology and Toxicology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/iemt20","","0.986","Q1 (Medicine; Toxicology)","112","No","1744-7607","1742-5255"
"Expert Review of Proteomics","Methodology and Experimental Techniques","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/ieru20","3895","0.771","Q2 (Biochemistry)","77","No","1744-8387","1478-9450"
"Expert Reviews in Molecular Medicine","Miscellaneous / Interdisciplinary","Cambridge University Press (CUP)","University Press","OA","","","UK","https://www.cambridge.org/core/journals/expert-reviews-in-molecular-medicine","2474","1.686","Q1 (Molecular Biology; Molecular Medicine)","99","No","1462-3994",""
"FEBS Journal","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","Federation of the European Biochemical Societies","Society/Association","UK","https://febs.onlinelibrary.wiley.com/journal/17424658","2920","2.042","Q1 (Biochemistry; Cell Biology; Molecular Biology)","248","No","1742-4658","1742-464X"
"FEBS Letters","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","Federation of the European Biochemical Societies","Society/Association","UK","https://febs.onlinelibrary.wiley.com/journal/18733468","3199","1.181","Q1 (Biochemistry; Biophysics)","295","No","1873-3468","0014-5793"
"FEMS Microbes","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","Federation of European Microbiological Societies (FEMS)","Society/Association","UK","https://academic.oup.com/femsmicrobes","1906","1.005","Q1 (Immunology and Microbiology; Parasitology)","16","No","2633-6685",""
"FEMS Microbiology Ecology","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","Federation of European Microbiological Societies (FEMS)","Society/Association","UK","https://academic.oup.com/femsec","2547","1.028","Q1 (Applied Microbiology and Biotechnology; Ecology)","199","No","1574-6941","0168-6496"
"FEMS Microbiology Letters","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Federation of European Microbiological Societies (FEMS)","Society/Association","UK","https://academic.oup.com/femsle","2509","0.596","Q3 (Genetics; Microbiology; Molecular Biology)","189","No","1574-6968","0378-1097"
"FEMS Microbiology Reviews","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","Federation of European Microbiological Societies (FEMS)","Society/Association","UK","https://academic.oup.com/femsre","2595","4.555","Q1 (Infectious Diseases; Medicine; Microbiology)","273","No","1574-6976","0168-6445"
"FEMS Yeast Research","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","Federation of European Microbiological Societies (FEMS)","Society/Association","UK","https://academic.oup.com/femsyr","2402","0.776","Q2 (Applied Microbiology and Biotechnology; Medicine; Microbiology)","117","PCI friendly","1567-1364","1567-1356"
"Fluids and Barriers of the CNS","Neuroscience and Neurobiology","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Brain Barriers Society (IBBS); The Hydrocephalus Society","Society/Association","UK","https://fluidsbarrierscns.biomedcentral.com/","3292","2.439","Q1 (Cellular and Molecular Neuroscience; Developmental Neuroscience; Medicine; Neurology)","77","No","2045-8118",""
"Free Radical Biology and Medicine","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","Hybrid","Society for Redox Biology and Medicine; Society for Free Radical Research-Europe; International Society for Free Radical Research (SFRRI)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/free-radical-biology-and-medicine","2015","2.105","Q1 (Biochemistry; Physiology)","324","No","1873-4596","0891-5849"
"Free Radical Research","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ifra20","2021","0.695","Q2 (Biochemistry; Medicine)","147","No","1029-2470","1071-5762"
"Frontiers in Cell and Developmental Biology","Cell Biology and Developmental Biology","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/cell-and-developmental-biology","3327","1.563","Q1 (Developmental Biology)","146","No","2296-634X",""
"Frontiers in Cellular Neuroscience","Neuroscience and Neurobiology","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/cellular-neuroscience","1133","1.425","Q2 (Cellular and Molecular Neuroscience)","152","No","1662-5102",""
"Frontiers in Cellular and Infection Microbiology","Microbiology and Infectious Diseases","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/cellular-and-infection-microbiology","2818","1.403","Q1 (Immunology; Infectious Diseases; Medicine; Microbiology)","156","No","2235-2988",""
"Frontiers in Molecular Biosciences","Biochemistry and Molecular Biology","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/molecular-biosciences","2459","1.225","Q1 (Biochemistry; Biochemistry, Genetics and Molecular Biology)","99","No","2296-889X",""
"Frontiers in Molecular Medicine","Clinical and Medical Sciences","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/molecular-medicine","1975","","","","No","2674-0095",""
"Frontiers in Molecular Neuroscience","Neuroscience and Neurobiology","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/molecular-neuroscience","2940","1.412","Q2 (Cellular and Molecular Neuroscience; Molecular Biology)","119","No","1662-5099",""
"Frontiers in Synaptic Neuroscience","Neuroscience and Neurobiology","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/synaptic-neuroscience","2407","2.052","Q1 (Cell Biology; Cellular and Molecular Neuroscience)","57","No","1663-3563",""
"Fundamental and Clinical Pharmacology","Pharmacology and Toxicology","John Wiley & Sons","For-profit associated with a society","Hybrid","Société Française de Pharmacologie et de Thérapeutique","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14728206","2250","0.671","Q2 (Pharmacology)","92","No","1472-8206","0767-3981"
"Future Microbiology","Microbiology and Infectious Diseases","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ifmb20","2012","0.54","Q3 (Microbiology)","111","No","1746-0921","1746-0913"
"Genes and Development","Genetics and Genomics","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","Cold Spring Harbor (CSH) Laboratory","University/Government","USA","https://genesdev.cshlp.org/","4525","3.302","Q1 (Developmental Biology; Genetics)","499","No","1549-5477","0890-9369"
"Genome Biology","Genetics and Genomics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://genomebiology.biomedcentral.com/","4033","5.792","Q1 (Cell Biology; Ecology, Evolution, Behavior and Systematics; Genetics)","332","No","1474-760X","1474-7596"
"Glycobiology","Biochemistry and Molecular Biology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/glycob/?login=true","4044","0.844","Q2 (Biochemistry)","150","No","1460-2423","0959-6658"
"Growth Factors","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/igrf20","","0.617","Q3 (Cell Biology; Clinical Biochemistry; Endocrinology)","68","No","1029-2292","0897-7194"
"Growth Hormone and IGF Research","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/growth-hormone-and-igf-research","2193","0.633","Q3 (Endocrinology; Endocrinology, Diabetes and Metabolism)","72","No","1532-2238","1096-6374"
"Gut Microbes","Microbiology and Infectious Diseases","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/journals/kgmi20","3760","4.109","Q1 (Gastroenterology; Infectious Diseases; Microbiology)","147","No","1949-0984","1949-0976"
"Gut Microbes Reports","Microbiology and Infectious Diseases","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/kgmr20","1615","","","","No","2993-3935",""
"Gut Pathogens","Microbiology and Infectious Diseases","Springer Nature (BioMed Central)","For-profit associated with a society","OA","The International Society for Genomic and Evolutionary Microbiology","Society/Association","UK","https://gutpathogens.biomedcentral.com/","2945","1.169","Q1 (Gastroenterology; Infectious Diseases; Parasitology; Virology)","65","No","1757-4749",""
"Helicobacter","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15235378","2284","1.079","Q1 (Gastroenterology; Infectious Diseases; Medicine)","99","No","1523-5378","1083-4389"
"Histochemistry and Cell Biology","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/418","4101","0.825","Q1 (Medical Laboratory Technology)","120","No","1432-119X","0948-6143"
"Histology and Histopathology","Clinical and Medical Sciences","Sercrisma International S.L.","Non-profit","Hybrid","","","Spain","https://www.hh.um.es/","1595","0.596","Q2 (Histology; Pathology and Forensic Medicine)","108","No","1699-5848","0213-3911"
"Histopathology","Clinical and Medical Sciences","John Wiley & Sons","For-profit associated with a society","Hybrid","International Academy of Pathology","","USA","https://onlinelibrary.wiley.com/journal/13652559","2744","1.667","Q1 (Histology; Medicine; Pathology and Forensic Medicine)","151","No","1365-2559","0309-0167"
"Human Cell","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","Hybrid","Japan Human Cell Society","Society/Association","Germany / UK","https://link.springer.com/journal/13577","2794","0.854","Q2 (Medicine)","52","No","1749-0774","0914-7470"
"Human Psychopharmacology","Neuroscience and Neurobiology","John Wiley & Sons","For-profit","","","","USA","https://onlinelibrary.wiley.com/journal/10991077","","0.662","Q2 (Neurology; Pharmacology; Psychiatry and Mental Health)","89","No","1099-1077","0885-6222"
"IET Systems Biology","Methodology and Experimental Techniques","John Wiley & Sons","For-profit associated with a society","OA","The Institution of Engineering and Technology","University/Government","UK","https://ietresearch.onlinelibrary.wiley.com/journal/17518857","1843","0.456","Q2 (Modeling and Simulation)","56","No","1751-8857","1751-8849"
"ISME Communications","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","International Society for Micorbial Ecology (ISME)","Society/Association","UK","https://academic.oup.com/ismecommun?login=true","2360","2.075","Q1 (Microbiology)","24","No","2730-6151",""
"ISME Journal","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press associated with a society","OA","International Society for Microbial Ecology","Society/Association","UK","https://academic.oup.com/ismej?login=false","3743","3.415","Q1 (Ecology, Evolution, Behavior and Systematics; Microbiology)","267","No","1751-7370","1751-7362"
"In Vitro Cellular and Developmental Biology Animal","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","Hybrid","Society for In Vitro Biology (SIVB)","Society/Association","Germany / UK","https://link.springer.com/journal/11626","2376","0.522","Q3 (Developmental Biology; Medicine)","74","No","1543-706X","1071-2690"
"In Vitro Cellular and Developmental Biology Plant","Plant Biology and Physiology","Springer Nature","For-profit associated with a society","Hybrid","Society for In Vitro Biology (SIVB); International Association for Plant Biotechnology (IAPB)","Society/Association","Germany / UK","https://link.springer.com/journal/11627","3446","0.47","Q2 (Plant Science)","87","No","1475-2689","1054-5476"
"Indian Journal of Pathology and Microbiology","Microbiology and Infectious Diseases","Wolters Kluwer (Lippincott)","For-profit associated with a society","OA","Indian Association of Pathologists and Microbiologists","Society/Association","India","https://journals.lww.com/ijpm/pages/default.aspx","","0.253","Q3 (Medicine; Pathology and Forensic Medicine)","40","No","0974-5130","0377-4929"
"Infectious Microbes and Diseases","Microbiology and Infectious Diseases","Wolters Kluwer","For-profit","OA","Zhejiang University and the First Affiliated Hospital, school of Medicine, Zhejiang University","","USA","https://journals.lww.com/imd/Pages/default.aspx","","0.383","Q3 (Epidemiology; Infectious Diseases; Microbiology)","16","No","2641-5917","2096-7241"
"Insect Molecular Biology","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","Royal Entomological Society","Society/Association","USA","https://resjournals.onlinelibrary.wiley.com/journal/13652583","2790","0.629","Q1 (Insect Science)","109","No","1365-2583","0962-1075"
"International Journal of Antimicrobial Agents","Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","Hybrid","International Society of Antimicrobial Chemotherapy","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-antimicrobial-agents","3617","1.301","Q1 (Infectious Diseases; Medicine; Microbiology; Pharmacology)","167","No","1872-7913","0924-8579"
