Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Case Reports in Psychiatry,Wiley,OA,,,,,670,670
Case Reports in Pulmonology,Wiley,OA,,,,,670,670
Case Reports in Radiology,Wiley,OA,,,,,670,670
Case Reports in Rheumatology,Wiley,OA,,,,,670,670
Case Reports in Surgery,Wiley,OA,,,,,670,670
Case Reports in Transplantation,Wiley,OA,,,,,670,670
Case Reports in Urology,Wiley,OA,,,,,670,670
Case Reports in Vascular Medicine,Wiley,OA,,,,,670,670
Case Reports in Veterinary Medicine,Wiley,OA,,,,,670,670
Catheterization and Cardiovascular Interventions,Wiley,Hybrid,3167,3167,3167,3500,3610,3610
Cell Biochemistry & Function,Wiley,Hybrid,2417,2417,2650,3250,3350,3350
Cell Biology International,Wiley,Hybrid,2650,2650,2800,2850,2930,2930
Cell Proliferation,Wiley,OA,1820,2200,2400,2950,2950,2950
Cellular Microbiology,Wiley,Hybrid,2786,2786,2786,,,2786
Cellular Microbiology,Wiley,OA,,,,,2010,2010
Centaurus,Wiley,Hybrid,2083,2083,2083,,,2083
Cereal Chemistry,Wiley,Hybrid,2000,2000,2200,2650,2730,2730
ChemBioChem,Wiley,Hybrid,2900,2900,3150,3250,3350,3350
ChemBioEng Reviews,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
ChemCatChem,Wiley,Hybrid,2900,2900,3200,3350,3450,3450
ChemElectroChem,Wiley,Hybrid,2900,2900,3050,3100,,3100
ChemElectroChem,Wiley,OA,,,,,2100,2100
ChemKon,Wiley,Hybrid,,,,2550,2630,2630
ChemMedChem,Wiley,Hybrid,2900,2900,3000,3050,3140,3140
ChemPhotoChem,Wiley,Hybrid,2500,2900,2900,2950,3040,3040
ChemPhysChem,Wiley,Hybrid,2900,2900,3200,3350,3450,3450
ChemPlusChem,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
ChemSusChem,Wiley,Hybrid,2900,2900,3200,3350,3450,3450
ChemSystemsChem,Wiley,Hybrid,,2900,2900,2950,3040,3040
Chemical Biology & Drug Design,Wiley,Hybrid,2500,2600,2600,2900,2980,2980
Chemical Engineering & Technology,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Chemie in unserer Zeit,Wiley,Hybrid,2900,,,,,2900
Chemie-Ingenieur-Technik (CIT),Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Chemistry & Biodiversity,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Chemistry - A European Journal,Wiley,Hybrid,3500,3500,3850,3950,4070,4070
Chemistry - An Asian Journal,Wiley,Hybrid,3500,3500,3500,3600,3710,3710
ChemistryOpen,Wiley,OA,1800,1800,2000,2000,2000,2000
ChemistrySelect,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Child & Family Social Work,Wiley,Hybrid,2600,2600,2600,3050,3140,3140
Child Abuse Review,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Child Development,Wiley,Hybrid,2750,2750,2750,3300,3400,3400
Child Development Perspectives,Wiley,Hybrid,2583,2583,2583,2700,2780,2780
Child and Adolescent Mental Health,Wiley,Hybrid,2150,2150,2150,2550,2620,2620
"Child: Care, Health and Development",Wiley,Hybrid,2600,2750,2750,2900,2980,2980
Children & Society,Wiley,Hybrid,2350,2350,2350,2800,2880,2880
China & World Economy,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Chinese Journal of Chemistry,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Chinese Journal of Electronics,Wiley,Hybrid,,,,2500,,2500
Chirality,Wiley,Hybrid,2500,2750,2900,2950,3040,3040
Chronic Diseases and Translational Medicine,Wiley,OA,,,,2238,2238,2238
City & Community,Wiley,Hybrid,,2500,,,,2500
City & Society,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Civil Engineering Design,Wiley,Hybrid,2094,2094,2094,2150,2220,2220
Cladistics,Wiley,Hybrid,3083,3083,3083,3083,3170,3170
Climate Resilience and Sustainability,Wiley,OA,,,2000,2000,2000,2000
Clinical & Experimental Allergy,Wiley,Hybrid,3600,3600,3600,3850,3970,3970
Clinical & Experimental Immunology,Wiley,Hybrid,2500,3000,3150,,,3150
Clinical & Experimental Ophthalmology,Wiley,Hybrid,2083,2300,2550,3050,3140,3140
Clinical & Translational Immunology,Wiley,OA,2020,2020,2200,2200,2420,2420
Clinical Advances in Periodontics,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Clinical Anatomy,Wiley,Hybrid,2500,3000,3000,3350,3450,3450
Clinical Cardiology,Wiley,OA,1900,1900,2100,2550,2810,2810
Clinical Case Reports,Wiley,OA,792,792,850,1050,1160,1160
Clinical Endocrinology,Wiley,Hybrid,3333,3333,3333,3500,3610,3610
Clinical Genetics,Wiley,Hybrid,3250,3250,3350,3850,3970,3970
Clinical Implant Dentistry and Related Research,Wiley,Hybrid,3167,3167,3167,3500,3610,3610
Clinical Obesity,Wiley,Hybrid,2167,2350,2350,2400,2480,2480
Clinical Oral Implants Research,Wiley,Hybrid,3150,3150,3150,3800,3920,3920
Clinical Otolaryngology,Wiley,Hybrid,3500,3500,3500,3550,3660,3660
Clinical Pharmacology & Therapeutics,Wiley,Hybrid,2500,2500,2750,2750,4600,4600
Clinical Pharmacology in Drug Development,Wiley,Hybrid,2500,2750,2750,2800,2880,2880
Clinical Physiology and Functional Imaging,Wiley,Hybrid,2400,2900,2900,2950,3040,3040
Clinical Psychologist,Wiley,Hybrid,2083,2083,,,,2083
Clinical Psychology & Psychotherapy,Wiley,Hybrid,2583,2583,2583,3050,3140,3140
Clinical Psychology: Science and Practice,Wiley,Hybrid,2400,2400,,,,2400
Clinical Transplantation,Wiley,Hybrid,3000,3000,3000,3350,3450,3450
Clinical and Experimental Dental Research,Wiley,OA,1708,1708,1950,2050,2260,2260
Clinical and Experimental Dermatology,Wiley,Hybrid,2500,2600,2600,2850,,2850
Clinical and Experimental Neuroimmunology,Wiley,Hybrid,2083,2083,2083,2083,2150,2150
Clinical and Experimental Optometry,Wiley,Hybrid,2417,2417,,,,2417
Clinical and Experimental Pharmacology and Physiology,Wiley,Hybrid,2583,2750,2750,3050,3140,3140
Clinical and Translational Allergy,Wiley,OA,,,2500,2650,2920,2920
Clinical and Translational Discovery,Wiley,OA,,,,1943,1943,1943
Clinical and Translational Medicine,Wiley,OA,,2600,2600,2850,2850,2850
Clinical and Translational Science,Wiley,OA,2500,2500,2750,2750,3800,3800
Cochrane Evidence Synthesis and Methods,Wiley,OA,,,,,2600,2600
Cochrane Library,Wiley,Hybrid,4167,4167,4167,4250,4250,4250
Cognitive Computation and Systems,Wiley,OA,,,2327,2327,2327,2327
Cognitive Science - A Multidisciplinary Journal,Wiley,Hybrid,2583,2583,2583,3050,3140,3140
Color Research and Application,Wiley,Hybrid,2583,2583,2583,3050,3140,3140
Coloration Technology,Wiley,Hybrid,2083,2500,2750,3050,3140,3140
Colorectal Disease,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Communications on Pure and Applied Mathematics,Wiley,Hybrid,3333,3333,3333,3850,3970,3970
Community Dentistry and Oral Epidemiology,Wiley,Hybrid,3000,3000,3000,3400,3500,3500
Community Science,Wiley,OA,,,,1729,1729,1729
Complexity,Wiley,OA,,,,,2356,2356
Comprehensive Reviews in Food Science and Food Safety,Wiley,Hybrid,,,3470,3800,3910,3910
Computational Intelligence,Wiley,Hybrid,2400,2400,2400,2800,2880,2880
Computational Intelligence and Neuroscience,Wiley,OA,,,,,2356,2356
Computational and Mathematical Methods,Wiley,Hybrid,2539,2539,2539,,,2539
Computational and Mathematical Methods,Wiley,OA,,,,,716,716
Computational and Mathematical Methods in Medicine,Wiley,OA,,,,,2356,2356
Computational and Systems Oncology,Wiley,OA,,,2327,2350,2590,2590
Computer Animation & Virtual Worlds,Wiley,Hybrid,2250,2250,2250,2450,2520,2520
Computer Applications In Engineering Education,Wiley,Hybrid,2500,2900,2900,3000,3090,3090
Computer Graphics Forum,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Computer-Aided Civil and Infrastructure Engineering,Wiley,Hybrid,3333,3333,3333,3850,3970,3970
"Concepts in Magnetic Resonance Part A, Bridging Education and Research",Wiley,OA,,,,,1386,1386
"Concepts in Magnetic Resonance Part A, Bridging Education and Research",Wiley,Hybrid,2083,,,,,2083
Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,Wiley,Hybrid,2250,,,,,2250
Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,Wiley,OA,,,,,1386,1386
Concurrency and Computation: Practice and Experience,Wiley,Hybrid,3250,3250,3250,3850,3970,3970
Conflict Resolution Quarterly,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Congenital Anomalies,Wiley,Hybrid,2083,2083,2083,2300,2370,2370
Congenital Heart Disease,Wiley,Hybrid,2600,2600,,,,2600
Conservation Biology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Conservation Letters,Wiley,OA,1375,1375,1705,2100,2310,2310
Conservation Science and Practice,Wiley,OA,,1570,1570,1570,1650,1650
Constellations,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Consumer Psychology Review,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Contact Dermatitis,Wiley,Hybrid,3167,3167,3167,3800,3920,3920
Contemporary Accounting Research,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Contemporary Economic Policy,Wiley,Hybrid,2100,2100,2200,2350,2420,2420
Contemporary European Politics,Wiley,OA,,,,,1300,1300
Contrast Media & Molecular Imaging,Wiley,OA,,,,,1571,1571
Contributions to Plasma Physics,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Corporate Governance: An International Review,Wiley,Hybrid,2750,2750,2750,2950,3040,3040
Corporate Social Responsibility and EnvironmentalManagement,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Counseling and Values,Wiley,Hybrid,2100,2100,2100,,,2100
Counselling and Psychotherapy Research,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Counselor Education and Supervision,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Creativity and Innovation Management,Wiley,Hybrid,2150,2150,2150,2450,2520,2520
Criminal Behaviour and Mental Health,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Criminology,Wiley,Hybrid,2750,2750,2750,2750,2830,2830
Criminology and Public Policy,Wiley,Hybrid,2600,2600,2600,2600,2680,2680
Critical Care Research and Practice,Wiley,OA,,,,,854,854
Critical Quarterly,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Crop Science,Wiley,Hybrid,,,1000,1150,1350,1350
"Crop, Forage & Turfgrass Management",Wiley,Hybrid,,830,900,1050,1230,1230
Crops & Soils,Wiley,Hybrid,,,900,900,1040,1040
CrossCurrents,Wiley,Hybrid,2100,2100,,,,2100
Crystal Research & Technology,Wiley,Hybrid,3150,3150,3150,3150,3350,3350
"Culture, Agriculture, Food and Environment",Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Curator: The Museum Journal,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Current Gerontology and Geriatrics Research,Wiley,OA,,,,,739,739
Current Protocols,Wiley,Hybrid,,,4300,4300,4430,4430
Current Protocols Essential Laboratory Techniques,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Bioinformatics,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Cell Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Chemical Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Cytometry,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Human Genetics,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Immunology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Microbiology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Molecular Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Mouse Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Neuroscience,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Nucleic Acid Chemistry,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Pharmacology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Plant Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Protein Science,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Stem Cell Biology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Current Protocols in Toxicology,Wiley,Hybrid,4020,4020,4020,4150,4280,4280
Curtis's Botanical Magazine,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Cytometry Part A,Wiley,Hybrid,2500,2500,2500,2800,2800,2800
Cytometry Part B: Clinical Cytometry,Wiley,Hybrid,2500,2500,2500,3000,2880,2880
Cytopathology,Wiley,Hybrid,2850,2850,2850,2900,2980,2980
Cytoskeleton,Wiley,Hybrid,2417,2850,2850,2900,2980,2980
DEN Open,Wiley,OA,,,2250,2250,2250,2250
Decision Sciences,Wiley,Hybrid,2100,2100,2100,2400,2480,2480
Decision Sciences Journal of Innovative Education,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Dental Traumatology,Wiley,Hybrid,2750,2750,2750,3300,3400,3400
DentoMaxilloFacial Radiology,Wiley,Hybrid,,,2315,2315,2390,2390
Depression Research and Treatment,Wiley,OA,,,,,739,739
Depression and Anxiety,Wiley,Hybrid,3150,3150,3150,3550,,3550
Depression and Anxiety,Wiley,OA,,,,,2125,2125
Dermatologic Therapy,Wiley,Hybrid,2600,2600,2850,3330,,3330
Dermatologic Therapy,Wiley,OA,,,,,2310,2310
Dermatological Reviews,Wiley,Hybrid,,2500,2500,2550,2630,2630
Dermatology Research and Practice,Wiley,OA,,,,,854,854
Design Management Journal,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Design Management Review,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Developing World Bioethics,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Development Policy Review,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Development and Change,Wiley,Hybrid,2583,2750,3000,3050,3140,3140
"Development, Growth & Differentiation",Wiley,Hybrid,3167,3167,3167,3167,3167,3167
Developmental Dynamics,Wiley,Hybrid,2500,2750,3300,3500,3610,3610
Developmental Medicine & Child Neurology,Wiley,Hybrid,3500,3500,3500,4100,4230,4230
Developmental Neurobiology,Wiley,Hybrid,3250,3250,3250,3350,3450,3450
Developmental Psychobiology,Wiley,Hybrid,2850,2850,2850,2900,2980,2980
Developmental Science,Wiley,Hybrid,2900,3150,3150,3250,3350,3350
"Diabetes, Obesity and Metabolism",Wiley,Hybrid,3857,3857,4050,4150,4270,4270
Diabetes/Metabolism Research and Reviews,Wiley,Hybrid,2850,3450,3450,3500,3610,3610
Diabetic Medicine,Wiley,Hybrid,3667,3667,3667,3750,3870,3870
Diagnostic Cytopathology,Wiley,Hybrid,2417,2417,2650,2850,2930,2930
Dialectica,Wiley,Hybrid,2100,2100,,,,2100
Dialog,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Die Unterrichtspraxis/Teaching German,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Digest of Middle East Studies,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Digestive Endoscopy,Wiley,Hybrid,3000,3000,3000,3000,3000,3000
Disasters,Wiley,Hybrid,2083,2500,2750,2800,2880,2880
Discrete Dynamics in Nature and Society,Wiley,OA,,,,,2195,2195
Disease Markers,Wiley,OA,,,,,2356,2356
Diversity and Distributions,Wiley,OA,1860,1860,1860,2300,2530,2530
Drug Development Research,Wiley,Hybrid,2400,2400,2400,2900,2990,2990
Drug Testing and Analysis,Wiley,Hybrid,3583,3583,3583,3900,4020,4020
Drug and Alcohol Review,Wiley,Hybrid,2833,2833,2833,3450,3550,3550
Dyslexia,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
EFSA Journal,Wiley,OA,2200,2200,2200,2200,2200,2200
ELECTROPHORESIS,Wiley,Hybrid,2917,2917,3200,3350,3450,3450
EMBO Molecular Medicine,Wiley,OA,3300,3850,4500,4800,5200,5200
EMBO Reports,Wiley,Hybrid,4700,4700,4700,5500,5500,5500
ENT Today,Wiley,Hybrid,2100,,,,,2100
EPPO Bulletin,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
ESC Heart Failure,Wiley,OA,2500,2850,3150,3850,4020,4020
Early Intervention in Psychiatry,Wiley,Hybrid,3000,3400,3400,3450,3560,3560
Early Medieval Europe,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Earth Surface Processes and Landforms,Wiley,Hybrid,3500,3500,3500,3900,4020,4020
Earth and Space Science,Wiley,OA,1337,1337,1337,1560,1560,1560
Earth's Future,Wiley,OA,1314,1314,1314,1700,1840,1840
Earthquake Engineering & Structural Dynamics,Wiley,Hybrid,3250,3250,3250,3650,3760,3760
Earthquake Engineering and Resilience,Wiley,Hybrid,,,,2238,2238,2238
Echocardiography,Wiley,Hybrid,2250,2250,2250,2700,2780,2780
EcoMat,Wiley,OA,,3041,3041,3041,3041,3041
Ecography,Wiley,OA,,1900,2100,2350,2480,2480
Ecography,Wiley,Hybrid,1500,1500,,,,1500
Ecohydrology,Wiley,Hybrid,3350,3350,3350,3450,3550,3550
Ecological Applications,Wiley,Hybrid,2750,2750,2750,3000,3000,3000
Ecological Entomology,Wiley,Hybrid,2500,3000,3000,3500,3500,3500
Ecological Management & Restoration,Wiley,Hybrid,2083,2083,2083,2083,2083,2083
Ecological Monographs,Wiley,Hybrid,2750,2750,2750,3000,3000,3000
Ecological Research,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Ecological Solutions and Evidence,Wiley,OA,,1800,1900,1900,2000,2000
Ecology,Wiley,Hybrid,2750,2750,2750,3000,3000,3000
Ecology Letters,Wiley,Hybrid,3750,3750,4000,4000,4230,4230
Ecology and Evolution,Wiley,OA,1530,1800,1800,1800,1920,1920
Ecology of Freshwater Fish,Wiley,Hybrid,3000,3000,3000,3050,3140,3140
Econometrica,Wiley,Hybrid,,3900,3900,4000,4170,4170
Economic Affairs,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Economic Anthropology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Economic Inquiry,Wiley,Hybrid,2400,2400,2400,2600,2670,2670
Economic Notes,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Economic Papers,Wiley,Hybrid,2083,2083,2083,2100,2100,2100
Economic Record,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Economica,Wiley,Hybrid,,1914,1914,2600,2680,2680
Economics & Politics,Wiley,Hybrid,2083,2083,2300,2400,2480,2480
Economics of Transition,Wiley,Hybrid,2150,,,,,2150
Economics of Transition and Institutional Change,Wiley,Hybrid,,2150,2150,2200,2270,2270
Ecosphere,Wiley,OA,1400,1400,1550,1700,1700,1700
Education Research International,Wiley,OA,,,,,970,970
Educational Measurement: Issues and Practices,Wiley,Hybrid,,,,2700,2780,2780
Educational Theory,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Electrical Engineering in Japan,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Electroanalysis,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Electrochemical Science Advances,Wiley,OA,,1785,1785,1800,1800,1800
Electronics Letters,Wiley,OA,,,2000,2100,2310,2310
Electronics and Communications in Japan,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Emergency Medicine Australasia,Wiley,Hybrid,2750,2750,2750,2750,2830,2830
Emergency Medicine International,Wiley,OA,,,,,1848,1848
Employment Relations Today,Wiley,Hybrid,2500,,,,,2500
"Endocrinology, Diabetes & Metabolism",Wiley,OA,1520,1520,1650,2050,2260,2260
Energy & Environmental Materials,Wiley,OA,,,,,4800,4800
Energy Science & Engineering,Wiley,OA,1429,1429,1429,1750,1930,1930
Energy Storage,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Energy Technology,Wiley,Hybrid,3150,3150,3300,3400,3500,3500
Engineering Biology,Wiley,OA,,,2000,2000,2000,2000
Engineering Reports,Wiley,OA,,1400,1400,1400,1540,1540
Engineering in Life Sciences,Wiley,OA,,2200,2200,2300,2530,2530
Engineering in Life Sciences,Wiley,Hybrid,2917,,,,,2917
Entomologia Experimentalis et Applicata,Wiley,Hybrid,2917,2917,2917,3400,3500,3500
Entomological Research,Wiley,Hybrid,2083,2083,2083,2500,2500,2500
Entomological Science,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Environmental DNA,Wiley,OA,1800,1800,2050,2150,2370,2370
Environmental Microbiology,Wiley,Hybrid,3600,3600,3600,3600,3710,3710
Environmental Microbiology Reports,Wiley,Hybrid,3000,3000,3000,3000,,3000
Environmental Microbiology Reports,Wiley,OA,,,,,2550,2550
Environmental Policy and Governance,Wiley,Hybrid,2400,2400,2400,2800,2880,2880
Environmental Progress & Sustainable Energy,Wiley,Hybrid,2917,2917,2917,2950,3040,3040
Environmental Quality Management,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Environmental Toxicology,Wiley,Hybrid,3250,3250,3250,3350,3450,3450
Environmental Toxicology and Chemistry,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Environmental and Molecular Mutagenesis,Wiley,Hybrid,2500,2500,2750,2750,2830,2830
Environmetrics,Wiley,Hybrid,3100,3100,3100,3550,3660,3660
Epilepsia,Wiley,Hybrid,2500,3000,3300,3300,3300,3300
Epilepsia Open,Wiley,OA,2200,2200,2200,2500,2500,2500
Equine Veterinary Education,Wiley,Hybrid,2500,2600,2600,3050,3140,3140
Equine Veterinary Journal,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Ethics & Human Research,Wiley,Hybrid,,2500,2300,2400,2480,2480
Ethology,Wiley,Hybrid,3000,3000,3000,3400,3500,3500
Ethos,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
EuroChoices,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
European Eating Disorders Review,Wiley,Hybrid,3083,3083,3083,3500,3610,3610
European Financial Management,Wiley,Hybrid,2333,2333,2333,2450,2520,2520
European Journal of Cancer Care,Wiley,Hybrid,3600,3600,3600,3900,,3900
European Journal of Cancer Care,Wiley,OA,,,,,2125,2125
European Journal of Clinical Investigation,Wiley,Hybrid,2500,3000,3000,3000,3090,3090
European Journal of Dental Education,Wiley,Hybrid,2600,2750,2750,3250,3350,3350
European Journal of Education,Wiley,Hybrid,2150,2150,2150,2450,2520,2520
European Journal of Haematology,Wiley,Hybrid,2750,2850,2850,3450,3550,3550
European Journal of Heart Failure,Wiley,Hybrid,3600,3600,3950,4100,4230,4230
European Journal of Immunology,Wiley,Hybrid,3000,3000,3300,3450,3550,3550
European Journal of Inorganic Chemistry,Wiley,Hybrid,2900,2900,3050,3100,3190,3190
European Journal of Lipid Science and Technology,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
European Journal of Neurology,Wiley,Hybrid,3417,3417,3417,4000,4120,4120
European Journal of Neuroscience,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
European Journal of Oral Sciences,Wiley,Hybrid,2100,2500,2750,3250,3350,3350
European Journal of Organic Chemistry,Wiley,Hybrid,2900,2900,3200,3350,3450,3450
European Journal of Pain,Wiley,Hybrid,3333,3333,3333,3333,3333,3333
European Journal of Personality,Wiley,Hybrid,2100,2500,,,,2500
European Journal of Philosophy,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
European Journal of Political Research,Wiley,Hybrid,2500,3000,3000,3000,3090,3090
European Journal of Political Research Political Data Yearbook,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
European Journal of Social Psychology,Wiley,Hybrid,2500,2500,2500,2950,3040,3040
European Journal of Soil Science,Wiley,Hybrid,3350,3350,3450,3700,3700,3700
European Law Journal,Wiley,Hybrid,2500,2600,2600,2650,2730,2730
European Management Review,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
European Policy Analysis,Wiley,Hybrid,2700,2700,2700,2750,2830,2830
Evidence-Based Complementary and Alternative Medicine,Wiley,OA,,,,,2356,2356
Evolution,Wiley,Hybrid,2500,2500,2500,2500,,2500
Evolution & Development,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Evolution Letters,Wiley,OA,2254,2254,2254,2254,,2254
Evolutionary Anthropology,Wiley,Hybrid,3150,3150,3150,3650,3760,3760
Evolutionary Applications,Wiley,OA,1831,2200,2450,2600,2860,2860
Experimental Dermatology,Wiley,Hybrid,3417,3417,3417,3850,3970,3970
Experimental Physiology,Wiley,Hybrid,2294,2750,2800,3050,,3050
Experimental Physiology,Wiley,OA,,,,,2350,2350
Expert Systems,Wiley,Hybrid,2083,2500,2750,3150,3240,3240
Exploration,Wiley,OA,,,4050,4050,4050,4050
FASEB BioAdvances,Wiley,OA,2019,2019,2221,2221,2800,2800
FEBS Letters,Wiley,Hybrid,2407,2407,2650,2800,2880,2880
FEBS Open Bio,Wiley,OA,1400,1400,1450,1550,1600,1600
Family & Consumer Sciences Research Journal,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Family Court Review,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Family Process,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Family Relations,Wiley,Hybrid,2100,2100,2300,2700,2780,2780
Fatigue & Fracture of Engineering Materials & Structures,Wiley,Hybrid,3167,3167,3167,3800,3920,3920
Feddes Repertorium,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Feminist Anthropology,Wiley,Hybrid,,2500,2500,2500,2580,2580
Financial Accountability & Management,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Financial Management,Wiley,Hybrid,2100,2100,2100,2100,2170,2170
"Financial Markets, Institutions & Instruments",Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Financial Planning Review,Wiley,Hybrid,2500,2500,2500,2550,2550,2550
Fire and Materials,Wiley,Hybrid,2400,2400,2650,3000,3090,3090
Fiscal Studies,Wiley,Hybrid,2150,2150,2350,2850,2930,2930
Fish and Fisheries,Wiley,Hybrid,3600,3600,3600,3650,3760,3760
Fisheries,Wiley,Hybrid,2500,3000,3000,3050,3140,3140
Fisheries Management and Ecology,Wiley,Hybrid,2833,2833,2833,3250,3350,3350
Fisheries Oceanography,Wiley,Hybrid,3350,3350,3350,3450,3550,3550
Flavour and Fragrance Journal,Wiley,Hybrid,3000,3000,3000,3050,3140,3140
Food Frontier,Wiley,OA,,4340,,,,4340
Food Frontiers,Wiley,OA,,,4340,4350,4350,4350
Food Science & Nutrition,Wiley,OA,1631,1950,2100,2250,2480,2480
Food and Energy Security,Wiley,OA,1900,1950,1950,2400,2640,2640
Foreign Language Annals,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Forest Pathology,Wiley,Hybrid,2917,2917,2917,2950,3040,3040
Fortschritte der Physik,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Freshwater Biology,Wiley,Hybrid,3600,3600,3600,4050,4170,4170
Frontiers in Ecology and the Environment,Wiley,Hybrid,,2454,2454,3000,3000,3000
Fuel Cells,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Functional Ecology,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Fundamental & Clinical Pharmacology,Wiley,Hybrid,2083,2083,2250,2450,2530,2530
Future Humanities,Wiley,OA,,,,1300,1300,1300
Futures & Foresight Science,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
GAMM - Mitteilungen,Wiley,Hybrid,2083,2083,2083,2550,2630,2630
GCB Bioenergy,Wiley,OA,1859,1859,1859,1859,2040,2040
GastroHep,Wiley,Hybrid,2800,2800,2800,,,2800
GastroHep,Wiley,OA,,,,,716,716
