"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Molecular Cancer","Molecular and Cellular Oncology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecular-cancer.biomedcentral.com/","4278","9.908","Q1 (Cancer Research; Molecular Medicine; Oncology)","242","No","1476-4598",""
"Molecular Cancer Research","Molecular and Cellular Oncology","American Association for Cancer Research (AACR)","Non-profit","Hybrid","American Association for Cancer Research","Society/Association","USA","https://aacrjournals.org/mcr","4117","1.759","Q1 (Cancer Research; Molecular Biology; Oncology)","162","No","1557-3125","1541-7786"
"Molecular Cancer Therapeutics","Treatment","American Association for Cancer Research (AACR)","Non-profit","Hybrid","","","USA","https://aacrjournals.org/mct","3906","2.392","Q1 (Cancer Research; Oncology)","212","No","1538-8514","1535-7163"
"Molecular Carcinogenesis","Molecular and Cellular Oncology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10982744","2793","1.048","Q2 (Cancer Research; Molecular Biology)","114","No","1098-2744","0899-1987"
"Molecular Oncology","Molecular and Cellular Oncology","John Wiley & Sons","For-profit associated with a society","OA","Federation of European Biochemical Societies (FEBS)","Society/Association","USA","https://febs.onlinelibrary.wiley.com/journal/18780261","4095","1.738","Q1 (Genetics; Medicine; Molecular Medicine; Oncology)","130","No","1878-0261","1574-7891"
"Nature Cancer","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/natcancer/","10898","12.443","Q1 (Cancer Research; Oncology)","102","No","2662-1347",""
"Nature Reviews Cancer","Generalist","Springer Nature","For-profit","Subscription","","","Germany / UK","https://www.nature.com/nrc","","22.814","Q1 (Cancer Research; Oncology)","548","No","1474-1768","1474-175X"
"Nature Reviews Clinical Oncology","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nrclinonc/","","28.076","Q1 (Oncology)","259","No","1759-4782","1759-4774"
"Neoplasia","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neoplasia","2720","2.284","Q1 (Cancer Research)","151","No","1476-5586","1522-8002"
"Neuro-Oncology","Neuro-Oncology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for Neuro-oncology (SNO)","Society/Association","UK","https://academic.oup.com/neuro-oncology","3470","5.249","Q1 (Cancer Research; Neurology; Oncology)","189","No","1523-5866","1522-8517"
"Neuro-Oncology Advances","Neuro-Oncology","Oxford University Press (OUP)","University Press associated with a society","OA","Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO)","Society/Association","UK","https://academic.oup.com/noa","1786","1.421","Q1 (Neurology; Oncology; Surgery)","42","No","2632-2498",""
"Neuro-Oncology Practice","Neuro-Oncology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO)","Society/Association","UK","https://academic.oup.com/nop/","2632","0.95","Q1 (Medicine)","40","No","2054-2585","2054-2577"
"Nutrition and Cancer","Generalist","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/hnuc20","2044","0.706","Q2 (Medicine; Nutrition and Dietetics)","137","No","1532-7914","0163-5581"
"OncoImmunology","Immunooncology","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/koni20","2641","2.438","Q1 (Immunology; Immunology and Allergy; Oncology)","134","No","2162-402X","2162-4011"
"Oncogene","Genetics","Springer Nature","For-profit","OA","","","Germany / UK","https://www.nature.com/onc/","4645","2.474","Q1 (Cancer Research; Genetics; Molecular Biology)","387","No","1476-5594","0950-9232"
"Oncogenesis","Generalist","Springer Nature","For-profit","OA","","","Germany","https://www.nature.com/oncsis/","4089","2.081","Q1 (Cancer Research; Molecular Biology)","78","No","2157-9024",""
"Oncology","Generalist","Karger Publishers","For-profit","","","","Switzerland","https://karger.com/ocl","","0.596","Q2 (Medicine)","112","No","1423-0232","0030-2414"
"Oncoscience","Generalist","Rapamycin Press LLC (Impact Journals)","For-profit","Hybrid","","","USA","https://www.oncoscience.us/","837","","","","No","2331-4737",""
"Oncotarget","Generalist","Rapamycin Press LLC (Impact Journals)","For-profit","OA","","","USA","https://www.oncotarget.com/","2691","0.828","Q2 (Oncology)","201","No","1949-2553",""
"Seminars in Cancer Biology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/seminars-in-cancer-biology","3076","4.91","Q1 (Cancer Research)","202","No","1096-3650","1044-579X"
"Seminars in Oncology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands / USA","https://www.sciencedirect.com/journal/seminars-in-oncology","2891","1.536","Q1 (Hematology; Oncology)","153","No","1532-8708","0093-7754"
"The Breast","Breast Cancer","Elsevier","For-profit associated with a society","OA","Australasian Society for Breast Disease (ASBD); European Society for Medical Oncology (ESMO); Hong Kong Breast Oncology Group (HKBOG)","Society/Association","UK","https://www.sciencedirect.com/journal/the-breast","2409","2.654","Q1 (Cancer Research; Medicine; Oncology; Surgery)","111","No","1532-3080","0960-9776"
"The Breast Journal","Breast Cancer","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/tbj","1953","0.649","Q2 (Internal Medicine; Surgery)","88","No","1524-4741","1075-122X"
"The Lancet Oncology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.thelancet.com/journals/lanonc","5055","9.432","Q1 (Oncology)","455","No","1474-5488","1470-2045"
"The Oncologist","Generalist","Oxford University Press (OUP)","University Press associated with a society","OA","Society for Translational Oncology","Society/Association","UK","https://academic.oup.com/oncolo","2199","1.96","Q1 (Cancer Research; Medicine; Oncology)","204","No","1549-490X","1083-7159"
"Translational Oncology","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/translational-oncology","2490","1.383","Q1 (Oncology)","84","No","1936-5233","1936-5233"
"Trends in Cancer","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/trends-in-cancer","6290","5.488","Q1 (Cancer Research; Oncology)","116","No","2405-8025","2405-8033"
"npj Precision Oncology","Generalist","Springer Nature","For-profit","OA","The Hormel Institute, University of Minnesota","University/Government","Germany / UK","https://www.nature.com/npjprecisiononcology/","3073","3.616","Q1 (Cancer Research; Oncology)","59","No","2397-768X",""
