"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Medical Clinics of North America","Clinical/Medicine","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/medical-clinics-of-north-america","2746","1.397","Q1 (Medicine)","122","No","1557-9859","0025-7125"
"Medical Journal of Australia","Clinical/Medicine","John Wiley & Sons","For-profit associated with a society","OA","Australasian Medical Association","Society/Association","USA","https://www.mja.com.au/","2352","1.454","Q1 (Medicine)","163","No","1326-5377","0025-729X"
"Medicinal Research Reviews","Clinical/Medicine","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10981128","3077","3.265","Q1 (Drug Discovery; Molecular Medicine; Pharmacology)","167","No","1098-1128","0198-6325"
"Medicine and Science in Sports and Exercise","Clinical/Medicine","American Chemical Society (ACS)","Non-profit","Hybrid","","","USA","https://acsm.org/education-resources/journals/medicine-science-in-sports-exercise/","4037","1.481","Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)","280","No","1530-0315","0195-9131"
"Methods","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/methods","3072","0.818","Q2 (Biochemistry, Genetics and Molecular Biology)","183","No","1095-9130","1046-2023"
"Methods in Ecology and Evolution","Methods","John Wiley & Sons","For-profit associated with a society","OA","British Ecological Society","Society/Association","UK","https://besjournals.onlinelibrary.wiley.com/journal/2041210x","2684","2.606","Q1 (Ecological Modeling; Ecology, Evolution, Behavior and Systematics)","191","No","2041-210X","2041-210X"
"Médecine","Clinical/Medicine","John Libbey Eurotext","For-profit","","","","France","https://www.jle.com/fr/revues/med/revue.phtml","","","","","No","","1777-2044"
"Médecine/Sciences","Clinical/Medicine","China Science Publishing & Media (EDP Sciences)","For-profit associated with a society","","Inserm/Société de la revue médecine/sciences (SRMS)","Society/Association","France / China","https://www.medecinesciences.org","","0.165","Q4 (Biochemistry, Genetics and Molecular Biology; Medicine)","33","No","1958-5381","0767-0974"
"National Science Review","Generalist","Oxford University Press (OUP)","University Press","OA","Chinese Academy of Sciences","","UK","https://academic.oup.com/nsr?login=false","2112","2.8","Q1 (Multidisciplinary)","142","No","2053-714X","2095-5138"
"Nature","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/","10898","19.713","Q1 (Multidisciplinary)","1495","No","1476-4687","0028-0836"
"Nature Communications","Generalist","Springer Nature","For-profit","OA","","","Germany","https://www.nature.com/ncomms/","6020","4.904","Q1 (Biochemistry, Genetics and Molecular Biology; Chemistry; Multidisciplinary; Physics and Astronomy)","634","No","2041-1723",""
"Nature Computational Science","Computational Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/natcomputsci","5145","4.252","Q1 (Computer Networks and Communications; Computer Science Applications; Computer Science)","56","No","2662-8457",""
"Nature Medicine","Clinical/Medicine","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nm/","9708","17.496","Q1 (Biochemistry, Genetics and Molecular Biology; Medicine)","676","No","1546-170X","1078-8956"
"Nature Methods","Methods","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/nmeth/","10898","15.624","Q1 (Biochemistry; Biotechnology; Cell Biology; Molecular Biology)","432","No","1548-7105","1548-7091"
"Nature Protocols","Methods","Springer Nature","For-profit","","","","Germany / UK","https://www.nature.com/nprot/","","7.403","Q1 (Biochemistry, Genetics and Molecular Biology)","339","No","1750-2799","1754-2189"
"New Zealand Medical Journal","Clinical/Medicine","Pasifika Medical Association Group","Non-profit","","","","New Zealand","https://nzmj.org.nz/","","0.381","Q3 (Medicine)","62","No","1175-8716","0028-8446"
"OMICS: A Journal of Integrative Biology","Generalist","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/omics-a-journal-of-integrative-biology/43","3350","0.472","Q3 (Biochemistry; Biotechnology; Genetics; Medicine; Molecular Medicine)","76","No","1557-8100","1536-2310"
"One Health","Clinical/Medicine","Elsevier","For-profit associated with a society","OA","International Federation for Tropical Medicine","","Netherlands","https://www.sciencedirect.com/journal/one-health","2936","1.343","Q1 (Infectious Diseases; Public Health, Environmental and Occupational Health)","52","No","2352-7714","2352-7714"
"Open Biology","Generalist","The Royal Society","Non-profit","OA","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsob","2532","1.335","Q1 (Biochemistry, Genetics and Molecular Biology; Neuroscience)","93","No","2046-2441",""
"Open Research Europe","Generalist","European Commission","Non-profit","OA diamond","European Commission","","UK","https://open-research-europe.ec.europa.eu/","0","0.391","Q2 (Multidisciplinary)","17","No","2732-5121",""
"Peer Community Journal","Generalist","Peer Community In","Non-profit","OA diamond","Peer Community In (PCI)","Non-profit","France","https://peercommunityjournal.org/","0","0.922","Q1 (Agricultural and Biological Sciences; Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","16","PCI friendly","2804-3871",""
"PeerJ","Generalist","Taylor & Francis Group (PeerJ)","For-profit","OA","","","UK","https://peerj.com/journals/peerj/","1972","0.685","Q1 (Agricultural and Biological Sciences)","136","No","2167-8359",""
"PeerJ Computer Science","Computational Biology","Taylor & Francis Group (PeerJ)","For-profit","OA","","","UK","https://peerj.com/computer-science/","1651","0.618","Q2 (Computer Science)","72","PCI friendly","2376-5992",""
"Philosophical Transactions of the Royal Society B: Biological Sciences","Generalist","The Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/rstb","2700","1.725","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology)","350","No","1471-2970","0962-8436"
"Philosophy, Theory, and Practice in Biology","History/Philosophy of Biology","Michigan Publishing","University Press","OA","","","USA","https://journals.publishing.umich.edu/ptpbio/","","","","","No","2475-3025",""
"Plos Biology","Generalist","Public Library of Science (PLoS)","Non-profit","OA","","","USA","https://journals.plos.org/plosbiology/","5372","2.525","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience)","328","PCI friendly","1545-7885","1544-9173"
"Plos Computational Biology","Computational Biology","Public Library of Science (PLoS)","Non-profit","OA","","","USA","https://journals.plos.org/ploscompbiol/","2700","1.466","Q1 (Computational Theory and Mathematics; Ecology; Ecology, Evolution, Behavior and Systematics; Genetics; Modeling and Simulation; Molecular Biology)","237","No","1553-7358","1553-734X"
"Plos One","Generalist","Public Library of Science (PLoS)","Non-profit","OA","","","USA","https://journals.plos.org/plosone/","2061","0.726","Q1 (Multidisciplinary)","500","PCI friendly","1932-6203",""
"Prescrire","Clinical/Medicine","Association mieux prescrire","Non-profit","","Association mieux prescrire","Society/Association","France","https://www.prescrire.org/","","","","","No","",""
"Prescrire International","Clinical/Medicine","Association mieux prescrire","Non-profit","","Association mieux prescrire","Society/Association","France","https://english.prescrire.org/en/Summary.aspx","","0.184","Q4 (Pharmacology)","14","No","","1167-7422"
"Proceedings of the National Academy of Sciences of the USA (PNAS)","Generalist","USA National Academy of Sciences","Non-profit","Hybrid","USA National Academy of Sciences","","USA","https://www.pnas.org/","3838","3.283","Q1 (Multidisciplinary)","929","No","1091-6490","0027-8424"
"Proceedings of the National Academy of Sciences of the USA (PNAS) Nexus","Generalist","Oxford University Press (OUP)","University Press associated with a society","OA","USA National Academy of Sciences","","UK","https://academic.oup.com/pnasnexus","4260","1.339","Q1 (Multidisciplinary)","34","No","2752-6542",""
"Proceedings of the Royal Society B: Biological Sciences","Generalist","The Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rspb","2564","1.408","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Immunology and Microbiology; Medicine)","313","No","1471-2954","0962-8452"
"Quantitative Science Studies","Generalist","MIT Press","University Press associated with a society","OA","International Society for Scientometrics and Informetrics (ISSI)","Society/Association","USA","https://direct.mit.edu/qss","1104","1.207","Q1 (Analysis; Cultural Studies; Library and Information Sciences; Numerical Analysis)","38","No","2641-3337",""
"ReScience C","Generalist","GitHub (Microsoft)","Non-profit","OA","GitHub","","USA","https://rescience.github.io/","","","","","No","",""
"Royal Society Open Science","Generalist","The Royal Society","Non-profit","OA","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsos","1767","0.791","Q1 (Multidisciplinary)","103","No","2054-5703",""
"SIAM Journal on Applied Mathematics","Mathematical Biology","Society for Industrial and Applied Mathematics","Non-profit","Hybrid","Society for Industrial and Applied Mathematics","Society/Association","USA","https://epubs.siam.org/journal/smjmap","3080","0.87","Q1 (Applied Mathematics)","119","No","1095-712X","0036-1399"
"SIAM Journal on Discrete Mathematics","Mathematical Biology","Society for Industrial and Applied Mathematics","Non-profit","Hybrid","Society for Industrial and Applied Mathematics","Society/Association","USA","https://epubs.siam.org/journal/sjdmec","2259","0.972","Q1 (Mathematics)","74","No","1095-7146","0895-4801"
"Scandinavian Journal of Statistics","Statistics","John Wiley & Sons","For-profit associated with a society","Hybrid","Foundation of the Scandinavian Journal of Statistics","","USA","https://onlinelibrary.wiley.com/journal/14679469","1831","0.786","Q2 (Statistics and Probability; Statistics, Probability and Uncertainty)","75","No","1467-9469","0303-6898"
"Science","Generalist","American Association for the Advancement of Science (AAAS)","Non-profit","Hybrid","American Association for the Advancement of Science","Society/Association","USA","https://www.science.org/journal/science","2078","10.948","Q1 (History and Philosophy of Science; Multidisciplinary)","1433","No","1095-9203","0036-8075"
"Science Advances","Generalist","American Association for the Advancement of Science (AAAS)","Non-profit","OA","American Association for the Advancement of Science","Society/Association","USA","https://www.science.org/journal/sciadv","4664","4.534","Q1 (Multidisciplinary)","325","No","2375-2548",""
"Science Translational Medicine","Clinical/Medicine","American Association for the Advancement of Science (AAAS)","Non-profit","Hybrid","American Association for the Advancement of Science","Society/Association","USA","https://www.science.org/journal/stm","1409","7.026","Q1 (Medicine)","321","No","1946-6242","1946-6234"
"Scientific Reports","Generalist","Springer Nature","For-profit","OA","","","Germany","https://www.nature.com/srep/","2556","0.893","Q1 (Multidisciplinary)","382","No","2045-2322",""
"Synthese","History/Philosophy of Biology","Springer Nature","For-profit","Hybrid","Badji Mokhtar - Annaba University","","Germany / UK","https://link.springer.com/journal/11229","2542","0.877","Q1 (Philosophy; Social Sciences)","95","No","2352-9717","1111-4924"
"The American Journal of Bioethics","Bioethics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/uajb20","1585","1.651","Q1 (Health Policy; Issues, Ethics and Legal Aspects)","81","No","1536-0075","1526-5161"
"The American Journal of Chinese Medicine","Clinical/Medicine","World Scientific Publishing","For-profit","","","","Singapore","https://www.worldscientific.com/worldscinet/ajcm","","1.27","Q1 (Complementary and Alternative Medicine; Medicine)","87","No","1793-6853","0192-415X"
"The American Journal of Medical Sciences","Clinical/Medicine","Elsevier","For-profit associated with a society","Hybrid","Southern Society for Clinical Investigation (SSCI)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/the-american-journal-of-the-medical-sciences","2419","0.57","Q2 (Medicine)","109","No","1538-2990","0002-9629"
"The American Journal of Medicine","Clinical/Medicine","Elsevier","For-profit associated with a society","Hybrid","Alliance for Academic Internal Medicine","","Netherlands","https://www.amjmed.com/","2624","1.124","Q1 (Medicine)","272","No","1555-7162","0002-9343"
"The Annals of Applied Statistics","Statistics","Institute of Mathematical Statistics","Non-profit","Hybrid","Institute of Mathematical Statistics","Non-profit","USA","https://imstat.org/journals-and-publications/annals-of-applied-statistics/","937","0.915","Q1 (Modeling and Simulation; Statistics and Probability; Statistics, Probability and Uncertainty)","96","No","1941-7330","1932-6157"
"The Annals of Statistics","Statistics","Institute of Mathematical Statistics","Non-profit","Hybrid","Institute of Mathematical Statistics","Non-profit","USA","https://projecteuclid.org/journals/annals-of-statistics","874","3.697","Q1 (Statistics and Probability; Statistics, Probability and Uncertainty)","213","No","2168-8966","0090-5364"
"The BMJ","Clinical/Medicine","BMJ Group","Non-profit","OA","","","UK","https://www.bmj.com/","6061","1.988","Q1 (Medicine)","543","No","1756-1833","0959-8146"
"The FASEB Journal","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","Federation of American Societies for Experimental Biology (FASEB)","Society/Association","USA","https://faseb.onlinelibrary.wiley.com/journal/15306860","2810","1.255","Q1 (Biochemistry; Biotechnology; Genetics; Medicine)","320","No","1530-6860","0892-6638"
"The International Journal of Biostatistics","Statistics","De Gruyter Brill","For-profit","","","","Germany","https://www.degruyterbrill.com/journal/key/ijb/html","","0.715","Q2 (Medicine; Statistics and Probability; Statistics, Probability and Uncertainty)","49","No","1557-4679","2194-573X"
"The Journal of Sexual Medicine","Clinical/Medicine","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/jsm","1297","0.796","Q1 (Urology)","154","No","1743-6109","1743-6095"
"The Lancet","Clinical/Medicine","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.thelancet.com/","2015","14.821","Q1 (Medicine)","982","No","1474-547X","0140-6736"
"The Lancet Global Health","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.thelancet.com/journals/langlo/home","5248","5.911","Q1 (Medicine)","168","No","2214-109X","2214-109X"
"The New England Journal of Medicine","Clinical/Medicine","Massachusetts Medical Society","Non-profit","Hybrid","Massachusetts Medical Society","Society/Association","USA","https://www.nejm.org/","","18.397","Q1 (Medicine)","1275","No","1533-4406","0028-4793"
"Wellcome Open Research","Generalist","Wellcome","Non-profit","OA","","","UK","https://wellcomeopenresearch.org/","","0.457","Q3 (Biochemistry, Genetics and Molecular Biology; Medicine)","59","No","2398-502X",""
"Yale Journal of Biology and Medicine","Generalist","PubMed Central","Non-profit","OA diamond","Yale Office of Medical Education","","USA","https://medicine.yale.edu/yjbm/","0","1.144","Q1 (Biochemistry, Genetics and Molecular Biology; Medicine)","79","No","1551-4056","0044-0086"
"eLife","Generalist","eLife Sciences Publications","Non-profit","OA","","","UK","https://elifesciences.org/","2825","3.395","Q1 (Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience)","246","No","2050-084X",""
"iScience","Generalist","Elsevier (Cell Press)","For-profit","OA","","","USA","https://www.cell.com/iscience/home","2689","1.356","Q1 (Multidisciplinary)","113","No","2589-0042","2589-0042"
"microPublication Biology","Generalist","Caltech Library","University Press","OA","Caltech Institute of Technology","University/Government","USA","https://www.micropublication.org/","261","","","","No","2578-9430",""
"npj Systems Biology and Applications","Generalist","Springer Nature","For-profit","OA","Systems Biology Institute","","Germany / UK","https://www.nature.com/npjsba/","3443","1.309","Q1 (Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Computer Science Applications; Drug Discovery; Modeling and Simulation)","43","No","2056-7189",""
