"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Cellular and Molecular Neurobiology","Molecular and Cellular Neuroscience","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/10571","3147","1.587","Q1 (Cellular and Molecular Neuroscience; Medicine)","112","No","1573-6830","0272-4340"
"Cephalalgia","Pain","Sage Publishing","For-profit associated with a society","Hybrid","International Headache Society","Society/Association","USA","https://journals.sagepub.com/home/cep","1560","1.178","Q1 (Medicine; Neurology)","153","No","1468-2982","0333-1024"
"Cephalalgia Reports","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","OA","International Headache Society","Society/Association","USA","https://journals.sagepub.com/home/repa","967","0.265","Q3 (Neurology)","10","No","2515-8163",""
"Cerebral Cortex","Generalist","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/cercor","4226","1.276","Q1 (Cognitive Neuroscience)","294","No","1460-2199","1047-3211"
"Cerebral Cortex Communications","Generalist","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/cercorcomms","3085","","","","No","2632-7376",""
"Child Abuse & Neglect","Developmental Neuroscience","Elsevier","For-profit associated with a society","Hybrid","International Society for Prevention of Child Abuse and Neglect","Society/Association","Netherlands","https://www.sciencedirect.com/journal/child-abuse-and-neglect","4319","1.421","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health; Social Work)","192","No","1873-7757","0145-2134"
"Child Neuropsychology","Developmental Neuroscience","Taylor & Francis Group","For-profit associated with a society","Hybrid","American Academy of Clinical Neuropsychology, Pediatric Special Interest Group","","UK","https://www.tandfonline.com/journals/ncny20","1368","0.703","Q2 (Developmental and Educational Psychology; Neuropsychology and Physiological Psychology; Pediatrics, Perinatology and Child Health)","91","No","1744-4136","0929-7049"
"Child Psychiatry & Human Development","Developmental Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/10578","2216","1.165","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","87","No","1573-3327","0009-398X"
"Child and Adolescent Mental Health","Developmental Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Association for Child and Adolescent Mental Health","Society/Association","USA","https://acamh.onlinelibrary.wiley.com/journal/14753588?journalRedirectCheck=true","3468","2.192","Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","67","No","1475-3588","1475-357X"
"Child and Adolescent Psychiatry and Mental Health","Developmental Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Association for Child and Adolescent Psychiatry and Allied Professions","Society/Association","UK","https://capmh.biomedcentral.com/","2162","1.623","Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","71","No","1753-2000",""
"Child's Nervous System","Developmental Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","Brazilian Society for Pediatric Neurosurgery; International Society for Pediatric Neurosurgery (ISPN); Korean Society for Pediatric Neurosurgery; Latin American Pediatric Neurosurgery Association (LAPNA); Russian Society for Pediatric Neurosurgery ; Turkish Neurosurgical Society - Pediatric Section","Society/Association","Germany / UK","https://link.springer.com/journal/381","2601","0.452","Q2 (Pediatrics, Perinatology and Child Health)","106","No","1433-0350","0256-7040"
"Chronic Stress","Generalist","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/cssa","1187","1.166","Q1 (Behavioral Neuroscience; Clinical Psychology; Psychiatry and Mental Health)","34","No","2470-5470",""
"Chronobiology International","Neurophysiology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/icbi20","4028","0.707","Q2 (Physiology)","127","No","1525-6073","0742-0528"
"Clinical EEG and Neuroscience","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","","EEG and Clinical Neuroscience Society","Society/Association","USA","https://journals.sagepub.com/home/eegb","","0.649","Q2 (Medicine)","69","No","2169-5202","1550-0594"
"Clinical Neuropharmacology","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","","","","Netherlands / USA","https://journals.lww.com/clinicalneuropharm/pages/default.aspx","","0.422","Q3 (Neurology; Pharmacology)","90","No","1537-162X","0362-5664"
"Clinical Neurophysiology","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","International Federation of Clinical Neurophysiology; Brazilian Society of Clinical Neurophysiology; Czech Society of Clinical Neurophysiology; International Society of Intraoperative Neurophysiology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/clinical-neurophysiology","2606","1.07","Q1 (Neurology; Sensory Systems)","237","No","1872-8952","1388-2457"
"Clinical Practice in Pediatric Psychology","Developmental Neuroscience","Sage Publishing","For-profit associated with a society","","Society of Pediatric Psychology (SPP), Division 54 of the American Psychological Association (APA)","Society/Association","USA","https://journals.sagepub.com/home/ppxa","","0.309","Q3 (Applied Psychology; Clinical Psychology; Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health)","27","No","2169-4834","2169-4826"
"Clinical Psychological Science","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","The Association for Psychological Science","Society/Association","USA","https://journals.sagepub.com/home/cpx","391","2.264","Q1 (Clinical Psychology)","86","PCI friendly","2167-7034","2167-7026"
"Clinical Psychopharmacology Neuroscience","Molecular and Cellular Neuroscience","The Korean College of Neuropsychopharmacology (KCNP); Asian College of Neuropsychopharmacology (AsCNP)","Non-profit","OA","The Korean College of Neuropsychopharmacology (KCNP); Asian College of Neuropsychopharmacology (AsCNP)","","Republic of Korea (South Korea)","https://www.cpn.or.kr/main.html","","0.976","Q1 (Pharmacology)","51","No","2093-4327","1738-1088"
"Cognition","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/cognition","3677","1.606","Q1 (Cognitive Neuroscience; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Linguistics and Language)","242","No","1873-7838","0010-0277"
"Cognitive Computation","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12559","2318","1.197","Q1 (Computer Science Applications; Computer Vision and Pattern Recognition)","81","No","1866-9964","1866-9956"
"Cognitive Neurodynamics","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11571","2290","0.771","Q2 (Cognitive Neuroscience)","60","No","1871-4099","1871-4080"
"Cognitive Neuropsychiatry","Clinical Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcnp20","1591","0.504","Q3 (Cognitive Neuroscience; Psychiatry and Mental Health)","71","No","1464-0619","1354-6805"
"Cognitive Neuropsychology","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcgn20","1709","0.427","Q1 (Arts and Humanities)","103","No","1464-0627","0264-3294"
"Cognitive Neuroscience","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcns20","1047","0.39","Q4 (Cognitive Neuroscience)","41","No","1758-8936","1758-8928"
"Cognitive Processing","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/10339","2604","0.517","Q2 (Artificial Intelligence)","61","No","1612-4790","1612-4782"
"Cognitive Science","Cognitive Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Cognitive Science Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15516709","1843","0.978","Q1 (Artificial Intelligence)","146","No","1551-6709","0364-0213"
"Cognitive Systems Research","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cognitive-systems-research","2084","0.719","Q2 (Artificial Intelligence; Cognitive Neuroscience; Experimental and Cognitive Psychology; Software)","76","No","1389-0417","2214-4366"
"Cognitive and Behavioral Neurology","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/cogbehavneurol/pages/default.aspx","2672","0.327","Q3 (Medicine; Neuropsychology and Physiological Psychology; Psychiatry and Mental Health)","76","No","1543-3641","1543-3633"
"Cognitive, Affective, and Behavioral Neuroscience","Generalist","Springer Nature","For-profit associated with a society","Hybrid","Psychonomic Society","Society/Association","Germany","https://link.springer.com/journal/13415","2211","1.365","Q1 (Behavioral Neuroscience; Cognitive Neuroscience)","120","No","1531-135X","1530-7026"
"Collabra: Psychology","Cognitive Neuroscience","University of California Press","University Press associated with a society","OA","Society for the Improvement of Psychological Science","Society/Association","USA","https://online.ucpress.edu/collabra","1420","1.409","Q1 (Psychology)","35","PCI friendly","2474-7394",""
"Communications Psychology","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","UK","https://www.nature.com/commspsychol/","1874","","","","No","2731-9121",""
"Comprehensive Psychiatry","Clinical Neuroscience","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/comprehensive-psychiatry","3193","1.842","Q1 (Clinical Psychology; Psychiatry and Mental Health)","134","No","1532-8384","0010-440X"
"Computational Linguistics","Cognitive Neuroscience","MIT Press","University Press","OA diamond","MIT","University/Government","USA","https://direct.mit.edu/coli","0","1.837","Q1 (Artificial Intelligence; Computer Science Applications; Linguistics and Language)","122","No","1530-9312","0891-2017"
"Computational Psychiatry","Clinical Neuroscience","The Society for Computational Psychiatry Ltd.","Non-profit","OA","The Society for Computational Psychiatry Ltd.","Society/Association","UK","https://cpsyjournal.org/","2607","1.143","Q1 (Psychology)","13","No","2379-6227",""
"Cortex","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cortex","3165","1.242","Q1 (Cognitive Neuroscience; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Neurology; Neuropsychology and Physiological Psychology)","155","No","1973-8102","0010-9452"
"Cranio","Clinical Neuroscience","Taylor & Francis Group","For-profit associated with a society","","American Academy of Orofacial Pain (AAOP)","","UK","https://www.tandfonline.com/journals/ycra20","","0.601","Q2 (Dentistry; Otorhinolaryngology)","57","No","2151-0903","0886-9634"
"Current Directions in Psychological Science","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","","Association for Psychological Science","Society/Association","USA","https://journals.sagepub.com/home/cdpa","","2.975","Q1 (Developmental and Educational Psychology; Psychology)","238","No","1467-8721","0963-7214"
"Current Opinion in Behavioral Sciences","Behavioral Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-behavioral-sciences","3710","1.363","Q1 (Behavioral Neuroscience; Cognitive Neuroscience; Psychiatry and Mental Health)","96","No","2352-1554","2352-1546"
"Current Opinion in Neurobiology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-neurobiology","2418","2.871","Q1 (Neuroscience)","262","No","1873-6882","0959-4388"
"Current Opinion in Neurology","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/co-neurology/pages/default.aspx","3692","1.375","Q1 (Neurology)","147","No","1473-6551","1350-7540"
"Current Opinion in Psychiatry","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/co-psychiatry/pages/default.aspx","3611","1.783","Q1 (Psychiatry and Mental Health)","122","No","1473-6578","0951-7367"
"Current Opinion in Psychology","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-psychology","3902","3.432","Q1 (Psychology)","127","No","","2352-250X"
"Current Research in Neurobiology","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/current-research-in-neurobiology","1095","1.09","Q1 (Behavioral Neuroscience; Bioengineering; Neurology)","15","No","2665-945X","2665-945X"
"Decision","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/dec/","2745","0.86","Q2 (Applied Psychology; Neuropsychology and Physiological Psychology; Social Psychology; Statistics, Probability and Uncertainty)","26","No","2325-9973","2325-9965"
"Deep Brain Stimulation","Neuromodulation","Elsevier","For-profit associated with a society","OA","Deep Brain Stimulation Society","Society/Association","Netherlands","https://www.sciencedirect.com/journal/deep-brain-stimulation","2280","","","","No","2949-6691",""
"Dementia","Clinical Neuroscience","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/dema","2488","0.993","Q1 (History; Medicine; Social Sciences; Sociology and Political Science)","75","No","1741-2684","1471-3012"
"Dementia and Geriatric Cognitive Disorders","Clinical Neuroscience","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/dem","2512","0.711","Q2 (Cognitive Neuroscience; Geriatrics and Gerontology; Psychiatry and Mental Health)","130","No","1421-9824","1420-8008"
"Depression and Anxiety","Clinical Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/da","2376","1.135","Q1 (Clinical Psychology; Psychiatry and Mental Health)","180","No","1520-6394","1091-4269"
"Development and Psychopathology","Developmental Neuroscience","Cambridge University Press (CUP)","University Press","Hybrid","Cambridge University","University/Government","UK","https://www.cambridge.org/core/journals/development-and-psychopathology","2786","1.695","Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health)","207","No","1469-2198","0954-5794"
"Developmental Cognitive Neuroscience","Developmental Neuroscience","Elsevier","For-profit associated with a society","OA","Flux: The Flux Society for Developmental Cognitive Neuroscience","Society/Association","Netherlands","https://www.journals.elsevier.com/developmental-cognitive-neuroscience","2813","1.991","Q1 (Cognitive Neuroscience)","104","No","1878-9307","1878-9293"
"Developmental Medicine & Child Neurology","Developmental Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14698749","2608","1.484","Q1 (Developmental Neuroscience; Neurology; Pediatrics, Perinatology and Child Health)","182","No","1469-8749","0012-1622"
"Developmental Neurobiology","Developmental Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1932846X","2580","0.985","Q2 (Cellular and Molecular Neuroscience; Developmental Neuroscience)","146","No","1932-846X","1932-8451"
"Developmental Neuroscience","Developmental Neuroscience","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/dne","3092","0.741","Q2 (Developmental Neuroscience; Neurology)","97","No","1421-9859","0378-5866"
"Developmental Psychobiology","Developmental Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10982302","2886","0.727","Q2 (Developmental and Educational Psychology)","112","No","1098-2302","0012-1630"
"Developmental Psychology","Developmental Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/dev","2617","1.367","Q1 (Demography; Developmental and Educational Psychology; Life-span and Life-course Studies)","265","No","1939-0599","0012-1649"
"Discover Neuroscience","Generalist","Springer Nature","For-profit","","","","Germany / UK","https://link.springer.com/journal/13064","","0.727","Q2 (Developmental Neuroscience)","65","No","3005-1827",""
"Drug and Alcohol Review","Addiction","John Wiley & Sons","For-profit associated with a society","Hybrid","Australasian Professional Society on Alcohol and other Drugs (APSAD)","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14653362","2254","1.028","Q1 (Health; Medicine)","96","No","1465-3362","0959-5236"
"Emotion","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/emo","2830","1.961","Q1 (Medicine; Psychology)","190","No","1931-1516","1528-3542"
"Emotion Review","Cognitive Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","the International Society for Research on Emotions (ISRE)","Society/Association","USA","https://au.sagepub.com/en-gb/oce/journal/emotion-review","1417","1.401","Q1 (Arts and Humanities; Experimental and Cognitive Psychology; Social Psychology)","109","No","1754-0747","1754-0739"
"Epidemiology and Psychiatric Sciences","Neuroimmunology","Cambridge University Press (CUP)","University Press","OA","","","UK","https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences","2465","2.051","Q1 (Epidemiology; Psychiatry and Mental Health; Public Health, Environmental and Occupational Health)","89","No","2045-7979","2045-7960"
"Epilepsia","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","The International League Against Epilepsy","","USA","https://onlinelibrary.wiley.com/journal/15281167","4233","2.203","Q1 (Neurology)","240","No","1528-1167","0013-9580"
"Epilepsia Open","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","OA","The International League Against Epilepsy","","USA","https://onlinelibrary.wiley.com/journal/24709239","2076","0.962","Q2 (Neurology)","43","No","2470-9239","2470-9239"
"Epilepsy Currents","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","OA","American Epilepsy Society (AES)","Society/Association","USA","https://journals.sagepub.com/home/epi","","0.295","Q3 (Neurology)","38","No","1535-7511","1535-7597"
"Epilepsy Research","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/epilepsy-research","1584","0.677","Q2 (Neurology)","133","No","1872-6844","0920-1211"
"Epilepsy and Behavior","Clinical Neuroscience","Elsevier","For-profit","OA","","","Netherlands","https://www.epilepsybehavior.com/","391","0.757","Q2 (Behavioral Neuroscience; Neurology)","135","No","1525-5069","1525-5050"
"Epileptic Disorders","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","","International League Against Epilepsy","","USA","https://onlinelibrary.wiley.com/journal/19506945","","0.708","Q2 (Medicine; Neurology)","70","No","1950-6945",""
"European Addiction Research","Addiction","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com//ear","3207","0.764","Q2 (Health; Medicine; Psychiatry and Mental Health)","67","No","1421-9891","1022-6877"
"European Child and Adolescent Psychiatry","Developmental Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","European Society for Child and Adolescent Psychiatry","Society/Association","Germany / UK","https://link.springer.com/journal/787","3012","2.209","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","132","No","1435-165X","1018-8827"
"European Journal of Health Psychology","Cognitive Neuroscience","Hogrefe Publishing Group","For-profit","","","","Germany","https://econtent.hogrefe.com/journal/ejh","","0.459","Q3 (Clinical Psychology; Psychiatry and Mental Health)","22","No","2512-8450","2512-8442"
"European Journal of Neurology","Clinical Neuroscience","John Wiley & Sons","For-profit","Hybrid","Journal of the European Academy of Neurology (EAN)","","USA","https://onlinelibrary.wiley.com/journal/14681331","3362","1.556","Q1 (Neurology)","157","No","1468-1331","1351-5101"
"European Journal of Neuroscience","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","Federation of European Neuroscience Societies","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14609568","3008","0.947","Q2 (Neuroscience)","238","No","1460-9568","0953-816X"
"European Journal of Pain","Pain","John Wiley & Sons","For-profit associated with a society","Hybrid","European Pain Federation (EFIC)","","USA","https://onlinelibrary.wiley.com/journal/15322149","2721","1.327","Q1 (Anesthesiology and Pain Medicine; Medicine)","143","No","1532-2149","1090-3801"
"European Neuropsychopharmacology","Molecular and Cellular Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/european-neuropsychopharmacology","2841","2.334","Q1 (Biological Psychiatry; Neurology; Pharmacology; Psychiatry and Mental Health)","139","No","1873-7862","0924-977X"
"European Psychiatry","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","OA","European Psychiatric Association","Society/Association","UK","https://www.cambridge.org/core/journals/european-psychiatry","3108","1.769","Q1 (Psychiatry and Mental Health)","121","No","1778-3585","0924-9338"
"European Review of Applied Psychology","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/european-review-of-applied-psychology","2270","0.421","Q3 (Applied Psychology)","42","No","","1162-9088"
"European Spine Journal","Neurophysiology","Springer Nature","For-profit associated with a society","Hybrid","Austrian Spine Society; International Society on Scoliosis Orthopedic and Rehabilitation Treatment (SOSORT)","Society/Association","Germany / UK","https://link.springer.com/journal/586","3115","1.137","Q1 (Orthopedics and Sports Medicine; Surgery)","182","No","1432-0932","0940-6719"
"European Stroke Journal","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","European Stroke Organization","","USA","https://journals.sagepub.com/home/esoa","362","1.886","Q1 (Cardiology and Cardiovascular Medicine; Neurology)","45","No","2396-9881","2396-9873"
"Evolutionary Behavioral Sciences","Behavioral Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/ebs","","0.467","Q3 (Experimental and Cognitive Psychology; Social Psychology)","30","No","2330-2933","2330-2925"
"Experimental Brain Research","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/221","2436","0.67","Q3 (Neuroscience)","198","No","1432-1106","0014-4819"
"Experimental Neurobiology","Generalist","The Korean Society for Brain and Neural Sciences; The Korean Society for Neurodegenerative Disease","Non-profit","OA","","","Republic of Korea (South Korea)","https://www.en-journal.org/main.html","","0.944","Q2 (Neurology)","37","No","2093-8144","1226-2560"
"Experimental Neurology","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/experimental-neurology","2764","1.394","Q1 (Developmental Neuroscience; Neurology)","219","No","1090-2430","0014-4886"
"Expert Review of Neurotherapeutics","Clinical Neuroscience","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/iern20","","1.106","Q1 (Neurology; Pharmacology)","110","No","1744-8360","1473-7175"
"Eye","Sensory Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/eye/","3257","1.246","Q1 (Arts and Humanities; Medicine; Ophthalmology; Sensory Systems)","140","No","1476-5454","0950-222X"
"Eye and Brain","Sensory Neuroscience","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/deyb20","3769","0.79","Q2 (Ophthalmology; Sensory Systems)","33","No","1179-2744",""
"FEBS Letters","Molecular and Cellular Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Federation of the European Biochemical Societies","Society/Association","UK","https://febs.onlinelibrary.wiley.com/journal/18733468","3199","1.181","Q1 (Biochemistry; Biophysics)","295","No","1873-3468","0014-5793"
"Fluids and Barriers of the CNS","Molecular and Cellular Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Brain Barriers Society (IBBS); The Hydrocephalus Society","Society/Association","UK","https://fluidsbarrierscns.biomedcentral.com/","3292","2.439","Q1 (Cellular and Molecular Neuroscience; Developmental Neuroscience; Medicine; Neurology)","77","No","2045-8118",""
"Focus on Autism and Other Developmental Disabilities","Developmental Neuroscience","Sage Publishing","For-profit associated with a society","","Hammill Institute on Disabilities/Division on Autism and Developmental Disabilities of The Council for Exceptional Children","","USA","https://journals.sagepub.com/home/FOA","","0.653","Q2 (Neurology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","86","No","1088-3576",""
"Frontiers in Aging Neuroscience","Developmental Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/aging-neuroscience","2216","1.507","Q1 (Cognitive Neuroscience)","146","No","1663-4365",""
"Frontiers in Behavioral Neuroscience","Behavioral Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/behavioral-neuroscience","3528","1.077","Q1 (Behavioral Neuroscience; Neuropsychology and Physiological Psychology)","115","No","1662-5153",""
"Frontiers in Cellular Neuroscience","Molecular and Cellular Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/cellular-neuroscience","1133","1.425","Q2 (Cellular and Molecular Neuroscience)","152","No","1662-5102",""
"Frontiers in Child and Adolescent Psychiatry","Developmental Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/child-and-adolescent-psychiatry","2036","0.503","Q2 (Pediatrics, Perinatology and Child Health)","8","No","2813-4540",""
"Frontiers in Cognition","Cognitive Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/cognition","1977","0.666","Q2 (Psychology)","7","No","2813-4532",""
"Frontiers in Computational Neuroscience","Methods","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/computational-neuroscience","2397","0.688","Q3 (Cellular and Molecular Neuroscience; Neuroscience)","86","No","1662-5188",""
"Frontiers in Developmental Psychology","Developmental Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/developmental-psychology","1889","0.499","Q3 (Developmental and Educational Psychology; Experimental and Cognitive Psychology; Psychiatry and Mental Health; Psychology)","6","No","2813-7779",""
"Frontiers in Evolutionary Neuroscience","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/evolutionary-neuroscience","0","","","","No","1663-070X",""
"Frontiers in Human Neuroscience","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/human-neuroscience","1133","0.908","Q1 (Neuropsychology and Physiological Psychology)","180","No","1662-5161",""
"Frontiers in Integrative Neuroscience","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/integrative-neuroscience","4083","1.079","Q1 (Sensory Systems)","86","No","1662-5145",""
"Frontiers in Molecular Neuroscience","Molecular and Cellular Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/molecular-neuroscience","2940","1.412","Q2 (Cellular and Molecular Neuroscience; Molecular Biology)","119","No","1662-5099",""
"Frontiers in Neuroimaging","Methods","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/neuroimaging","2451","0.638","Q2 (Radiology, Nuclear Medicine and Imaging)","11","No","2813-1193",""
"Frontiers in Neuroinformatics","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/neuroinformatics","3024","0.783","Q2 (Biomedical Engineering; Computer Science Applications; Neuroscience)","88","No","1662-5196",""
"Frontiers in Neurology","Clinical Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/neurology","3258","0.995","Q2 (Neurology)","132","No","1664-2295",""
"Frontiers in Neuroscience","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/neuroscience","2678","1.068","Q2 (Neuroscience)","186","No","1662-453X","1662-4548"
"Frontiers in Psychology","Cognitive Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/psychology","3164","0.941","Q1 (Psychology)","241","No","1664-1078",""
"Frontiers in Synaptic Neuroscience","Molecular and Cellular Neuroscience","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/synaptic-neuroscience","2407","2.052","Q1 (Cell Biology; Cellular and Molecular Neuroscience)","57","No","1663-3563",""
"Frontiers in Systems Neuroscience","Generalist","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/systems-neuroscience","3048","1.287","Q1 (Cognitive Neuroscience; Developmental Neuroscience; Neuroscience)","109","No","1662-5137",""
"Genes, Brain and Behavior","Neurogenetics","John Wiley & Sons","For-profit associated with a society","Hybrid","International Behavioural and Neural Genetics Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1601183X","3267","1.054","Q1 (Behavioral Neuroscience)","107","No","1601-183X","1601-1848"
