"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Future Virology","Virology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ifvl20","2121","0.29","Q3 (Virology)","51","No","1746-0808","1746-0794"
"Genes and Immunity","Immunogenetics, Molecular and Cellular Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/gene/","636","1.344","Q1 (Genetics)","117","No","1476-5470","1466-4879"
"Gut Microbes","Immunopathology","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/journals/kgmi20","3760","4.109","Q1 (Gastroenterology; Infectious Diseases; Microbiology)","147","No","1949-0984","1949-0976"
"Gut Microbes Reports","Immunopathology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/kgmr20","1615","","","","No","2993-3935",""
"Gut Pathogens","Immunopathology","Springer Nature (BioMed Central)","For-profit associated with a society","OA","The International Society for Genomic and Evolutionary Microbiology","Society/Association","UK","https://gutpathogens.biomedcentral.com/","2945","1.169","Q1 (Gastroenterology; Infectious Diseases; Parasitology; Virology)","65","No","1757-4749",""
"HIV Medicine","Virology","John Wiley & Sons","For-profit associated with a society","Hybrid","British HIV Association","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14681293","2277","1.06","Q1 (Health Policy; Infectious Diseases; Pharmacology)","90","No","1468-1293","1464-2662"
"HLA","Immunogenetics, Molecular and Cellular Immunology","John Wiley & Sons","For-profit associated with a society","Hybrid","European Federation for Immunogenetics","","USA","https://onlinelibrary.wiley.com/journal/20592310","3500","0.273","Q4 (Genetics; Immunology; Immunology and Allergy)","110","No","2059-2310","2059-2302"
"Helicobacter","Immunopathology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15235378","2284","1.079","Q1 (Gastroenterology; Infectious Diseases; Medicine)","99","No","1523-5378","1083-4389"
"Human Immunology","Generalist/Classical Immunology","Elsevier","For-profit associated with a society","Hybrid","American Society for Histocompatibility and Immunogenetics (ASHI)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/human-immunology","1964","0.624","Q2 (Medicine)","107","No","1879-1166","0198-8859"
"Human Vaccines & Immunotherapeutics","Vaccinology","Taylor & Francis Group","For-profit associated with a society","OA","International Society for Vaccines (ISV); Association for Cancer Immunotherapy (CIMT)","Society/Association","UK","https://www.tandfonline.com/journals/khvi20","3017","1.094","Q1 (Medicine; Pharmacology)","113","No","2164-554X","2164-5515"
"Immune Network","Generalist/Classical Immunology","Korean Association of Immunologists (KAI)","Non-profit","OA","","","Republic of Korea (South Korea)","https://immunenetwork.org/","","1.729","Q1 (Immunology; Immunology and Allergy; Infectious Diseases)","50","No","2092-6685","1598-2629"
"Immunity","Generalist/Classical Immunology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/immunity","5481","16.481","Q1 (Immunology; Immunology and Allergy; Infectious Diseases)","498","No","1097-4180","1074-7613"
"Immunity & Ageing","Generalist/Classical Immunology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://immunityageing.biomedcentral.com/","2144","2.298","Q1 (Aging; Immunology)","71","No","1742-4933",""
"Immunity Inflammation and Disease","Inflammation","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/20504527","2673","0.851","Q2 (Immunology; Immunology and Allergy)","43","No","2050-4527","2050-4527"
"Immunobiology","Generalist/Classical Immunology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/immunobiology","2113","0.83","Q2 (Hematology; Immunology; Immunology and Allergy)","114","No","1878-3279","0171-2985"
"Immunogenetics","Immunogenetics, Molecular and Cellular Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/251","2925","0.804","Q2 (Genetics)","104","No","1432-1211","0093-7711"
"Immunologic Research","Generalist/Classical Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12026","2675","0.747","Q3 (Immunology)","109","No","1559-0755","0257-277X"
"Immunological Investigations","Generalist/Classical Immunology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/iimm20","2594","0.653","Q2 (Medicine)","60","No","1532-4311","0882-0139"
"Immunological Reviews","Generalist/Classical Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1600065X","3278","3.945","Q1 (Immunology; Immunology and Allergy)","273","No","1600-065X","0105-2896"
"Immunology","Generalist/Classical Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652567","2264","1.581","Q1 (Immunology; Immunology and Allergy)","170","No","1365-2567","0019-2805"
"Immunology & Cell Biology","Generalist/Classical Immunology","John Wiley & Sons","For-profit associated with a society","Hybrid","Australasian Society for Immunology / Australasian Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14401711","3066","1.079","Q2 (Cell Biology; Immunology; Immunology and Allergy)","126","No","1440-1711","0818-9641"
"Immunology Letters","Generalist/Classical Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/immunology-letters","1615","1.038","Q2 (Immunology; Immunology and Allergy)","118","No","1879-0542","0165-2478"
"Immunopharmacology and Immunotoxicology","Immunotoxicology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/iipi20","","0.723","Q2 (Medicine; Pharmacology; Toxicology)","67","No","1532-2513","0892-3973"
"Immunotherapy","Immunopathology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/iimy20","2767","0.666","Q3 (Immunology; Immunology and Allergy; Oncology)","75","No","1750-7448","1750-743X"
"Infection","Immunopathology","Springer Nature","For-profit associated with a society","Hybrid","European Society of Clinical Microbiology and Infectious Diseases; Paul-Ehrlich-Gesellschaft für Chemotherapie; Deutsche Gesellschaft für Infektiologie; Deutsche Sepsis-Gesellschaft","Society/Association","Germany / UK","https://link.springer.com/journal/15010","4446","1.087","Q1 (Infectious Diseases; Medicine; Microbiology)","98","No","1439-0973","0300-8126"
"Infection Genetics & Evolution","Immunogenetics, Molecular and Cellular Immunology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/infection-genetics-and-evolution","1750","0.782","Q1 (Ecology, Evolution, Behavior and Systematics)","124","No","1567-7257","1567-1348"
"Infection and Immunity","Immunopathology","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/iai","4161","1.171","Q1 (Infectious Diseases; Parasitology)","257","No","1098-5522","0019-9567"
"Infectious Disease Modelling","Immunopathology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/infectious-disease-modelling","977","0.696","Q2 (Applied Mathematics; Health Policy; Infectious Diseases)","43","No","2468-0427","2468-0427"
"Infectious Diseases","Immunopathology","American Medical Association (AMA)","Non-profit","Hybrid","","","USA","https://jamanetwork.com/collections/5702/infectious-diseases","3841","0.733","Q2 (Immunology and Microbiology; Infectious Diseases; Medicine; Microbiology)","87","No","2374-4243","2374-4235"
"Infectious Diseases Now","Immunopathology","Elsevier","For-profit associated with a society","Hybrid","Société de Pathologie Infectieuse de Langue Française (SPILF)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/infectious-diseases-now","886","0.782","Q2 (Infectious Diseases)","56","No","2666-9919","2666-9919"
"Infectious Medicine","Immunopathology","Elsevier","University Press","OA","Tsinghua University Press","","Netherlands","https://www.sciencedirect.com/journal/infectious-medicine","1773","1.056","Q1 (Immunology and Microbiology; Infectious Diseases)","16","No","2772-431X","2097-0684"
"Infectious Microbes and Diseases","Immunopathology","Wolters Kluwer","For-profit","OA","Zhejiang University and the First Affiliated Hospital, school of Medicine, Zhejiang University","","Netherlands","https://journals.lww.com/imd/Pages/default.aspx","","0.383","Q3 (Epidemiology; Infectious Diseases; Microbiology)","16","No","2641-5917","2096-7241"
"Inflammation","Inflammation","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/10753","2731","1.515","Q1 (Immunology; Immunology and Allergy)","92","No","1573-2576","0360-3997"
"Inflammation Research","Inflammation","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11","2268","1.552","Q1 (Immunology; Pharmacology)","117","No","1420-908X","1023-3830"
"Inflammatory Bowel Diseases","Inflammation","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/ibdjournal?login=false","3300","1.932","Q1 (Gastroenterology; Immunology and Allergy)","192","No","1536-4844","1078-0998"
"Inflammopharmacology","Inflammation","Springer Nature","For-profit associated with a society","Hybrid","Gastrointestinal Section of the International Union of Pharmacology; Hungarian Experimental and Clinical Pharmacology Society","Society/Association","Germany / UK","https://link.springer.com/journal/10787","3894","1.373","Q1 (Immunology; Pharmacology)","81","No","1568-5608","0925-4692"
"Influenza and Other Respiratory Viruses","Virology","John Wiley & Sons","For-profit associated with a society","OA","International Society for Respiratory Viruses (ISRV)","Society/Association","UK","https://onlinelibrary.wiley.com/journal/17502659","3598","1.632","Q1 (Epidemiology; Infectious Diseases; Public Health, Environmental and Occupational Health; Pulmonary and Respiratory Medicine)","86","No","1750-2659","1750-2640"
"Innate Immunity","Generalist/Classical Immunology","Sage Publishing","For-profit associated with a society","Hybrid","International Endotoxin & Innate Immunity Society (IEIIS)","Society/Association","USA","https://journals.sagepub.com/home/ini","1506","0.926","Q2 (Immunology; Infectious Diseases; Microbiology; Molecular Biology)","84","No","1753-4267","1753-4259"
"International Forum of Allergy and Rhinology","Allergy and Hypersensitivity","John Wiley & Sons","For-profit associated with a society","Hybrid","American Rhinologic Society (ARS); American Academy of Otolaryngic Allergy (AAOA)","Society/Association","USA","https://onlinelibrary.wiley.com/journal/20426984","2718","1.428","Q1 (Immunology and Allergy; Otorhinolaryngology)","80","No","2042-6984","2042-6976"
"International Immunology","Generalist/Classical Immunology","Oxford University Press (OUP)","For-profit","Hybrid","","","UK","https://academic.oup.com/intimm","2938","1.354","Q1 (Immunology and Allergy; Medicine)","156","No","1460-2377","0953-8178"
"International Immunopharmacology","Immunopathology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/international-immunopharmacology","3557","1.354","Q1 (Immunology and Allergy; Pharmacology)","165","No","1878-1705","1567-5769"
"International Journal for Parasitology","Parasitology","Elsevier","For-profit associated with a society","Hybrid","Australian Society for Parasitology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-for-parasitology","1984","0.764","Q1 (Parasitology)","167","No","1879-0135","0020-7519"
"International Journal for Parasitology: Parasites and Wildlife","Parasitology","Elsevier","For-profit associated with a society","OA","Australian Society for Parasitology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-for-parasitology-parasites-and-wildlife","1506","0.648","Q1 (Animal Science and Zoology)","49","No","2213-2244","2213-2244"
"International Journal of Antimicrobial Agents","Immunopathology","Elsevier","For-profit associated with a society","Hybrid","International Society of Antimicrobial Chemotherapy","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-antimicrobial-agents","3617","1.301","Q1 (Infectious Diseases; Medicine; Microbiology; Pharmacology)","167","No","1872-7913","0924-8579"
"International Journal of Epidemiology","Epidemiology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/ije?login=false","2975","2.365","Q1 (Epidemiology; Medicine)","266","No","1464-3685","0300-5771"
"International Journal of Immunogenetics","Immunogenetics, Molecular and Cellular Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1744313x","2103","0.486","Q3 (Genetics; Immunology; Medicine; Molecular Biology)","51","No","1744-313X","1744-3121"
"International Journal of Immunopathology and Pharmacology","Immunopathology","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/ijia","1400","0.718","Q2 (Pharmacology)","72","No","2058-7384","0394-6320"
"International Journal of Infectious Diseases","Immunopathology","Elsevier","For-profit associated with a society","OA","International Society for Infectious Diseases","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-infectious-diseases","1951","1.344","Q1 (Infectious Diseases; Medicine; Microbiology)","146","No","1878-3511","1201-9712"
"International Journal of STD and AIDS","Virology","Sage Publishing","For-profit associated with a society","Hybrid","British Association for Sexual Health & HIV, International Union against Sexually Transmitted Infections","Society/Association","USA","https://journals.sagepub.com/home/stda","2172","0.483","Q2 (Dermatology)","82","No","1758-1052","0956-4624"
"International Reviews of Immunology","Generalist/Classical Immunology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/iiri20","","1.652","Q1 (Immunology; Immunology and Allergy)","84","No","1563-5244","0883-0185"
"Intervirology","Virology","Karger Publishers","For-profit","OA","","","Switzerland","https://karger.com/int","465","0.538","Q3 (Infectious Diseases; Virology)","70","No","1423-0100","0300-5526"
"Journal for ImmunoTherapy of Cancer","Immunooncology","BMJ Group","Non-profit","OA","Society for Immunotherapy of Cancer (SITC)","Society/Association","UK","https://jitc.bmj.com","3181","4.114","Q1 (Cancer Research; Immunology; Immunology and Allergy; Molecular Medicine; Oncology; Pharmacology)","155","No","2051-1426",""
"Journal of Acquired Immune Deficiency Syndromes","Immunopathology","Wolters Kluwer","For-profit","","","","Netherlands","https://journals.lww.com/jaids/pages/default.aspx","","1.066","Q1 (Infectious Diseases; Pharmacology)","180","No","1944-7884","1525-4135"
"Journal of Allergy and Clinical Immunology","Clinical Immunology","Elsevier","For-profit associated with a society","Hybrid","American Academy of Allergy, Asthma and Immunology","","Netherlands","https://www.jacionline.org","1535","3.806","Q1 (Immunology; Immunology and Allergy)","364","No","1097-6825","0091-6749"
"Journal of Analytical Toxicology","Immunotoxicology","Oxford University Press (OUP)","University Press associated with a society","","International Association of Forensic Toxicologists; Society of Forensic Toxicologists","Society/Association","UK","https://academic.oup.com/jat/?login=false","","0.746","Q2 (Analytical Chemistry; Chemical Health and Safety; Environmental Chemistry; Health, Toxicology and Mutagenesis; Toxicology)","92","No","1945-2403","0146-4760"
"Journal of Applied Toxicology","Immunotoxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://analyticalsciencejournals.onlinelibrary.wiley.com/journal/10991263","3207","0.753","Q2 (Toxicology)","111","No","1099-1263","0260-437X"
"Journal of Asthma and Allergy","Allergy and Hypersensitivity","Taylor & Francis Group (Dovepress)","For-profit","OA","","","UK","https://www.dovepress.com/journal-of-asthma-and-allergy-journal","2999","0.983","Q1 (Pulmonary and Respiratory Medicine)","51","No","1178-6965",""
"Journal of Autoimmunity","Autoimmunity","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/journal-of-autoimmunity","4220","2.3","Q1 (Immunology; Immunology and Allergy)","155","No","1095-9157","0896-8411"
"Journal of Biochemical and Molecular Toxicology","Immunotoxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10990461","3133","0.801","Q2 (Biochemistry; Health, Toxicology and Mutagenesis; Medicine; Molecular Medicine; Toxicology)","78","No","1099-0461","1095-6670"
"Journal of Clinical Immunology","Clinical Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10875","3745","1.802","Q1 (Immunology; Immunology and Allergy)","123","No","1573-2592","0271-9142"
"Journal of Clinical Virology","Virology","Elsevier","For-profit associated with a society","Hybrid","Pan American Society for Clinical Virology; European Society for Clinical Virology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-clinical-virology","2322","1.023","Q1 (Infectious Diseases)","133","No","1873-5967","1386-6532"
"Journal of Crohn's and Colitis","Clinical Immunology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/ecco-jcc?login=false","2877","3.225","Q1 (Gastroenterology; Medicine)","134","No","1876-4479","1873-9946"
"Journal of Epidemiology","Epidemiology","Immunology","Non-profit","OA","Japan Epidemiological Association","Society/Association","Japan","https://www.jstage.jst.go.jp/browse/jea/","875","1.121","Q1 (Epidemiology; Medicine)","99","No","1349-9092","0917-5040"
"Journal of Epidemiology and Community Health","Epidemiology","BMJ Group","Non-profit","Hybrid","","","UK","https://jech.bmj.com/","3659","1.441","Q1 (Epidemiology; Public Health, Environmental and Occupational Health)","207","No","1470-2738","0143-005X"
"Journal of Epidemiology and Global Health","Epidemiology","Springer Nature","For-profit","OA","","","Switzerland","https://link.springer.com/journal/44197","2193","1.09","Q1 (Epidemiology)","44","No","2210-6014","2210-6006"
"Journal of Epidemiology and Population Health","Epidemiology","Elsevier","For-profit","","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-epidemiology-and-population-health","","0.651","Q2 (Epidemiology; Public Health, Environmental and Occupational Health)","42","No","2950-4333",""
"Journal of General Virology","Virology","Microbiology Society","Non-profit","Hybrid","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/jgv","2858","1.169","Q1 (Virology)","200","No","1465-2099","0022-1317"
"Journal of Global Antimicrobial Resistance","Immunopathology","Elsevier","For-profit associated with a society","OA","International Society of Antimicrobial Chemotherapy (ISAC); the Global Chinese Association of Clinical Microbiology and Infectious Diseases (GCACMID); Asia-Pacific Society of Clinical Microbiology and Infection (APSCMI)","Society/Association","UK","https://www.sciencedirect.com/journal/journal-of-global-antimicrobial-resistance","1760","1.002","Q2 (Immunology; Immunology and Allergy; Microbiology)","60","No","2213-7173","2213-7165"
"Journal of Immunoassay & Immunochemistry","Immunogenetics, Molecular and Cellular Immunology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/ljii20","","0.268","Q2 (Medical Laboratory Technology)","34","No","1532-1819",""
"Journal of Immunological Methods","Generalist/Classical Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/journal-of-immunological-methods","2641","0.506","Q3 (Immunology; Immunology and Allergy)","155","No","1872-7905","0022-1759"
"Journal of Immunology Research","Generalist/Classical Immunology","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/1607","2742","1.076","Q1 (Medicine)","133","No","2314-7156","2314-8861"
"Journal of Infection","Immunopathology","Elsevier","For-profit associated with a society","Hybrid","British Infection Association","Society/Association","UK","https://www.sciencedirect.com/journal/journal-of-infection","4379","2.18","Q1 (Infectious Diseases; Microbiology)","152","No","1532-2742","0163-4453"
"Journal of Infection Prevention","Immunopathology","Sage Publishing","For-profit associated with a society","","Infection Prevention Society","Society/Association","USA","https://journals.sagepub.com/home/bjib","","0.342","Q2 (Advanced and Specialized Nursing)","28","No","1757-1782","1757-1774"
"Journal of Infection and Chemotherapy","Immunooncology","Elsevier","For-profit associated with a society","Hybrid","The Japanese Society of Chemotherapy; The Japanese Association for Infectious Diseases; The Japanese Society for Infection Prevention and Control","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-infection-and-chemotherapy","2270","0.503","Q3 (Infectious Diseases; Microbiology; Pharmacology)","79","No","1437-7780","1341-321X"
"Journal of Inflammation","Inflammation","Springer Nature (BioMed Central)","For-profit associated with a society","OA","British Inflammation Research Association","Society/Association","UK","https://journal-inflammation.biomedcentral.com/","3110","1.323","Q1 (Clinical Biochemistry)","75","No","1476-9255",""
"Journal of Inflammation Research","Inflammation","Taylor & Francis Group (Dovepress)","For-profit","OA","","","UK","https://www.dovepress.com/journal-of-inflammation-research-journal","2998","1.168","Q2 (Immunology; Immunology and Allergy)","67","No","1178-7031",""
"Journal of Innate Immunity","Generalist/Classical Immunology","Karger Publishers","For-profit","OA","","","Switzerland","https://karger.com/jin","3998","1.408","Q1 (Immunology and Allergy)","91","No","1662-8128","1662-811X"
"Journal of Interferon and Cytokine Research","Immunogenetics, Molecular and Cellular Immunology","Sage Publishing (Mary Ann Liebert)","For-profit associated with a society","Hybrid","International Cytokine and Interferon Society","Society/Association","USA","https://journals.sagepub.com/home/ifc","3060","0.613","Q2 (Medicine)","111","No","1557-7465","1079-9907"
"Journal of Investigational Allergology and Clinical Immunology","Allergy and Hypersensitivity","Spanish Society of Allergology and Clinical Immunology","Non-profit","OA","Spanish Society of Allergology and Clinical Immunology","Society/Association","Spain","https://www.jiaci.org/","1098","0.827","Q2 (Immunology; Immunology and Allergy)","78","No","1698-0808","1018-9068"
"Journal of Liver Transplantation","Transplant Immunology","Elsevier","For-profit","OA","","","France","https://www.sciencedirect.com/journal/journal-of-liver-transplantation","1800","0.296","Q3 (Gastroenterology; Internal Medicine; Transplantation)","7","No","2666-9676",""
"Journal of Medical Virology","Virology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10969071","4026","1.143","Q1 (Infectious Diseases; Virology)","164","No","1096-9071","0146-6615"
"Journal of Microbiology Immunology & Infection","Immunopathology","Elsevier","For-profit associated with a society","OA","the Taiwan Society of Microbiology; the Chinese Society of Immunology; the Infectious Diseases Society of Taiwan; the Taiwan Society of Parasitology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-microbiology-immunology-and-infection","1180","1.066","Q1 (Immunology and Microbiology; Infectious Diseases; Medicine)","85","No","1995-9133","1684-1182"
"Journal of Microbiology and Biotechnology","Immunopathology","Korean Society for Microbiology and Biotechnology (KSBMB)","Non-profit","Hybrid","Korean Society for Microbiology and Biotechnology (KMB)","Society/Association","Republic of Korea (South Korea)","https://www.jmb.or.kr/main.html","622","0.74","Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine)","95","No","1738-8872","1017-7825"
"Journal of Multiple Sclerosis Research and Neuroimmunology","Neuroimmunology","Korean Society of Neuroimmunology","Non-profit","","Korean Society of Neuroimmunology","Society/Association","Republic of Korea (South Korea)","https://jmsni.org/","","","","","No","2951-2972","2733-8290"
"Journal of Neuroimmune Pharmacology","Neuroimmunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11481","3138","1.458","Q1 (Immunology; Immunology and Allergy; Neuroscience; Pharmacology)","99","No","1557-1904","1557-1890"
"Journal of Neurovirology","Neuroimmunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/13365","2420","0.6","Q3 (Neurology; Virology)","101","No","1538-2443","1355-0284"
"Journal of Ophthalmic Inflammation and Infection","Inflammation","Springer Nature","For-profit associated with a society","OA","International Ocular Inflammation Society (IOIS)","Society/Association","UK","https://joii-journal.springeropen.com/","2494","0.691","Q2 (Infectious Diseases; Ophthalmology)","43","No","1869-5760",""
"Journal of Pathology","Immunopathology","John Wiley & Sons","For-profit associated with a society","Hybrid","The Pathological Society of Great Britain and Ireland","Society/Association","USA","https://pathsocjournals.onlinelibrary.wiley.com/journal/10969896","5299","2.127","Q1 (Pathology and Forensic Medicine)","220","No","1096-9896","0022-3417"
"Journal of Pathology Informatics","Immunopathology","Elsevier","For-profit associated with a society","OA","Association for Pathology Informatics (API)","Society/Association","USA","https://www.sciencedirect.com/journal/journal-of-pathology-informatics","1147","1.155","Q1 (Computer Science Applications; Health Informatics; Pathology and Forensic Medicine)","37","No","2153-3539","2153-3539"
"Journal of Pathology and Translational Medicine","Immunopathology","The Korean Society of Pathologists and The Korean Society for Cytopathology","Non-profit","OA","","","Republic of Korea (South Korea)","https://www.jpatholtm.org/","","0.949","Q1 (Pathology and Forensic Medicine)","42","No","2383-7845","2383-7837"
"Journal of Pathology, Microbiology and Immunology - the APMIS journal","Immunogenetics, Molecular and Cellular Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/16000463","2810","0.726","Q2 (Medicine; Microbiology; Pathology and Forensic Medicine)","107","No","1600-0463","0903-4641"
"Journal of Reproductive Immunology","Reproductive Immunology","Elsevier","For-profit associated with a society","Hybrid","Asian Association for Reproductive Immunology; European Society of Reproductive Immunology; International Society for Immunology of Reproduction; Japanese Society for Immunology of Reproduction","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-reproductive-immunology","2455","0.956","Q1 (Obstetrics and Gynecology; Reproductive Medicine)","109","No","1872-7603","0165-0378"
"Journal of Toxicologic Pathology","Immunotoxicology","J-STAGE","Non-profit","","Japanese Society of Toxicologic Pathology","Society/Association","Japan","https://www.jstage.jst.go.jp/browse/tox/","","0.306","Q3 (Pathology and Forensic Medicine)","40","No","","0914-9198"
"Journal of Translational Autoimmunity","Autoimmunity","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-translational-autoimmunity","2461","1.172","Q2 (Immunology; Immunology and Allergy)","32","No","2589-9090",""
"Journal of Viral Hepatitis","Virology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652893","2818","0.871","Q2 (Hepatology; Infectious Diseases; Virology)","113","No","1365-2893","1352-0504"
"Journal of Virological Methods","Virology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-virological-methods","2823","0.459","Q3 (Virology)","123","No","1879-0984","0166-0934"
"Journal of Virology","Virology","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/jvi","1468","1.301","Q1 (Insect Science; Microbiology; Virology)","338","No","1098-5514","0022-538X"
"Journal of Virus Eradication","Virology","Elsevier","For-profit","OA","","","UK","https://www.sciencedirect.com/journal/journal-of-virus-eradication","1826","0.621","Q2 (Epidemiology; Infectious Diseases; Public Health, Environmental and Occupational Health; Virology)","22","No","2055-6659","2055-6640"
"Journal of Wildlife Diseases","Veterinary Immunology","Wildlife Disease Association (WDA)","Non-profit","Hybrid","Wildlife Disease Association (WDA)","Society/Association","USA","https://wildlifedisease.site-ym.com/page/JWD","1403","0.426","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics)","86","No","1943-3700","0090-3558"
"Journal of the International AIDS Society","Virology","John Wiley & Sons","For-profit associated with a society","OA","International AIDS Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/17582652","2297","1.923","Q1 (Infectious Diseases; Public Health, Environmental and Occupational Health)","97","No","1758-2652","1758-2652"
"Journal of the Pediatric Infectious Diseases Society","Immunopathology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Pediatric Infectious Diseases Society","Society/Association","UK","https://academic.oup.com/jpids","3086","0.981","Q1 (Infectious Diseases; Medicine; Pediatrics, Perinatology and Child Health)","59","No","2048-7207","2048-7193"
"Leprosy Review","Immunopathology","Lepra","Non-profit","OA","British Leprosy Relief Association; Associazione Italiana Amici di Raoul Follereau (AIFO); The Leprosy Mission International; Hope Rises International; Leprosy Relief Canada; German Leprosy and Tuberculosis Relief Association; Damien Foundation Belgium; FAIRMED; Fontilles; Fondation Raoul Follereau; Sasakawa Foundation; NLR International (Netherlands Leprosy Relief)","Society/Association","UK","https://leprosyreview.org/","","0.295","Q3 (Dermatology; Infectious Diseases; Medicine)","53","No","2162-8807","0305-7518"
"Liver Transplantation","Transplant Immunology","Wolters Kluwer (Lippincott)","For-profit associated with a society","Hybrid","American Association for the Study of Liver Diseases (AASLD)","Society/Association","Netherlands / USA","https://journals.lww.com/lt/Pages/default.aspx","1121","1.231","Q1 (Hepatology; Surgery; Transplantation)","177","No","1527-6473","1527-6465"
"Lupus","Autoimmunity","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/lup","595","0.657","Q2 (Rheumatology)","126","No","1477-0962","0961-2033"
"Lupus Science and Medicine","Autoimmunity","BMJ Group","Non-profit","OA","Lupus Foundation of America (LFA)","Non-profit","UK","https://lupus.bmj.com/","1557","1.442","Q1 (Immunology; Medicine; Rheumatology)","49","No","2053-8790",""
