Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Cultural Studies of Science Education,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Culture and Brain,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
"Culture, Medicine, and Psychiatry",Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Current Addiction Reports,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Current Allergy and Asthma Reports,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Current Anesthesiology Reports,Springer Nature,Hybrid,2990,2570,2590,2590,2590,2590
Current Atherosclerosis Reports,Springer Nature,Hybrid,2990,3060,3580,3490,3790,3790
Current Behavioral Neuroscience Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Bladder Dysfunction Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Breast Cancer Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Cardiology Reports,Springer Nature,Hybrid,2480,3060,3060,3060,3290,3290
Current Cardiovascular Imaging Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Current Cardiovascular Risk Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Climate Change Reports,Springer Nature,Hybrid,2480,2570,3060,3060,3290,3290
Current Clinical Microbiology Reports,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Current Colorectal Cancer Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Dermatology Reports,Springer Nature,Hybrid,2480,2570,3060,3060,3060,3060
Current Developmental Disorders Reports,Springer Nature,Hybrid,2480,2570,3060,3060,3290,3290
Current Diabetes Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Current Emergency and Hospital Medicine Reports,Springer Nature,Hybrid,2990,2570,2590,2590,2690,2690
Current Environmental Health Reports,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Current Epidemiology Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Food Science and Technology Reports,Springer Nature,Hybrid,,,,2570,,2570
Current Forestry Reports,Springer Nature,Hybrid,2480,2570,3060,3190,3490,3490
Current Fungal Infection Reports,Springer Nature,Hybrid,2480,2570,2590,2490,2690,2690
Current Gastroenterology Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Current Genetic Medicine Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Genetics,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Current Geriatrics Reports,Springer Nature,Hybrid,2480,3060,3060,3190,3190,3190
Current HIV/AIDS Reports,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Current Heart Failure Reports,Springer Nature,Hybrid,2480,2570,3060,3060,3060,3060
Current Hematologic Malignancy Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Current Hepatology Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Hypertension Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Current Infectious Disease Reports,Springer Nature,Hybrid,2480,3060,3060,3060,2990,2990
Current Landscape Ecology Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Current Medical Science,Springer Nature,Hybrid,,2570,2590,2690,2690,2690
Current Medicine,Springer Nature,OA,,,,1290,1290,1290
Current Microbiology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Microscopy Reports,Springer Nature,Hybrid,,,,2570,,2570
Current Molecular Biology Reports,Springer Nature,Hybrid,2480,2570,3060,2990,2990,2990
Current Neurology and Neuroscience Reports,Springer Nature,Hybrid,2990,3060,3580,3580,3890,3890
Current Nutrition Reports,Springer Nature,Hybrid,2480,2570,3060,3060,3390,3390
Current Obesity Reports,Springer Nature,Hybrid,2480,3060,3580,3690,3990,3990
Current Obstetrics and Gynecology Reports,Springer Nature,Hybrid,2480,2570,3060,2990,3090,3090
Current Oncology Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Current Ophthalmology Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Oral Health Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Osteoporosis Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Current Otorhinolaryngology Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Pain and Headache Reports,Springer Nature,Hybrid,2990,3060,3060,3060,3390,3390
Current Pathobiology Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Pediatrics Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Current Pharmacology Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Current Physical Medicine and Rehabilitation Reports,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Current Pollution Reports,Springer Nature,Hybrid,2480,2570,3060,3190,3490,3490
Current Psychiatry Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Current Psychology,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Current Pulmonology Reports,Springer Nature,Hybrid,2990,2570,2590,2590,2690,2690
Current Radiology Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Reviews in Musculoskeletal Medicine,Springer Nature,Hybrid,2480,2570,3060,3060,3290,3290
Current Rheumatology Reports,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Current Robotics Reports,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Current Sexual Health Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Sleep Medicine Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Current Stem Cell Reports,Springer Nature,Hybrid,2480,2170,2590,2690,2690,2690
Current Surgery Reports,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Current Sustainable/Renewable Energy Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Tissue Microenvironment Reports,Springer Nature,Hybrid,,1790,2190,2090,2190,2190
Current Transplantation Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Trauma Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Treatment Options in Allergy,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Current Treatment Options in Cardiovascular Medicine,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Treatment Options in Gastroenterology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Treatment Options in Infectious Diseases,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Current Treatment Options in Neurology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Current Treatment Options in Oncology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Current Treatment Options in Pediatrics,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Current Treatment Options in Psychiatry,Springer Nature,Hybrid,2480,2570,3060,2990,3190,3190
Current Treatment Options in Rheumatology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Tropical Medicine Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Current Urology Reports,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Curriculum Perspectives,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Customer Needs and Solutions,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Cybersecurity,Springer Nature,OA,1000,,,,,1000
Cytotechnology,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Czechoslovak Mathematical Journal,Springer Nature,Hybrid,,,2190,2090,2090,2090
DARU Journal of Pharmaceutical Sciences,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
DECISION,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
DGNeurologie,Springer Nature,Hybrid,,2240,2380,,,2380
Dao,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Das �sterreichische Gesundheitswesen �KZ,Springer Nature,Hybrid,,,2380,2380,2490,2490
Data Mining and Knowledge Discovery,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Data Science and Engineering,Springer Nature,OA,,,,,1060,1060
Data-Enabled Discovery and Applications,Springer Nature,Hybrid,1790,1790,2590,,,2590
Datenbank-Spektrum,Springer Nature,Hybrid,2240,2240,2380,2380,2380,2380
Datenschutz und Datensicherheit - DuD,Springer Nature,Hybrid,,2240,2380,2380,2490,2490
De Economist,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Decisions in Economics and Finance,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Demography,Springer Nature,Hybrid,2040,2170,,,,2170
Der Anaesthesist,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Chirurg,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Diabetologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Gastroenterologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Gyn�kologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Hautarzt,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Internist,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Kardiologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der MKG-Chirurg,Springer Nature,Hybrid,,2240,2380,2490,2590,2590
Der Nephrologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Nervenarzt,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Onkologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Ophthalmologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Orthop�de,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Pathologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Pneumologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Radiologe,Springer Nature,Hybrid,2040,2240,2380,2490,2590,2590
Der Schmerz,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Unfallchirurg,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Der Urologe,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Dermatology and Therapy,Springer Nature,OA,,,5250,5250,5500,5500
Design Automation for Embedded Systems,Springer Nature,Hybrid,2040,2570,2590,2590,2490,2490
"Designs, Codes and Cryptography",Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Deutsche Vierteljahrsschrift f�r Literaturwissenschaft und Geistesgeschichte,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Deutsche Zeitschrift f�r Akupunktur,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Development Genes and Evolution,Springer Nature,Hybrid,2480,2570,2590,2490,2690,2690
Diabetes Therapy,Springer Nature,OA,,,5250,5250,5500,5500
Diabetologia,Springer Nature,Hybrid,3490,3580,3580,3690,3890,3890
Diabetology & Metabolic Syndrome,Springer Nature,OA,1810,1990,2090,2190,2290,2290
Diagnostic Pathology,Springer Nature,OA,2040,2170,2190,2290,2490,2490
Diagnostic and Prognostic Research,Springer Nature,OA,1690,1790,1890,1890,1990,1990
Dialectical Anthropology,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Differential Equations and Dynamical Systems,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Digestive Diseases and Sciences,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Digital Experiences in Mathematics Education,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Digital Finance,Springer Nature,Hybrid,,1790,2190,2290,2390,2390
Digital Society,Springer Nature,Hybrid,,,,2190,2290,2290
Digital War,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Disaster and Military Medicine,Springer Nature,OA,1790,,,,,1790
Discover Agriculture,Springer Nature,OA,,,,,1480,1480
Discover Analytics,Springer Nature,OA,,,,,990,990
Discover Artificial Intelligence,Springer Nature,OA,,,990,990,1040,1040
Discover Chemical Engineering,Springer Nature,OA,,990,990,990,1040,1040
Discover Data,Springer Nature,OA,,,,,990,990
Discover Education,Springer Nature,OA,,,,990,990,990
Discover Energy,Springer Nature,OA,,,990,990,1040,1040
Discover Environment,Springer Nature,OA,,,,,1480,1480
Discover Epidemics,Springer Nature,OA,,,,990,1040,1040
Discover Food,Springer Nature,OA,,,,990,1040,1040
Discover Global Society,Springer Nature,OA,,,,,1480,1480
Discover Health Systems,Springer Nature,OA,,,,,990,990
Discover Internet of Things,Springer Nature,OA,,990,990,990,1040,1040
Discover Materials,Springer Nature,OA,,990,990,990,1040,1040
Discover Mechanical Engineering,Springer Nature,OA,,,,990,990,990
Discover Mental Health,Springer Nature,OA,,,,990,1040,1040
Discover Oncology,Springer Nature,OA,,,990,1090,1140,1140
Discover Psychology,Springer Nature,OA,,,,990,1040,1040
Discover Social Science and Health,Springer Nature,OA,,,990,990,1040,1040
Discover Sustainability,Springer Nature,OA,,990,,990,940,940
Discover Water,Springer Nature,OA,,990,990,990,1040,1040
Discrete & Computational Geometry,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Discrete Event Dynamic Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Distributed Computing,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Distributed and Parallel Databases,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Documenta Ophthalmologica,Springer Nature,Hybrid,2990,2990,2990,2990,2990,2990
Drug Delivery and Translational Research,Springer Nature,Hybrid,2990,3060,3060,3060,3390,3390
Drug Safety,Springer Nature,Hybrid,2990,3060,3060,3290,3390,3390
Drug Safety - Case Reports,Springer Nature,OA,977,,,,,977
Drugs,Springer Nature,Hybrid,2990,3060,3580,3790,3990,3990
Drugs & Aging,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Drugs & Therapy Perspectives,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Drugs - Real World Outcomes,Springer Nature,OA,1964,2000,1990,2090,2190,2190
Drugs in R&D,Springer Nature,OA,2200,2400,2490,2490,2690,2690
Dynamic Games and Applications,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Dysphagia,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
EJNMMI Physics,Springer Nature,OA,1425,1425,1690,1790,1890,1890
EJNMMI Radiopharmacy and Chemistry,Springer Nature,OA,1230,1230,1390,1590,1690,1690
EJNMMI Research,Springer Nature,OA,2170,2290,2290,2290,2390,2390
EPJ Data Science,Springer Nature,OA,1100,1100,1390,1390,1390,1390
EPJ Quantum Technology,Springer Nature,OA,1290,1290,1490,1590,1690,1690
EPJ Techniques and Instrumentation,Springer Nature,OA,1000,1000,1290,1390,1490,1490
EPMA Journal,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
ERA Forum,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
EURASIP Journal on Advances in Signal Processing,Springer Nature,OA,1290,1290,1355,1355,1355,1355
"EURASIP Journal on Audio, Speech, and Music Processing",Springer Nature,OA,1290,1290,1330,1330,1330,1330
EURASIP Journal on Image and Video Processing,Springer Nature,OA,1290,1290,1355,1355,1355,1355
EURASIP Journal on Information Security,Springer Nature,OA,760,760,785,840,840,840
EURASIP Journal on Wireless Communications and Networking,Springer Nature,OA,1290,1290,1355,1355,1355,1355
EURO Journal on Computational Optimization,Springer Nature,Hybrid,2040,2170,,,,2170
EURO Journal on Decision Processes,Springer Nature,Hybrid,2040,2170,,,,2170
EURO Journal on Transportation and Logistics,Springer Nature,Hybrid,2040,2170,,,,2170
Early Childhood Education Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Earth Science Informatics,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Earth Systems and Environment,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
"Earth, Moon, and Planets",Springer Nature,Hybrid,2480,2570,2590,2690,2490,2490
"Earth, Planets and Space",Springer Nature,OA,900,1200,1200,1200,1200,1200
Earthquake Engineering and Engineering Vibration,Springer Nature,Hybrid,,2570,2570,2690,2790,2790
East Asia,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
East Asian Community Review,Springer Nature,Hybrid,1790,1790,,,,1790
"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Springer Nature,Hybrid,2480,2570,3060,3190,,3190
"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Springer Nature,OA,,,,,3190,3190
Echo Research & Practice,Springer Nature,OA,,,,1790,1790,1790
EcoHealth,Springer Nature,Hybrid,2990,2570,2590,2690,2790,2790
Ecological Research,Springer Nature,Hybrid,2480,,,,,2480
Economia Politica,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Economic Botany,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Economic Change and Restructuring,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Economic Theory,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Economic Theory Bulletin,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Economics of Disasters and Climate Change,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Economics of Governance,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Ecosystems,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Ecotoxicology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Education and Information Technologies,Springer Nature,Hybrid,2040,2170,2190,2390,2590,2590
Education and Treatment of Children,Springer Nature,Hybrid,,2170,2190,2290,2090,2090
"Educational Assessment, Evaluation and Accountability",Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Educational Psychology Review,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Educational Research for Policy and Practice,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Educational Studies in Mathematics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Educational Technology Research and Development,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Electrical Engineering,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Electrocatalysis,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Electrochemical Energy Reviews,Springer Nature,Hybrid,1790,1790,2190,2390,2490,2490
Electronic Commerce Research,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Electronic Markets,Springer Nature,Hybrid,2040,2170,2190,2390,2590,2590
Electronic Materials Letters,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Emergency Cancer Care,Springer Nature,OA,,,,1290,1290,1290
Emergency Radiology,Springer Nature,Hybrid,2990,2570,2590,2690,2790,2790
Emergent Materials,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Emerging Themes in Epidemiology,Springer Nature,OA,1745,1790,1990,2090,2190,2190
Emission Control Science and Technology,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
Empirica,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Empirical Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Empirical Software Engineering,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Employee Responsibilities and Rights Journal,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Endocrine,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Endocrine Pathology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Energy Efficiency,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Energy Informatics,Springer Nature,OA,1100,1100,1060,1060,1090,1090
Energy Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
"Energy, Ecology and Environment",Springer Nature,Hybrid,1790,1790,2590,2690,2790,2790
"Energy, Sustainability and Society",Springer Nature,OA,1180,1180,1390,1490,1690,1690
Engineering with Computers,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
English Teaching & Learning,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Entrepreneurship Education,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Environment Systems and Decisions,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
"Environment, Development and Sustainability",Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Environmental Biology of Fishes,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Environmental Chemistry Letters,Springer Nature,Hybrid,2480,3060,3060,3190,3490,3490
Environmental Earth Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Environmental Economics and Policy Studies,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Environmental Evidence,Springer Nature,OA,1570,1690,1890,2090,1990,1990
Environmental Fluid Mechanics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Environmental Geochemistry and Health,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Environmental Health,Springer Nature,OA,1990,2040,2290,2490,2690,2690
Environmental Health and Preventive Medicine,Springer Nature,OA,1745,1745,1745,,,1745
Environmental Management,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Environmental Microbiome,Springer Nature,OA,,1485,1690,1690,1890,1890
Environmental Modeling & Assessment,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Environmental Monitoring and Assessment,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Environmental Processes,Springer Nature,Hybrid,2040,2040,2040,2190,2290,2290
Environmental Science and Pollution Research,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Environmental Sciences Europe,Springer Nature,OA,2040,2170,2290,2290,2390,2390
Environmental Sustainability,Springer Nature,Hybrid,1790,1790,2190,2190,2190,2190
Environmental Systems Research,Springer Nature,OA,1690,1790,1790,1890,2090,2090
Environmental and Ecological Statistics,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Environmental and Resource Economics,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Epigenetics & Chromatin,Springer Nature,OA,2170,2290,2190,2190,2390,2390
Epigenetics Communications,Springer Nature,OA,,1060,1060,1060,1090,1090
Erkenntnis,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Erwerbs-Obstbau,Springer Nature,Hybrid,2240,2240,2380,2380,2590,2590
Esophagus,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Estuaries and Coasts,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Ethical Theory and Moral Practice,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Ethics and Information Technology,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Ethik in der Medizin,Springer Nature,Hybrid,2240,2240,2380,2380,2490,2490
Euphytica,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Eurasian Business Review,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Eurasian Economic Review,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Euro-Mediterranean Journal for Environmental Integration,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
European Actuarial Journal,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
European Archives of Oto-Rhino-Laryngology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
European Archives of Paediatric Dentistry,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Archives of Psychiatry and Clinical Neuroscience,Springer Nature,Hybrid,2990,2990,2990,3190,3390,3390
European Biophysics Journal,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
European Business Organization Law Review,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
European Child & Adolescent Psychiatry,Springer Nature,Hybrid,2990,2990,2990,3090,3290,3290
European Food Research and Technology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Geriatric Medicine,Springer Nature,Hybrid,2990,2570,2190,2290,2390,2390
European Journal for Philosophy of Science,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
European Journal for Security Research,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
European Journal of Ageing,Springer Nature,Hybrid,2040,2170,2190,2290,,2290
European Journal of Ageing,Springer Nature,OA,,,,,2290,2290
European Journal of Applied Physiology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
European Journal of Clinical Microbiology & Infectious Diseases,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
European Journal of Clinical Nutrition,Springer Nature,Hybrid,2990,3060,3580,3580,3790,3790
European Journal of Clinical Pharmacology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
European Journal of Drug Metabolism and Pharmacokinetics,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
European Journal of Epidemiology,Springer Nature,Hybrid,3490,3580,3580,3690,3890,3890
European Journal of Forest Research,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Journal of Futures Research,Springer Nature,OA,,1000,1290,1290,1340,1340
European Journal of Human Genetics,Springer Nature,Hybrid,2990,2400,2790,2790,2990,2990
European Journal of Hybrid Imaging,Springer Nature,OA,1570,1570,1790,1790,1890,1890
European Journal of Law and Economics,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
European Journal of Mathematics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
European Journal of Medical Research,Springer Nature,OA,1790,1990,2190,2290,2490,2490
European Journal of Nuclear Medicine and Molecular Imaging,Springer Nature,Hybrid,3490,3580,3580,3690,3890,3890
European Journal of Nutrition,Springer Nature,Hybrid,2990,2990,2990,3090,3090,3090
European Journal of Orthopaedic Surgery & Traumatology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Journal of Pediatrics,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
European Journal of Plant Pathology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Journal of Plastic Surgery,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
European Journal of Population,Springer Nature,Hybrid,2040,2170,2190,2290,,2290
European Journal of Population,Springer Nature,OA,,,,,2290,2290
European Journal of Psychology of Education,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
European Journal of Trauma and Emergency Surgery,Springer Nature,Hybrid,2480,2480,2480,2690,2690,2690
European Journal of Wildlife Research,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
European Journal of Wood and Wood Products,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
European Journal on Criminal Policy and Research,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
European Political Science,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
European Radiology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
European Radiology Experimental,Springer Nature,OA,1308,1483,1745,2040,2040,2040
European Review of Aging and Physical Activity,Springer Nature,OA,1745,1745,1990,2190,2390,2390
European Spine Journal,Springer Nature,Hybrid,2990,3060,3060,3190,3090,3090
European Surgery,Springer Nature,Hybrid,2240,2240,3060,3060,3190,3190
European Transport Research Review,Springer Nature,OA,1200,1200,1290,1390,1460,1460
Europ�ische Sprachen im Kontrast | European Languages in Contrast,Springer Nature,Hybrid,,2240,,,,2240
Evidence-Based Endodontics,Springer Nature,OA,1390,1290,,,,1290
EvoDevo,Springer Nature,OA,2040,1870,1890,1890,2090,2090
Evolution: Education and Outreach,Springer Nature,OA,1425,1425,1690,1790,1890,1890
Evolutionary Biology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Evolutionary Ecology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Evolutionary Intelligence,Springer Nature,Hybrid,3490,2170,2190,2290,2390,2390
Evolutionary Psychological Science,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Evolutionary and Institutional Economics Review,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Evolving Systems,Springer Nature,Hybrid,2040,2170,2190,2390,2590,2590
