Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Death,https://www.sciencedirect.com/journal/cell-death,For-profit,Elsevier,,,Netherlands,,,,No,No,No,,,,No,,3051-1151,3051-1151
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Death and Differentiation,https://www.nature.com/cdd/,For-profit,Springer Nature,,,Germany / UK,Hybrid,4445,,Yes,No,Yes,5.182,Q1 (Cell Biology; Molecular Biology),283,No,1476-5403,1350-9047,1350-9047
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Death and Disease,https://www.nature.com/cddis/,For-profit,Springer Nature,Associazione Differenziamento e Morte Cellulare,,UK,OA,4580,,Yes,Yes,Yes,3.291,Q1 (Cancer Research; Cell Biology; Cellular and Molecular Neuroscience; Immunology; Medicine),202,No,2041-4889,,2041-4889
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Death Discovery,https://www.nature.com/cddiscovery/,For-profit,Springer Nature,CDD Press,,UK,OA,2789,,Yes,Yes,Yes,2.668,Q1 (Cancer Research; Cell Biology; Cellular and Molecular Neuroscience; Immunology),86,No,2058-7716,,2058-7716
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Discovery,https://www.nature.com/celldisc/,For-profit Society-Run,Springer Nature,"Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences (CAS)",University/Government,UK,OA,2815,,Yes,Yes,Yes,4.879,Q1 (Biochemistry; Cell Biology; Genetics; Molecular Biology),77,No,2056-5968,,2056-5968
Molecular & Cellular Biology,Microbiology and Infectious Diseases,Cell Host and Microbe,https://www.cell.com/cell-host-microbe,For-profit,Elsevier (Cell Press),,,USA,Hybrid,7803,,Yes,No,Yes,9.892,Q1 (Cancer Research; Immunology and Microbiology; Microbiology; Molecular Biology; Parasitology; Virology),270,No,1934-6069,1931-3128,1931-3128
Molecular & Cellular Biology,Biochemistry and Molecular Biology,Cell Metabolism,https://www.cell.com/cell-metabolism,For-profit,Elsevier (Cell Press),,,USA,Hybrid,4763,,Yes,No,No,15.978,Q1 (Cell Biology; Molecular Biology; Physiology),391,No,1932-7420,1550-4131,1550-4131
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Proliferation,https://onlinelibrary.wiley.com/journal/13652184,For-profit,John Wiley & Sons,,,USA,OA,3100,,Yes,Yes,No,1.985,Q1 (Cell Biology; Medicine),110,No,1365-2184,0960-7722,0960-7722
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Regeneration,https://cellregeneration.springeropen.com/,For-profit Society-Run,Springer Nature,Chinese Society for Cell Biology,Society/Association,Germany / UK,Hybrid,2260,,Yes,Yes,No,1.381,Q1 (Developmental Biology),31,No,2045-9769,,2045-9769
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Reports,https://www.cell.com/cell-reports,For-profit,Elsevier (Cell Press),,,USA,OA,4624,,Yes,Yes,Yes,3.812,"Q1 (Biochemistry, Genetics and Molecular Biology)",265,No,2211-1247,2211-1247,2211-1247
Molecular & Cellular Biology,Clinical and Medical Sciences,Cell Reports Medicine,https://www.cell.com/cell-reports-medicine,For-profit,Elsevier (Cell Press),,,USA,OA,4649,,Yes,Yes,Yes,4.932,"Q1 (Biochemistry, Genetics and Molecular Biology)",81,No,2666-3791,2666-3791,2666-3791
Molecular & Cellular Biology,Methodology and Experimental Techniques,Cell Reports Methods,https://www.cell.com/cell-reports-methods,For-profit,Elsevier (Cell Press),,,USA,OA,4120,,Yes,Yes,Yes,2.518,"Q1 (Biochemistry; Biochemistry, Genetics and Molecular Biology; Biotechnology; Computer Science Applications; Genetics; Radiology, Nuclear Medicine and Imaging)",32,No,2667-2375,2667-2375,2667-2375
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Research,https://www.nature.com/cr/,For-profit Society-Run,Springer Nature,"Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences (CAS)",University/Government,Germany / UK,Hybrid,4014,,Yes,No,Yes,6.865,Q1 (Cell Biology; Molecular Biology),244,No,1748-7838,1001-0602,1001-0602
Molecular & Cellular Biology,Stem Cell Research,Cell Stem Cell,https://www.cell.com/cell-stem-cell,For-profit,Elsevier (Cell Press),,,USA,Hybrid,8426,,Yes,No,Yes,12.003,Q1 (Cell Biology; Genetics; Molecular Medicine),329,No,1875-9777,1934-5909,1875-9777
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Stress and Chaperones,https://www.sciencedirect.com/journal/cell-stress-and-chaperones,For-profit Society-Run,Elsevier,Cell Stress Society International,Society/Association,USA,OA,2659,,Yes,Yes,Yes,1.131,Q1 (Biochemistry),108,No,1466-1268,1355-8145,1355-8145
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cell Systems,https://www.cell.com/cell-systems,For-profit,Elsevier (Cell Press),,,USA,Hybrid,8133,,Yes,No,Yes,4.954,Q1 (Cell Biology; Histology; Pathology and Forensic Medicine),107,No,2405-4720,2405-4712,2405-4712
Molecular & Cellular Biology,Clinical and Medical Sciences,Cell Transplantation,https://journals.sagepub.com/home/cll,For-profit,Sage Publishing,,,USA,OA,2924,,Yes,Yes,Yes,0.908,Q1 (Medicine),124,No,1555-3892,0963-6897,0963-6897
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cells and Development,https://www.sciencedirect.com/journal/cells-and-development,For-profit Society-Run,Elsevier,The International Society of Developmental Biologists,Society/Association,Netherlands,Hybrid,2676,,Yes,No,No,1.06,Q2 (Developmental Biology),154,No,2667-2901,2667-291X,2667-2901
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cells Tissues Organs,https://karger.com/cto,For-profit,Karger Publishers,,,Switzerland,Hybrid,2759,,Yes,No,No,0.795,Q1 (Anatomy),94,No,1422-6421,1422-6405,1422-6421
Molecular & Cellular Biology,Miscellaneous / Interdisciplinary,Cellular and Molecular Biology Letters,https://cmbl.biomedcentral.com/,For-profit Society-Run,Springer Nature (BioMed Central),University of Wroclaw and Polish Society for Cell Biology,Society/Association,UK,OA,2533,,Yes,Yes,Yes,2.885,Q1 (Biochemistry; Cell Biology; Molecular Biology),80,No,1689-1392,1425-8153,1425-8153
Molecular & Cellular Biology,Miscellaneous / Interdisciplinary,Cellular and Molecular Gastroenterology and Hepatology,https://www.sciencedirect.com/journal/cellular-and-molecular-gastroenterology-and-hepatology,For-profit Society-Run,Elsevier,American Gastroenterological Association,Society/Association,Netherlands,OA,3081,CMGH Cellular and Molecular Gastroenterology and Hepatology,Yes,Yes,With alternative journal name,2.936,Q1 (Gastroenterology; Hepatology),86,No,2352-345X,2352-345X,2352-345X
Molecular & Cellular Biology,Immunology and Cellular Immunology,Cellular and Molecular Immunology,https://www.nature.com/cmi/,For-profit Society-Run,Springer Nature,Chinese Society for Immunology; University of Science and Technology of China,Society/Association,Germany / UK,Hybrid,3920,,Yes,No,Yes,7.021,Q1 (Immunology; Immunology and Allergy; Infectious Diseases; Medicine),153,No,2042-0226,1672-7681,1672-7681
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cellular and Molecular Life Sciences,https://link.springer.com/journal/18,For-profit,Springer Nature,,,Germany / UK,OA,3430,,Yes,Yes,Yes,2.23,Q1 (Cell Biology; Cellular and Molecular Neuroscience; Molecular Biology; Molecular Medicine; Pharmacology),281,No,1420-9071,1420-682X,1420-682X
Molecular & Cellular Biology,Neuroscience,Cellular and Molecular Neurobiology,https://link.springer.com/journal/10571,For-profit,Springer Nature,,,Germany / UK,OA,3147,,Yes,No,No,1.587,Q1 (Cellular and Molecular Neuroscience; Medicine),112,No,1573-6830,0272-4340,0272-4340
Molecular & Cellular Biology,Immunology and Cellular Immunology,Cellular Immunology,https://www.sciencedirect.com/journal/cellular-immunology,For-profit,Elsevier,,,Netherlands,Hybrid,3150,,Yes,No,Yes,1.034,Q2 (Immunology),114,No,1090-2163,0008-8749,0008-8749
Molecular & Cellular Biology,Microbiology and Infectious Diseases,Cellular Microbiology,https://onlinelibrary.wiley.com/journal/cmi,For-profit,John Wiley & Sons,,,UK,OA,1979,,Yes,Yes,Yes,0.559,Q3 (Immunology; Microbiology; Virology),168,No,1462-5822,1462-5814,1462-5814
Molecular & Cellular Biology,Cancer and Oncology,Cellular Oncology,https://link.springer.com/journal/13402,For-profit,Springer Nature,,,Germany / UK,OA,3445,,Yes,Yes,Yes,1.561,Q1 (Medicine; Molecular Medicine; Oncology),68,No,1875-8606,1570-5870,2211-3428
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cellular Physiology and Biochemistry,https://www.cellphysiolbiochem.com/,Non-profit,Cell Physiol Biochem Press,,,Germany,OA,1918,,Yes,Yes,No,0.557,Q3 (Physiology),123,No,1421-9778,1015-8987,1015-8987
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cellular Signalling,https://www.sciencedirect.com/journal/cellular-signalling,For-profit,Elsevier,,,Netherlands,Hybrid,2723,,Yes,No,Yes,1.287,Q2 (Cell Biology),176,No,1873-3913,0898-6568,0898-6568
Molecular & Cellular Biology,Biochemistry and Molecular Biology,ChemBioChem,https://chemistry-europe.onlinelibrary.wiley.com/journal/14397633,For-profit Society-Run,John Wiley & Sons,European Federation for Medicinal Chemistry and Chemical Biology (EFMC),,USA,Hybrid,2324,,Yes,No,No,0.743,Q1 (Organic Chemistry),152,No,1439-7633,1439-4227,1439-4227
Molecular & Cellular Biology,Pharmacology and Toxicology,Chemical Biology and Drug Design,https://onlinelibrary.wiley.com/journal/17470285,For-profit,John Wiley & Sons,,,USA,Hybrid,2138,,Yes,No,No,0.666,Q2 (Biochemistry; Drug Discovery; Organic Chemistry; Pharmacology),102,No,1747-0285,1747-0277,1747-0277
Molecular & Cellular Biology,Pharmacology and Toxicology,Chemico-Biological Interactions,https://www.sciencedirect.com/journal/chemico-biological-interactions,For-profit,Elsevier,,,Netherlands,Hybrid,3491,,Yes,No,Yes,1.23,Q1 (Medicine; Toxicology),160,No,1872-7786,0009-2797,0009-2797
Molecular & Cellular Biology,Pharmacology and Toxicology,Clinical and Experimental Pharmacology and Physiology,https://onlinelibrary.wiley.com/journal/14401681,For-profit,John Wiley & Sons,,,USA,Hybrid,1847,,Yes,No,No,0.63,Q2 (Pharmacology),121,No,1440-1681,0305-1870,0305-1870
Molecular & Cellular Biology,Clinical and Medical Sciences,Clinical and translational science,https://ascpt.onlinelibrary.wiley.com/journal/17528062,For-profit Society-Run,John Wiley & Sons,American Society for Clinical Pharmacology and Therapeutics,Society/Association,UK,OA,2968,,Yes,Yes,Yes,1.191,"Q1 (Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics)",71,No,1752-8062,1752-8054,1752-8054
Molecular & Cellular Biology,Clinical and Medical Sciences,Clinical Biochemistry,https://www.sciencedirect.com/journal/clinical-biochemistry,For-profit Society-Run,Elsevier,Canadian Society of Clinical Chemists (CSCC),Society/Association,Netherlands,Hybrid,2341,,Yes,No,No,0.69,Q2 (Clinical Biochemistry; Medicine),134,No,1873-2933,0009-9120,0009-9120
Molecular & Cellular Biology,Clinical and Medical Sciences,Clinical Chemistry,https://academic.oup.com/clinchem?login=true,University Press,Oxford University Press (OUP),,,UK,Hybrid,4533,,Yes,No,Yes,1.721,Q1 (Biochemistry; Clinical Biochemistry; Medicine),254,No,1530-8561,0009-9147,0009-9147
Molecular & Cellular Biology,Clinical and Medical Sciences,Clinical Chemistry and Laboratory Medicine,https://www.degruyterbrill.com/journal/key/cclm/html,For-profit,De Gruyter Brill,,,Germany,Hybrid,2345,,Yes,No,Yes,1.286,Q1 (Biochemistry; Clinical Biochemistry; Medicine),132,No,1437-4331,1434-6621,1434-6621
Molecular & Cellular Biology,Pharmacology and Toxicology,Clinical Pharmacokinetics,https://link.springer.com/journal/40262,For-profit,Springer Nature,,,Germany / UK,Hybrid,2697,,Yes,No,No,1.211,Q1 (Pharmacology),197,No,1179-1926,0312-5963,0312-5963
Molecular & Cellular Biology,Pharmacology and Toxicology,Clinical Pharmacology and Therapeutics,https://ascpt.onlinelibrary.wiley.com/journal/15326535,For-profit Society-Run,John Wiley & Sons,American Society for Clinical Pharmacology and Therapeutics (ASCPT),Society/Association,USA,Hybrid,2238,,Yes,No,No,1.856,Q1 (Pharmacology),226,No,1532-6535,0009-9236,0009-9236
Molecular & Cellular Biology,Methodology and Experimental Techniques,Clinical Proteomics,https://clinicalproteomicsjournal.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,1976,,Yes,Yes,Yes,1.041,Q2 (Clinical Biochemistry; Molecular Biology; Molecular Medicine),49,No,1559-0275,1542-6416,1542-6416
Molecular & Cellular Biology,Neuroscience and Neurobiology,CNS Drugs,https://link.springer.com/journal/40263,For-profit,Springer Nature,,,Germany / UK,Hybrid,2200,,Yes,No,No,2.161,Q1 (Neurology; Pharmacology; Psychiatry and Mental Health),140,No,1179-1934,1172-7047,1172-7047
Molecular & Cellular Biology,Methodology and Experimental Techniques,Comparative Biochemistry and Physiology Part A: Molecular and Integrative Physiology,https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology,For-profit Society-Run,Elsevier,Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB),Society/Association,Netherlands,Hybrid,2221,,Yes,No,No,0.547,Q1 (Animal Science and Zoology),138,No,1531-4332,1095-6433,1095-6433
Molecular & Cellular Biology,Methodology and Experimental Techniques,Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-b-biochemistry-and-molecular-biology,For-profit Society-Run,Elsevier,Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB),Society/Association,Netherlands,Hybrid,2371,,Yes,No,Yes,0.526,Q2 (Animal Science and Zoology; Aquatic Science),120,No,1879-1107,1096-4959,1096-4959
Molecular & Cellular Biology,Methodology and Experimental Techniques,Comparative Biochemistry and Physiology Part C: Toxicology and Pharmacology,https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-c-toxicology-and-pharmacology,For-profit Society-Run,Elsevier,Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB),Society/Association,Netherlands,Hybrid,3229,,Yes,No,No,1.11,"Q1 (Animal Science and Zoology; Aquatic Science; Health, Toxicology and Mutagenesis; Medicine; Toxicology)",132,No,1878-1659,1532-0456,1532-0456
Molecular & Cellular Biology,Methodology and Experimental Techniques,Comparative Biochemistry and Physiology Part D: Genomics Proteomics,https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics,For-profit Society-Run,Elsevier,Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB),Society/Association,Netherlands,Hybrid,2803,,Yes,No,No,0.546,Q1 (Animal Science and Zoology),55,No,1878-0407,1744-117X,1744-117X
Molecular & Cellular Biology,Methodology and Experimental Techniques,Computational and Structural Biotechnology Journal,https://spj.science.org/journal/csbj/,Non-profit,American Association for the Advancement of Science (AAAS),Research Network of Computational and Structural Biotechnology,,USA,OA,2950,,Yes,Yes,Yes,1.312,Q1 (Biochemistry; Biophysics; Biotechnology; Computer Science Applications; Genetics; Structural Biology),107,No,2001-0370,2001-0370,2001-0370
Molecular & Cellular Biology,Miscellaneous / Interdisciplinary,Computational Biology and Chemistry.,https://www.sciencedirect.com/journal/computational-biology-and-chemistry,For-profit,Elsevier,,,Netherlands,Hybrid,2327,,Yes,No,No,0.561,Q2 (Computational Mathematics; Organic Chemistry),76,No,,1476-9271,1476-9271
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Connective Tissue Research,https://www.tandfonline.com/journals/icts20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.619,Q2 (Orthopedics and Sports Medicine),84,No,1607-8438,0300-8207,0300-8207
Molecular & Cellular Biology,Pharmacology and Toxicology,CPT: Pharmacometrics and Systems pharmacology,https://ascpt.onlinelibrary.wiley.com/journal/21638306,For-profit Society-Run,John Wiley & Sons,American Society for Clinical Pharmacology and Therapeutics (ASCPT),Society/Association,USA,OA,3707,,Yes,Yes,Yes,0.948,Q1 (Cardiology and Cardiovascular Medicine; Modeling and Simulation; Pharmacology),66,No,2163-8306,2163-8306,2163-8306
Molecular & Cellular Biology,Biochemistry and Molecular Biology,Critical Reviews in Biochemistry and Molecular Biology,https://www.tandfonline.com/journals/ibmg20,For-profit,Taylor & Francis Group,,,UK,Hybrid,1769,,Yes,No,No,2.553,Q1 (Biochemistry; Molecular Biology),136,No,1549-7798,1040-9238,1040-9238
Molecular & Cellular Biology,Microbiology and Infectious Diseases,Critical Reviews in Microbiology,https://www.tandfonline.com/journals/imby20,For-profit,Taylor & Francis Group,,,UK,Hybrid,2101,,Yes,No,No,1.831,Q1 (Applied Microbiology and Biotechnology; Medicine; Microbiology),124,No,1549-7828,1040-841X,1040-841X
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Current Opinion in Cell Biology,https://www.sciencedirect.com/journal/current-opinion-in-cell-biology,For-profit,Elsevier,,,Netherlands,Hybrid,2441,,Yes,No,Yes,2.846,Q1 (Cell Biology),288,No,1879-0410,0955-0674,0955-0674
Molecular & Cellular Biology,Biochemistry and Molecular Biology,Current Opinion in Lipidology,https://journals.lww.com/co-lipidology/pages/default.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,Hybrid,2910,,Yes,No,No,1.348,"Q1 (Cardiology and Cardiovascular Medicine; Endocrinology, Diabetes and Metabolism; Genetics; Nutrition and Dietetics)",142,No,1473-6535,0957-9672,0957-9672
Molecular & Cellular Biology,Microbiology and Infectious Diseases,Current Opinion in Microbiology,https://www.sciencedirect.com/journal/current-opinion-in-microbiology,For-profit,Elsevier,,,Netherlands,Hybrid,2176,,Yes,No,Yes,2.802,Q1 (Infectious Diseases; Microbiology),217,No,1879-0364,1369-5274,1369-5274
Molecular & Cellular Biology,Pharmacology and Toxicology,Current Opinion in Pharmacology,https://www.sciencedirect.com/journal/current-opinion-in-pharmacology,For-profit,Elsevier,,,Netherlands,Hybrid,2820,,Yes,No,No,1.521,Q1 (Drug Discovery; Pharmacology),157,No,1471-4973,1471-4892,1471-4892
Molecular & Cellular Biology,Methodology and Experimental Techniques,Current Topics in Membranes,https://www.sciencedirect.com/bookseries/current-topics-in-membranes,For-profit,Elsevier,,,Netherlands,,,,Yes,No,No,0.329,Q4 (Cell Biology; Molecular Biology),56,No,,1063-5823,1063-5823
Molecular & Cellular Biology,Methodology and Experimental Techniques,Cytometry Part A,https://onlinelibrary.wiley.com/journal/15524930,For-profit Society-Run,John Wiley & Sons,International Society for Advancement of Cytometry,Society/Association,USA,Hybrid,3690,,Yes,No,Yes,1.404,Q1 (Histology; Pathology and Forensic Medicine),114,No,1552-4930,1552-4922,1552-4922
Molecular & Cellular Biology,Clinical and Medical Sciences,Cytopathology,https://onlinelibrary.wiley.com/journal/13652303,For-profit,John Wiley & Sons,,,USA,Hybrid,1721,,Yes,No,No,0.389,Q3 (Histology; Medicine; Pathology and Forensic Medicine),58,No,1365-2303,0956-5507,0956-5507
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Cytoskeleton,https://onlinelibrary.wiley.com/journal/19493592,For-profit,John Wiley & Sons,,,USA,Hybrid,2539,,Yes,No,No,0.677,Q3 (Cell Biology; Structural Biology),99,No,1949-3592,1949-3584,1949-3592
Molecular & Cellular Biology,Cell Biology and Developmental Biology,Developmental Cell,https://www.cell.com/developmental-cell,For-profit,Elsevier (Cell Press),,,USA,Hybrid,6853,,Yes,No,Yes,5.494,"Q1 (Biochemistry, Genetics and Molecular Biology; Cell Biology; Developmental Biology; Molecular Biology)",318,No,1878-1551,1534-5807,1534-5807
Molecular & Cellular Biology,Cell Biology and Developmental Biology,EMBO Journal,https://www.embopress.org/journal/14602075,For-profit Society-Run,Springer Nature,European Molecular Biology Organization (EMBO) Press,,Germany / UK,OA,7525,,Yes,Yes,Yes,4.413,"Q1 (Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Molecular Biology; Neuroscience)",450,No,1460-2075,0261-4189,0261-4189
Molecular & Cellular Biology,Clinical and Medical Sciences,EMBO Molecular Medicine,https://www.embopress.org/journal/17574684,For-profit Society-Run,Springer Nature,European Molecular Biology Organization (EMBO) Press,,Germany / UK,OA,7463,,Yes,Yes,Yes,3.277,Q1 (Molecular Medicine),162,No,1757-4684,1757-4676,1757-4676
Molecular & Cellular Biology,Cell Biology and Developmental Biology,EMBO Reports,https://www.embopress.org/journal/14693178,For-profit Society-Run,Springer Nature,European Molecular Biology Organization (EMBO) Press,,Germany / UK,OA,7607,,Yes,Yes,Yes,2.711,Q1 (Biochemistry; Genetics; Molecular Biology),227,No,1469-3178,1469-221X,1469-221X
Molecular & Cellular Biology,Microbiology and Infectious Diseases,Emerging Microbes and Infections,https://www.tandfonline.com/journals/temi20,For-profit,Taylor & Francis Group,Shanghai Shangyixun Cultural Communication Co,University/Government,UK,OA,2853,,Yes,Yes,Yes,2.269,Q1 (Drug Discovery; Epidemiology; Immunology; Infectious Diseases; Medicine; Microbiology; Parasitology; Virology),115,No,2222-1751,,2222-1751
Molecular & Cellular Biology,Cell Biology and Developmental Biology,European Journal of Cell Biology,https://www.sciencedirect.com/journal/european-journal-of-cell-biology,For-profit,Elsevier,,,Netherlands,OA,2174,,Yes,Yes,Yes,1.43,Q1 (Histology; Medicine; Pathology and Forensic Medicine),114,No,1618-1298,0171-9335,0171-9335
Molecular & Cellular Biology,Pharmacology and Toxicology,European Journal of Drug Metabolism and Pharmacokinetics,https://link.springer.com/journal/13318,For-profit,Springer Nature,,,Germany / UK,Hybrid,2250,,Yes,No,No,0.632,Q2 (Pharmacology),52,No,2107-0180,0378-7966,0378-7966
Molecular & Cellular Biology,Clinical and Medical Sciences,Experimental and Molecular Pathology,https://www.sciencedirect.com/journal/experimental-and-molecular-pathology,For-profit,Elsevier,,,USA,OA,3131,,Yes,Yes,No,1.109,Q1 (Clinical Biochemistry; Pathology and Forensic Medicine),84,No,1096-0945,0014-4800,0014-4800
Molecular & Cellular Biology,Methodology and Experimental Techniques,Experimental Cell Research,https://www.sciencedirect.com/journal/experimental-cell-research,For-profit,Elsevier,,,Netherlands,Hybrid,2137,,Yes,No,No,1.01,Q2 (Cell Biology),213,No,1090-2422,0014-4827,0014-4827
Molecular & Cellular Biology,Pharmacology and Toxicology,Expert Opinion on Drug Metabolism and Toxicology,https://www.tandfonline.com/journals/iemt20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.986,Q1 (Medicine; Toxicology),112,No,1744-7607,1742-5255,1742-5255
Molecular & Cellular Biology,Methodology and Experimental Techniques,Expert Review of Proteomics,https://www.tandfonline.com/journals/ieru20,For-profit,Taylor & Francis Group,,,UK,OA,3895,,Yes,No,No,0.771,Q2 (Biochemistry),77,No,1744-8387,1478-9450,1478-9450
Molecular & Cellular Biology,Miscellaneous / Interdisciplinary,Expert Reviews in Molecular Medicine,https://www.cambridge.org/core/journals/expert-reviews-in-molecular-medicine,University Press,Cambridge University Press (CUP),,,UK,OA,2474,,Yes,Yes,No,1.686,Q1 (Molecular Biology; Molecular Medicine),99,No,1462-3994,,1462-3994
Molecular & Cellular Biology,Biochemistry and Molecular Biology,FEBS Journal,https://febs.onlinelibrary.wiley.com/journal/17424658,For-profit Society-Run,John Wiley & Sons,Federation of the European Biochemical Societies,Society/Association,UK,Hybrid,2920,,Yes,No,No,2.042,Q1 (Biochemistry; Cell Biology; Molecular Biology),248,No,1742-4658,1742-464X,1742-464X
Molecular & Cellular Biology,Biochemistry and Molecular Biology,FEBS Letters,https://febs.onlinelibrary.wiley.com/journal/18733468,For-profit Society-Run,John Wiley & Sons,Federation of the European Biochemical Societies,Society/Association,UK,Hybrid,3199,,Yes,No,Yes,1.181,Q1 (Biochemistry; Biophysics),295,No,1873-3468,0014-5793,0014-5793
Molecular & Cellular Biology,Microbiology and Infectious Diseases,FEMS Microbes,https://academic.oup.com/femsmicrobes,University Press Society-Run,Oxford University Press (OUP),Federation of European Microbiological Societies (FEMS),Society/Association,UK,OA,1906,,Yes,Yes,Yes,1.005,Q1 (Immunology and Microbiology; Parasitology),16,No,2633-6685,,2633-6685
Molecular & Cellular Biology,Microbiology and Infectious Diseases,FEMS Microbiology Ecology,https://academic.oup.com/femsec,University Press Society-Run,Oxford University Press (OUP),Federation of European Microbiological Societies (FEMS),Society/Association,UK,OA,2547,,Yes,Yes,Yes,1.028,Q1 (Applied Microbiology and Biotechnology; Ecology),199,No,1574-6941,0168-6496,0168-6496
Molecular & Cellular Biology,Microbiology and Infectious Diseases,FEMS Microbiology Letters,https://academic.oup.com/femsle,University Press Society-Run,Oxford University Press (OUP),Federation of European Microbiological Societies (FEMS),Society/Association,UK,Hybrid,2509,,Yes,No,No,0.596,Q3 (Genetics; Microbiology; Molecular Biology),189,No,1574-6968,0378-1097,0378-1097
Molecular & Cellular Biology,Microbiology and Infectious Diseases,FEMS Microbiology Reviews,https://academic.oup.com/femsre,University Press Society-Run,Oxford University Press (OUP),Federation of European Microbiological Societies (FEMS),Society/Association,UK,OA,2595,,Yes,Yes,Yes,4.555,Q1 (Infectious Diseases; Medicine; Microbiology),273,No,1574-6976,0168-6445,0168-6445
Molecular & Cellular Biology,Microbiology and Infectious Diseases,FEMS Yeast Research,https://academic.oup.com/femsyr,University Press Society-Run,Oxford University Press (OUP),Federation of European Microbiological Societies (FEMS),Society/Association,UK,OA,2927,,Yes,Yes,Yes,0.776,Q2 (Applied Microbiology and Biotechnology; Medicine; Microbiology),117,PCI friendly,1567-1364,1567-1356,1567-1356
Molecular & Cellular Biology,Neuroscience and Neurobiology,Fluids and Barriers of the CNS,https://fluidsbarrierscns.biomedcentral.com/,For-profit Society-Run,Springer Nature (BioMed Central),International Brain Barriers Society (IBBS); The Hydrocephalus Society,Society/Association,UK,OA,3191,,Yes,Yes,Yes,2.439,Q1 (Cellular and Molecular Neuroscience; Developmental Neuroscience; Medicine; Neurology),77,No,2045-8118,,2045-8118
