Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Physiology,Endocrinology,Hormone Research in Paediatrics,https://karger.com/HRP,For-profit Society-run,Karger Publishers,European Society for Paediatric Endocrinology; Pediatric Endocrine Society; Sociedade Latino-Americana de Endocrinologia Pediátrica,Society/Association,Switzerland,Hybrid,2649,,Yes,No,No,1.038,"Q1 (Pediatrics, Perinatology and Child Health)",107,No,1663-2826,1663-2818,1663-2818
Physiology,Endocrinology,Hormones,https://link.springer.com/journal/42000,For-profit Society-run,Springer Nature,Hellenic Endocrine Society,Society/Association,Germany / UK,Hybrid,2444,,Yes,No,No,0.672,Q2 (Medicine),64,No,2520-8721,1109-3099,1109-3099
Physiology,Endocrinology,Hormones and Behavior,https://www.sciencedirect.com/journal/hormones-and-behavior,For-profit Society-run,Elsevier,Society for Behavioral Neuroendocrinology,Society/Association,Netherlands,Hybrid,2654,,Yes,No,No,0.876,Q2 (Behavioral Neuroscience; Endocrine and Autonomic Systems; Endocrinology),171,No,1095-6867,0018-506X,0018-506X
Physiology,Sport Science,Human Movement Science,https://www.sciencedirect.com/journal/human-movement-science,For-profit,Elsevier,,,Netherlands,Hybrid,1910,,Yes,No,No,0.544,Q2 (Medicine),114,No,1872-7646,0167-9457,0167-9457
Physiology,Endocrinology,International Journal of Endocrinology,https://onlinelibrary.wiley.com/journal/1573,For-profit,John Wiley & Sons,,,UK,OA,1751,,Yes,Yes,No,0.753,"Q2 (Endocrinology, Diabetes and Metabolism)",89,No,1687-8345,1687-8337,1687-8337
Physiology,Physiology,International Journal of Sports Physiology and Performance,https://journals.humankinetics.com/view/journals/ijspp/ijspp-overview.xml,For-profit,Human Kinetics,,,USA,Hybrid,1926,,Yes,No,No,1.833,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)",109,No,1555-0273,1555-0265,1555-0265
Physiology,Aging,Journal of Aging and Health,https://journals.sagepub.com/home/jah,For-profit,Sage Publishing,,,USA,Hybrid,269,,Yes,No,No,1.146,Q1 (Community and Home Care; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Sociology and Political Science),98,No,1552-6887,0898-2643,0898-2643
Physiology,Aging,Journal of Aging Research,https://onlinelibrary.wiley.com/journal/9025,For-profit,John Wiley & Sons,,,UK,OA,673,,Yes,Yes,No,0.552,Q3 (Geriatrics and Gerontology),65,No,2090-2212,2090-2204,2090-2204
Physiology,Aging,Journal of Aging Studies,https://www.sciencedirect.com/journal/journal-of-aging-studies,For-profit,Elsevier,,,Netherlands,Hybrid,2907,,Yes,No,Yes,0.756,"Q1 (Issues, Ethics and Legal Aspects)",92,No,1879-193X,0890-4065,0890-4065
Physiology,Anatomy,Journal of Anatomy,https://onlinelibrary.wiley.com/journal/14697580,For-profit,John Wiley & Sons,,,USA,Hybrid,2164,,Yes,No,No,0.694,"Q1 (Anatomy; Ecology, Evolution, Behavior and Systematics)",145,No,1469-7580,0021-8782,0021-8782
Physiology,Physiology,Journal of Applied Physiology,https://journals.physiology.org/journal/jappl,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,862,,Yes,No,Yes,1.106,Q1 (Medicine),276,No,1522-1601,8750-7587,1522-1601
Physiology,Physiology,Journal of Biological Rhythms,https://journals.sagepub.com/home/jbr,For-profit Society-run,Sage Publishing,Society for Research on Biological Rhythms,Society/Association,USA,Hybrid,1603,,Yes,No,No,1.154,Q1 (Physiology),121,No,1552-4531,0748-7304,0748-7304
Physiology,Physiology,Journal of Breath Research,https://iopscience.iop.org/journal/1752-7163,Non-profit,Institute of Physics (IOP) Publishing,International Association for Breath Research (IABR),Society/Association,UK,Hybrid,1808,,Yes,No,No,0.523,Q3 (Pulmonary and Respiratory Medicine),76,No,1752-7163,1752-7155,1752-7155
Physiology,Physiology,Journal of Comparative Physiology A Neuroethology Sensory Neural and Behavioral Physiology,https://link.springer.com/journal/359,For-profit,Springer Nature,,,Germany / UK,Hybrid,3039,Journal of Comparative Physiology A,Yes,No,With alternative journal name,0.768,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",109,No,1432-1351,0340-7594,0340-7594
Physiology,Physiology,Journal of Comparative Physiology B Biochemical Systemic and Environmental Physiology,https://link.springer.com/journal/360,For-profit,Springer Nature,,,Germany / UK,Hybrid,,,Yes,No,No,0.561,Q1 (Animal Science and Zoology),98,No,1432-136X,0174-1578,0174-1578
Physiology,Endocrinology,Journal of Endocrinology,https://joe.bioscientifica.com/,Non-profit,Bioscientifica Ltd,Society for Endocrinology,Society/Association,UK,Hybrid,3368,,Yes,No,Yes,1.579,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)",178,No,1479-6805,0022-0795,0022-0795
Physiology,Physiology,Journal of General Physiology,https://rupress.org/jgp,University Press Society-Run,Rockefeller University Press,the Society of General Physiologists,Society/Association,USA,Hybrid,1881,,Yes,No,Yes,1.128,Q2 (Physiology),145,No,1540-7748,0022-1295,0022-1295
Physiology,Physiology,Journal of Neurophysiology,https://journals.physiology.org/journal/jn,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,2807,,Yes,No,Yes,0.828,Q2 (Neuroscience; Physiology),279,No,1522-1598,0022-3077,0022-3077
Physiology,Sport Science,Journal of Physical Activity and Health,https://journals.humankinetics.com/view/journals/jpah/jpah-overview.xml,For-profit Society-run,Human Kinetics,International Society for Physical Activity and Health,Society/Association,USA,Hybrid,2043,,Yes,No,No,0.845,"Q1 (Physical Therapy, Sports Therapy and Rehabilitation)",100,No,1543-5474,1543-3080,1543-3080
Physiology,Physiology,Journal of Physiology,https://physoc.onlinelibrary.wiley.com/journal/14697793,For-profit Society-run,John Wiley & Sons,The Physiology Society,Society/Association,USA,Hybrid,756,,Yes,No,Yes,1.476,Q1 (Physiology; Sports Science),285,No,1469-7793,0022-3751,0022-3751
Physiology,Sport Science,Journal of Science and Medicine in Sport,https://www.sciencedirect.com/journal/journal-of-science-and-medicine-in-sport,For-profit Society-Run,Elsevier,Sports Medicine Australia (SMA); Australasian Academy of Podiatric Sports Medicine (AAPSM); Exercise and Sports Science Australia (ESSA); Australian Physiotherapy Association - Sports Physiotherapy Australia (SPA); College of Sport Psychologists (COSP); Sports Dietitians Australia (SDA); Australasian College of Sports & Exercise Physicians (ACSEP),Society/Association,Netherlands,Hybrid,2364,,Yes,No,No,1.52,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)",141,No,1878-1861,1440-2440,1878-1861
Physiology,Sport Science,Journal of Sport and Health Science,https://www.sciencedirect.com/journal/journal-of-sport-and-health-science,For-profit/University Press,Elsevier,Shanghai University of Sport,University/Government,Netherlands,OA diamond,0,,Yes,Yes,No,3.715,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)",87,No,2213-2961,2095-2546,2213-2961
Physiology,Endocrinology,Journal of the Endocrine Society,https://academic.oup.com/jes,University Press Society-run,Oxford University Press (OUP),Endocrine Society,Society/Association,USA,OA,2960,,Yes,Yes,Yes,1.099,"Q2 (Endocrinology, Diabetes and Metabolism)",56,No,2472-1972,,2472-1972
Physiology,Aging,Mechanisms of Ageing and Development,https://www.journals.elsevier.com/mechanisms-of-ageing-and-development,For-profit Society-run,Elsevier,"European Society of Preventive, Regenerative and Anti-aging Medicine (ESAAM)",Society/Association,Netherlands,Hybrid,3891,,Yes,No,Yes,1.897,Q1 (Aging; Developmental Biology),146,No,1872-6216,0047-6374,0047-6374
Physiology,Aging,Nature Aging,https://www.nature.com/nataging,For-profit,Springer Nature,,,Germany / UK,Hybrid,12759,,Yes,No,Yes,9.5,Q1 (Aging; Geriatrics and Gerontology; Neuroscience),75,No,2662-8465,,2662-8465
Physiology,Physiology,npj Gut and Liver,https://www.nature.com/npjgutliver/,For-profit,Springer Nature,,,UK,Hybrid,2390,,No,Yes,No,,,,No,3004-9806,,
Physiology,Physiology,Pflügers Archiv - European Journal of Physiology,https://link.springer.com/journal/424,For-profit Society-run,Springer Nature,German Physiological Society,Society/Association,Germany / UK,Hybrid,2478,,Yes,No,No,1.066,Q1 (Clinical Biochemistry),153,No,1432-2013,0031-6768,0031-6768
Physiology,Physiology,Physiological Genomics,https://journals.physiology.org/journal/physiolgenomics,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,1548,,Yes,No,No,0.882,Q2 (Genetics; Physiology),132,No,1531-2267,1094-8341,1094-8341
Physiology,Physiology,Physiological Reports,https://physoc.onlinelibrary.wiley.com/journal/2051817X,For-profit Society-run,John Wiley & Sons,The Physiological Society; American Physiological Society,Society/Association,USA,OA,1043,,Yes,Yes,Yes,0.707,Q2 (Physiology),72,No,2051-817X,2051-817X,2051-817X
Physiology,Physiology,Physiological Reviews,https://journals.physiology.org/journal/physrev,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,4374,,Yes,No,Yes,11.493,Q1 (Medicine; Molecular Biology; Physiology),417,No,1522-1210,0031-9333,0031-9333
Physiology,Physiology,Physiology,https://journals.physiology.org/journal/physiologyonline,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,,,,Yes,No,No,2.136,Q1 (Physiology),154,No,1548-9221,1548-9213,1548-9221
Physiology,Aging,The American Journal of Geriatric Psychiatry,https://www.ajgponline.org/,For-profit Society-run,Elsevier,American Association for Geriatric Psychiatry (AAGP),Society/Association,Netherlands,Hybrid,3194,,Yes,No,No,1.515,Q1 (Geriatrics and Gerontology; Psychiatry and Mental Health),155,No,1545-7214,1064-7481,1064-7481
Physiology,Sport Science,The American Journal of Sports Medicine,https://journals.sagepub.com/home/ajs,For-profit Society-run,Sage Publishing,American Orthopaedic Society for Sports Medicine,Society/Association,USA,,,,Yes,No,No,2.29,"Q1 (Medicine; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)",292,No,1552-3365,0363-5465,0363-5465
Physiology,Anatomy,The Anatomical Record,https://anatomypubs.onlinelibrary.wiley.com/journal/19328494,For-profit Society-run,John Wiley & Sons,American Association for Anatomy,Society/Association,USA,Hybrid,2118,,Yes,No,No,0.745,"Q1 (Anatomy; Ecology, Evolution, Behavior and Systematics)",109,No,1932-8494,1932-8486,1932-8486
Physiology,Aging,The International Journal of Aging and Human Development,https://journals.sagepub.com/home/ahdb,For-profit,Sage Publishing,-,,USA,,,,Yes,No,No,0.886,Q2 (Developmental and Educational Psychology; Geriatrics and Gerontology),76,No,1541-3535,0091-4150,0091-4150
Physiology,Nutrition,The Journal of Nutrition Health and Aging,https://www.sciencedirect.com/journal/the-journal-of-nutrition-health-and-aging,For-profit,Elsevier,SERDI Publisher,,France,OA,2550,,Yes,Yes,Yes,1.196,Q1 (Geriatrics and Gerontology; Medicine; Nutrition and Dietetics),116,No,1760-4788,1279-7707,1279-7707
Physiology,Physiology,The Journal of Physiological Sciences,https://www.sciencedirect.com/journal/the-journal-of-physiological-sciences,For-profit Society-run,Elsevier,the Physiological Society of Japan,Society/Association,USA,OA,920,,Yes,Yes,No,0.983,Q2 (Physiology),65,No,1880-6562,1880-6546,1880-6546
Physiology,Aging,The Journals of Gerontology Series A: Biological Sciences and Medical Sciences,https://academic.oup.com/biomedgerontology?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,3782,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,Yes,No,Yes,1.376,Q1 (Geriatrics and Gerontology),238,No,1758-535X,1079-5006,1079-5006
Physiology,Aging,The Journals of Gerontology Series B: Psychological Sciences and Social Sciences,https://academic.oup.com/psychsocgerontology?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,2999,Journals of Gerontology - Series B Psychological Sciences and Social Sciences ,Yes,No,No,1.503,Q1 (Clinical Psychology; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Medicine; Social Psychology; Sociology and Political Science),193,No,1758-5368,1079-5014,1079-5014
Physiology,Physiology,The Korean Journal of Physiology & Pharmacology,https://www.kjpp.net/main.html,Non-profit,Korean Physiological Society (KPS); Korean Society of Pharmacology (KSP),Korean Physiological Society (KPS); Korean Society of Pharmacology (KSP),Society/Association,Republic of Korea (South Korea),OA,,Korean Journal of Physiology and Pharmacology,Yes,No,No,0.606,Q3 (Pharmacology; Physiology),46,No,2093-3827,1226-4512,1226-4512
