Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Cancer Biology,Gastrointestinal cancer,Journal of Gastric Cancer,https://www.jgc-online.org/,Non-profit,Korean Gastric Cancer Association,Korean Gastric Cancer Association,Society/Association,Republic of Korea (South Korea),OA,,,Yes,No,No,1.485,Q1 (Gastroenterology; Oncology),44,No,2093-5641,2093-582X,
Cancer Biology,Gastrointestinal cancer,Journal of Gastrointestinal Oncology,https://journals.lww.com/jgo/pages/default.aspx,For-profit Society-Run,Wolters Kluwer,Society for Gastrointestinal Oncology (SGO),Society/Association,Netherlands,OA,1442,,Yes,No,No,0.659,Q2 (Gastroenterology),65,No,2219-679X,2078-6891,2078-6891
Cancer Biology,Development and Oncology,Journal of Geriatric Oncology,https://www.sciencedirect.com/journal/journal-of-geriatric-oncology,For-profit Society-Run,Elsevier,International Society of Geriatric Oncology (SIOG),Society/Association,Netherlands,Hybrid,3100,,Yes,No,Yes,0.943,Q2 (Geriatrics and Gerontology; Oncology),63,No,1879-4076,1879-4068,1879-4068
Cancer Biology,Hematopoietic and Cardiovascular Cancer,Journal of Hematology & Oncology,https://jhoonline.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2693,,Yes,Yes,No,11.824,Q1 (Cancer Research; Hematology; Molecular Biology; Oncology),194,No,1756-8722,,1756-8722
Cancer Biology,Treatment,Journal of Immunotherapy,https://journals.lww.com/immunotherapy-journal/pages/default.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,Hybrid,3473,,Yes,No,Yes,1.088,Q1 (Pharmacology),111,No,1537-4513,1524-9557,1524-9557
Cancer Biology,Treatment,Journal of Infection and Chemotherapy,https://www.sciencedirect.com/journal/journal-of-infection-and-chemotherapy,For-profit Society-Run,Elsevier,The Japanese Society of Chemotherapy; The Japanese Association for Infectious Diseases; The Japanese Society for Infection Prevention and Control,Society/Association,Netherlands,Hybrid,2270,,Yes,No,No,0.503,Q3 (Infectious Diseases; Microbiology; Pharmacology),79,No,1437-7780,1341-321X,1341-321X
Cancer Biology,Neuro-Oncology,Journal of Neuro-Oncology,https://link.springer.com/journal/11060,For-profit,Springer Nature,,,Germany / UK,Hybrid,3445,,Yes,No,Yes,1.03,Q2 (Cancer Research; Neurology; Oncology),147,No,1573-7373,0167-594X,0167-594X
Cancer Biology,Development and Oncology,Journal of Pediatric Hematology & Oncology,https://journals.lww.com/jpho-online/pages/default.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,Hybrid,3421,,Yes,No,No,0.35,"Q3 (Hematology; Oncology; Pediatrics, Perinatology and Child Health)",90,No,1536-3678,1077-4114,1077-4114
Cancer Biology,Generalist,Journal of the National Cancer Institute,https://academic.oup.com/jnci,University Press,Oxford University Press (OUP),,,UK,Hybrid,4737,JNCI Journal of the National Cancer Institute,Yes,No,With alternative journal name,3.786,Q1 (Cancer Research; Oncology),403,No,1460-2105,0027-8874,0027-8874
Cancer Biology,Generalist,Journal of the National Comprehensive Cancer Network,https://jnccn.org/view/journals/jnccn/jnccn-overview.xml,Non-profit,National Comprehensive Cancer Network,National Comprehensive Cancer Network,Non-profit,USA,Subscription,,JNCCN Journal of the National Comprehensive Cancer Network ,With alternative journal name,No,No,5.992,Q1 (Medicine; Oncology),173,No,1540-1413,1540-1405,1540-1405
Cancer Biology,Thoracic and Respiratory Cancer,Journal of Thoracic Oncology,https://www.jto.org/,For-profit Society-Run,Elsevier,International Association for the Study of Lung Cancer (IASLC),Society/Association,Netherlands,Hybrid,2374,,Yes,No,No,7.497,Q1 (Medicine; Oncology; Pulmonary and Respiratory Medicine),204,No,1556-1380,1556-0864,1556-0864
Cancer Biology,Hematopoietic and Cardiovascular Cancer,Leukemia,https://www.nature.com/leu/,For-profit,Springer Nature,,,Germany / UK,Hybrid,2552,,Yes,No,Yes,3.675,Q1 (Anesthesiology and Pain Medicine; Cancer Research; Hematology; Oncology),235,No,1476-5551,0887-6924,0887-6924
Cancer Biology,Hematopoietic and Cardiovascular Cancer,Leukemia and Lymphoma,https://www.tandfonline.com/journals/ilal20,For-profit,Taylor & Francis Group,,,UK,Hybrid,3393,,Yes,No,No,0.861,Q2 (Hematology; Oncology),109,No,1029-2403,1042-8194,
Cancer Biology,Hematopoietic and Cardiovascular Cancer,Leukemia Research,https://www.sciencedirect.com/journal/leukemia-research,For-profit Society-Run,Elsevier,Myelodysplastic Syndromes Foundation,Non-profit,Netherlands,Hybrid,2203,,Yes,No,No,0.876,Q2 (Hematology; Oncology),100,No,1873-5835,0145-2126,0145-2126
Cancer Biology,Gastrointestinal cancer,Liver Cancer,https://karger.com/LIC,For-profit Society-Run,Karger Publishers,Eastern & Western Association Liver Tumors,Society/Association,Switzerland,OA,2750,,Yes,Yes,No,3.334,Q1 (Hepatology; Oncology),69,No,1664-5553,2235-1795,1664-5553
Cancer Biology,Thoracic and Respiratory Cancer,Lung Cancer,https://www.sciencedirect.com/journal/lung-cancer,For-profit Society-Run,Elsevier,European Society for Medical Oncology; ETOP IBCSG Partners Foundation; British Thoracic Oncology Group,Society/Association,Netherlands,Hybrid,2820,,Yes,No,No,1.928,Q1 (Cancer Research; Oncology; Pulmonary and Respiratory Medicine),160,No,1872-8332,0169-5002,0169-5002
Cancer Biology,Molecular and Cellular Oncology,Molecular Cancer,https://molecular-cancer.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,4278,,Yes,Yes,Yes,9.908,Q1 (Cancer Research; Molecular Medicine; Oncology),242,No,1476-4598,,1476-4598
Cancer Biology,Molecular and Cellular Oncology,Molecular Cancer Research,https://aacrjournals.org/mcr,Non-profit,American Association for Cancer Research (AACR),American Association for Cancer Research,Society/Association,USA,Hybrid,4117,,Yes,No,No,1.759,Q1 (Cancer Research; Molecular Biology; Oncology),162,No,1557-3125,1541-7786,1541-7786
Cancer Biology,Treatment,Molecular Cancer Therapeutics,https://aacrjournals.org/mct,Non-profit,American Association for Cancer Research (AACR),,,USA,Hybrid,3906,,Yes,No,Yes,2.392,Q1 (Cancer Research; Oncology),212,No,1538-8514,1535-7163,1535-7163
Cancer Biology,Molecular and Cellular Oncology,Molecular Carcinogenesis,https://onlinelibrary.wiley.com/journal/10982744,For-profit,John Wiley & Sons,,,USA,Hybrid,2793,,Yes,No,No,1.048,Q2 (Cancer Research; Molecular Biology),114,No,1098-2744,0899-1987,0899-1987
Cancer Biology,Molecular and Cellular Oncology,Molecular Oncology,https://febs.onlinelibrary.wiley.com/journal/18780261,For-profit Society-Run,John Wiley & Sons,Federation of European Biochemical Societies (FEBS),Society/Association,USA,OA,4095,,Yes,Yes,Yes,1.738,Q1 (Genetics; Medicine; Molecular Medicine; Oncology),130,No,1878-0261,1574-7891,1574-7891
Cancer Biology,Generalist,Nature Cancer,https://www.nature.com/natcancer/,For-profit,Springer Nature,,,Germany / UK,Hybrid,10898,,Yes,No,Yes,12.443,Q1 (Cancer Research; Oncology),102,No,2662-1347,,2662-1347
Cancer Biology,Generalist,Nature Reviews Cancer,https://www.nature.com/nrc,For-profit,Springer Nature,,,Germany / UK,Subscription,,,Yes,No,No,22.814,Q1 (Cancer Research; Oncology),548,No,1474-1768,1474-175X,1474-175X
Cancer Biology,Generalist,Nature Reviews Clinical Oncology,https://www.nature.com/nrclinonc/,For-profit,Springer Nature,,,Germany / UK,Hybrid,,,Yes,No,No,28.076,Q1 (Oncology),259,No,1759-4782,1759-4774,1759-4774
Cancer Biology,Generalist,Neoplasia,https://www.sciencedirect.com/journal/neoplasia,For-profit,Elsevier,,,Netherlands,OA,2720,Neoplasia (United States),Yes,e-ISSN match,Yes,2.284,Q1 (Cancer Research),151,No,1476-5586,1522-8002,1476-5586
Cancer Biology,Neuro-Oncology,Neuro-Oncology,https://academic.oup.com/neuro-oncology,University Press Society-Run,Oxford University Press (OUP),Society for Neuro-oncology (SNO),Society/Association,UK,Hybrid,3470,,Yes,No,Yes,5.249,Q1 (Cancer Research; Neurology; Oncology),189,No,1523-5866,1522-8517,1522-8517
Cancer Biology,Neuro-Oncology,Neuro-Oncology Advances,https://academic.oup.com/noa,University Press Society-Run,Oxford University Press (OUP),Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO),Society/Association,UK,OA,1786,,Yes,Yes,Yes,1.421,Q1 (Neurology; Oncology; Surgery),42,No,2632-2498,,2632-2498
Cancer Biology,Neuro-Oncology,Neuro-Oncology Practice,https://academic.oup.com/nop/,University Press Society-Run,Oxford University Press (OUP),Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO),Society/Association,UK,Hybrid,2632,,Yes,No,No,0.95,Q1 (Medicine),40,No,2054-2585,2054-2577,2054-2577
Cancer Biology,Generalist,npj Precision Oncology,https://www.nature.com/npjprecisiononcology/,For-profit,Springer Nature,"The Hormel Institute, University of Minnesota",University/Government,Germany / UK,OA,3073,,Yes,Yes,Yes,3.616,Q1 (Cancer Research; Oncology),59,No,2397-768X,,2397-768X
Cancer Biology,Generalist,Nutrition and Cancer,https://www.tandfonline.com/journals/hnuc20,For-profit,Taylor & Francis Group,,,USA,Hybrid,2044,,Yes,No,No,0.706,Q2 (Medicine; Nutrition and Dietetics),137,No,1532-7914,0163-5581,0163-5581
Cancer Biology,Genetics,Oncogene,https://www.nature.com/onc/,For-profit,Springer Nature,,,Germany / UK,OA,4645,,Yes,No,Yes,2.474,Q1 (Cancer Research; Genetics; Molecular Biology),387,No,1476-5594,0950-9232,0950-9232
Cancer Biology,Generalist,Oncogenesis,https://www.nature.com/oncsis/,For-profit,Springer Nature,,,Germany,OA,4089,,Yes,Yes,Yes,2.081,Q1 (Cancer Research; Molecular Biology),78,No,2157-9024,,2157-9024
Cancer Biology,Immunooncology,OncoImmunology,https://www.tandfonline.com/journals/koni20,For-profit,Taylor & Francis Group,,,UK,OA,2641,,Yes,Yes,Yes,2.438,Q1 (Immunology; Immunology and Allergy; Oncology),134,No,2162-402X,2162-4011,2162-4011
Cancer Biology,Generalist,Oncology,https://karger.com/ocl,For-profit,Karger Publishers,,,Switzerland,,,Oncology (Switzerland) ,ISSN-L match,No,No,0.596,Q2 (Medicine),112,No,1423-0232,0030-2414,0030-2414
Cancer Biology,Generalist,Oncoscience,https://www.oncoscience.us/,For-profit,Rapamycin Press LLC (Impact Journals),,,USA,Hybrid,837,,No,No,No,,,,No,2331-4737,,2331-4737
Cancer Biology,Generalist,Oncotarget,https://www.oncotarget.com/,For-profit,Rapamycin Press LLC (Impact Journals),,,USA,OA,2691,,Yes,No,Yes,0.828,Q2 (Oncology),201,No,1949-2553,,1949-2553
Cancer Biology,Generalist,Seminars in Cancer Biology,https://www.sciencedirect.com/journal/seminars-in-cancer-biology,For-profit,Elsevier,,,Netherlands,Hybrid,3076,,Yes,No,No,4.91,Q1 (Cancer Research),202,No,1096-3650,1044-579X,1044-579X
Cancer Biology,Generalist,Seminars in Oncology,https://www.sciencedirect.com/journal/seminars-in-oncology,For-profit,Elsevier,,,Netherlands / USA,Hybrid,2891,,Yes,No,No,1.536,Q1 (Hematology; Oncology),153,No,1532-8708,0093-7754,0093-7754
Cancer Biology,Breast Cancer,The Breast,https://www.sciencedirect.com/journal/the-breast,For-profit Society-Run,Elsevier,Australasian Society for Breast Disease (ASBD); European Society for Medical Oncology (ESMO); Hong Kong Breast Oncology Group (HKBOG),Society/Association,UK,OA,2409,,Yes,Yes,Yes,2.654,Q1 (Cancer Research; Medicine; Oncology; Surgery),111,No,1532-3080,0960-9776,0960-9776
Cancer Biology,Breast Cancer,The Breast Journal,https://onlinelibrary.wiley.com/journal/tbj,For-profit,John Wiley & Sons,,,UK,OA,1953,,Yes,Yes,No,0.649,Q2 (Internal Medicine; Surgery),88,No,1524-4741,1075-122X,1075-122X
Cancer Biology,Generalist,The Lancet Oncology,https://www.thelancet.com/journals/lanonc,For-profit,Elsevier,,,Netherlands,Hybrid,5055,,Yes,No,No,9.432,Q1 (Oncology),455,No,1474-5488,1470-2045,1470-2045
Cancer Biology,Generalist,The Oncologist,https://academic.oup.com/oncolo,University Press Society-Run,Oxford University Press (OUP),Society for Translational Oncology,Society/Association,UK,OA,2199,,Yes,Yes,Yes,1.96,Q1 (Cancer Research; Medicine; Oncology),204,No,1549-490X,1083-7159,1083-7159
Cancer Biology,Generalist,Translational Oncology,https://www.sciencedirect.com/journal/translational-oncology,For-profit,Elsevier,,,Netherlands,OA,2490,,Yes,Yes,Yes,1.383,Q1 (Oncology),84,No,1936-5233,1936-5233,1936-5233
Cancer Biology,Generalist,Trends in Cancer,https://www.sciencedirect.com/journal/trends-in-cancer,For-profit,Elsevier,,,Netherlands,Hybrid,6290,,Yes,No,Yes,5.488,Q1 (Cancer Research; Oncology),116,No,2405-8025,2405-8033,2405-8025
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
Cancer Biology,,,,,,,,,,,,No,No,No,,,,No,,,
