Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Development,Childhood and Adolescence,Journal of Human Lactation,https://journals.sagepub.com/home/jhl,For-profit Society-run,Sage Publishing,International Lactation Consultant Association,Society/Association,USA,Hybrid,2543,,Yes,No,No,0.753,Q2 (Medicine; Obstetrics and Gynecology),76,No,1552-5732,0890-3344,0890-3344
Development,Generalist,Journal of Morphology,https://onlinelibrary.wiley.com/journal/10974687,For-profit,John Wiley & Sons,-,,USA,Hybrid,2980,,Yes,No,No,0.474,Q2 (Animal Science and Zoology),90,No,1097-4687,0362-2525,0362-2525
Development,Neuroscience,Journal of Neurodevelopmental Disorders,https://jneurodevdisorders.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2854,,Yes,Yes,Yes,1.25,"Q1 (Cognitive Neuroscience; Neurology; Pathology and Forensic Medicine; Pediatrics, Perinatology and Child Health)",69,No,1866-1955,1866-1947,1866-1947
Development,Reproduction,Journal of Ovarian Research,https://ovarianresearch.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2423,,Yes,Yes,Yes,1.307,Q1 (Obstetrics and Gynecology; Oncology),71,No,1757-2215,,1757-2215
Development,Childhood and Adolescence,Journal of Pediatric Endocrinology and Metabolism,https://www.degruyterbrill.com/journal/key/jpem/html,For-profit Society-run,De Gruyter Brill,German Society for Pediatric and Adolescent Endocrinology and Diabetology (DGPAED),Society/Association,Germany,Hybrid,2490,,Yes,No,Yes,0.363,"Q3 (Endocrinology, Diabetes and Metabolism; Pediatrics, Perinatology and Child Health)",76,No,2191-0251,0334-018X,0334-018X
Development,Childhood and Adolescence,Journal of Pediatric Gastroenterology and Nutrition,https://onlinelibrary.wiley.com/journal/15364801,For-profit,John Wiley & Sons,,,USA,OA,3339,,Yes,No,Yes,0.947,"Q1 (Pediatrics, Perinatology and Child Health)",167,No,1536-4801,0277-2116,0277-2116
Development,Perinatology and Birth Defects/Teratology,Journal of Perinatal Medicine,https://www.degruyterbrill.com/journal/key/jpme/html,For-profit Society-Run,De Gruyter Brill,International Academy of Perinatal Medicine; the New York Perinatal Society; the Fetus as a Patient Society,Society/Association,Germany,Hybrid,255,,Yes,Yes,Yes,0.656,"Q2 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)",85,No,1619-3997,0300-5577,0300-5577
Development,Perinatology and Birth Defects/Teratology,Journal of Perinatology,https://www.nature.com/jp/,For-profit Society-run,Springer Nature,Section on Neonatal-Perinatal Medicine of the American Academy of Pediatrics; National Perinatal Association of the United States,Society/Association,Germany / UK,Hybrid,3188,,Yes,No,No,0.908,"Q1 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)",126,No,1476-5543,0743-8346,0743-8346
Development,Reproduction,Journal of Reproduction and Development,https://www.jstage.jst.go.jp/browse/jrd/,Non-profit,J-STAGE,The Society for Reproduction and Development,Society/Association,Japan,OA,1404,,Yes,Yes,No,0.681,Q1 (Animal Science and Zoology),66,No,1348-4400,0916-8818,0916-8818
Development,Reproduction,Journal of Reproductive Medicine,https://www.thereproductivemedicine.com/Home/index,Non-profit,"Journal of Reproductive Medicine, Inc.","Journal of Reproductive Medicine, Inc.",Non-profit,USA,,,,No,No,No,0.114,Q4 (Obstetrics and Gynecology; Reproductive Medicine),76,No,,0024-7758,0024-7758
Development,Neuroscience,Journal of the American Academy of Child and Adolescent Psychiatry,https://www.jaacap.org/,For-profit Society-run,Elsevier,American Academy of Child and Adolescent Psychiatry,,Netherlands,Hybrid,2521,,Yes,No,No,3.176,Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health),289,No,1527-5418,0890-8567,0890-8567
Development,Neuroscience,La psychiatrie de l'enfant,https://www.puf.com/psychiatrie-de-lenfant-la,University Press,Presses Universitaires de France (PUF),,University/Government,France,,,Psychiatrie de l'Enfant,No,No,No,,,,No,2102-5320,0079-726X,0079-726X
Development,Pregnancy and Embryology,Maternal & Child Nutrition,https://onlinelibrary.wiley.com/journal/17408709,For-profit,John Wiley & Sons,,,USA,OA,3227,,Yes,Yes,Yes,1.044,"Q1 (Nutrition and Dietetics; Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health; Public Health, Environmental and Occupational Health)",93,No,1740-8709,1740-8695,1740-8695
Development,Aging,Mechanisms of Ageing and Development,https://www.journals.elsevier.com/mechanisms-of-ageing-and-development,For-profit Society-run,Elsevier,"European Society of Preventive, Regenerative and Anti-aging Medicine (ESAAM)",Society/Association,Netherlands,Hybrid,3891,,Yes,No,Yes,1.897,Q1 (Aging; Developmental Biology),146,No,1872-6216,0047-6374,0047-6374
Development,Generalist,Mechanisms of Development,https://www.journals.elsevier.com/mechanisms-of-development,For-profit Society-run,Elsevier,The International Society of Developmental Biologists,Society/Association,Netherlands,Hybrid,2427,,No,No,No,,,,No,,0925-4773,0925-4773
Development,Reproduction,Molecular Human Reproduction,https://academic.oup.com/molehr,University Press,Oxford University Press (OUP),-,,UK,Hybrid,3030,,Yes,No,No,1.181,Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine),145,No,1460-2407,1360-9947,1360-9947
Development,Reproduction,Molecular Reproduction and Development,https://onlinelibrary.wiley.com/journal/10982795,For-profit,John Wiley & Sons,-,,USA,Hybrid,2969,,Yes,No,No,0.875,Q2 (Developmental Biology; Genetics),121,No,1098-2795,1040-452X,1040-452X
Development,Childhood and Adolescence,Monographs of the Society for Research in Child Development,https://academic.oup.com/srcdmo,University Press Society-Run,Oxford University Press (OUP),Society for Research in Child Development,Society/Association,UK,Hybrid,2203,,Yes,No,No,2.134,Q1 (Developmental and Educational Psychology),80,No,1540-5834,0037-976X,0037-976X
Development,Aging,Nature Aging,https://www.nature.com/nataging,For-profit,Springer Nature,,,Germany / UK,Hybrid,12759,,Yes,No,Yes,9.5,Q1 (Aging; Geriatrics and Gerontology; Neuroscience),75,No,2662-8465,,2662-8465
Development,Neuroscience,Neuropediatrics,https://lp.thieme.de/journals/neuropediatrics/0174-304X,For-profit,Thieme Group,,,Germany,Hybrid,3336,,Yes,No,Yes,0.422,"Q2 (Pediatrics, Perinatology and Child Health)",80,No,1439-1899,0174-304X,0174-304X
Development,Neuroscience,Neurotoxicology and Teratology,https://www.sciencedirect.com/journal/neurotoxicology-and-teratology,For-profit Society-run,Elsevier,The Developmental Neurotoxicology Society,Society/Association,Netherlands,Hybrid,2853,,Yes,No,No,0.803,Q2 (Developmental Neuroscience; Toxicology),119,No,1872-9738,0892-0362,0892-0362
Development,Generalist,Organogenesis,https://www.tandfonline.com/journals/kogg20,For-profit,Taylor & Francis Group,-,,USA,OA,2875,,Yes,Yes,No,1.233,Q1 (Biomedical Engineering; Developmental Biology; Embryology; Transplantation),66,No,1555-8592,1547-6278,1547-6278
Development,Childhood and Adolescence,Pediatric and Developmental Pathology,https://journals.sagepub.com/home/pdpa,For-profit Society-run,Sage Publishing,Society for Pediatric Pathology & Paediatric Pathology Society,Society/Association,USA,,,,Yes,No,No,0.474,"Q2 (Pathology and Forensic Medicine; Pediatrics, Perinatology and Child Health)",74,No,1615-5742,1093-5266,1093-5266
Development,Reproduction,Reproduction,https://rep.bioscientifica.com/,University Press Society-run,Oxford University Press (OUP),Society for Reproduction and Fertility,Society/Association,UK,Hybrid,3794,,Yes,No,Yes,1.076,Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine),182,No,1741-7899,1470-1626,1470-1626
Development,Reproduction,"Reproduction, Fertility and Development",https://connectsci.au/rd,Non-profit,CSIRO Publishing,-,,Australia,Hybrid,2336,,Yes,No,No,0.495,Q2 (Animal Science and Zoology),91,No,1448-5990,1031-3613,1031-3613
Development,Reproduction,Reproductive Biology,https://www.sciencedirect.com/journal/reproductive-biology,For-profit,Elsevier,-,,Netherlands,Hybrid,2351,,Yes,No,No,0.684,Q1 (Animal Science and Zoology),52,No,,1642-431X,1642-431X
Development,Reproduction,Reproductive Biology and Endocrinology,https://link.springer.com/journal/12958,For-profit,Springer Nature,-,,Germany / UK,OA,3069,,Yes,Yes,Yes,1.511,Q1 (Developmental Biology; Endocrinology; Obstetrics and Gynecology; Reproductive Medicine),124,No,1477-7827,,1477-7827
Development,Molecular and Cellular development,Seminars in Cell & Developmental Biology,https://www.sciencedirect.com/journal/seminars-in-cell-and-developmental-biology,For-profit,Elsevier,-,,Netherlands,Hybrid,2151,,Yes,No,Yes,2.707,Q1 (Cell Biology; Developmental Biology),183,No,1096-3634,1084-9521,1084-9521
Development,Childhood and Adolescence,Sexual Development,https://karger.com/sxd,For-profit,Karger Publishers,-,,Switzerland,,,,Yes,No,No,1.069,Q1 (Embryology),59,No,1661-5433,1661-5425,1661-5425
Development,Molecular and Cellular development,Stem Cell Research,https://www.journals.elsevier.com/stem-cell-research,For-profit,Elsevier,-,,Netherlands,OA,912,,Yes,Yes,Yes,0.333,Q3 (Medicine),86,No,1876-7753,1873-5061,1873-5061
Development,Molecular and Cellular development,Stem Cell Reviews and Reports,https://link.springer.com/journal/12015,For-profit,Springer Nature,-,,Germany / UK,Hybrid,2383,,Yes,No,No,1.217,Q2 (Cancer Research; Cell Biology),96,No,2629-3277,2629-3269,2629-3277
Development,Molecular and Cellular development,Stem Cells and Development,https://journals.sagepub.com/home/stca,For-profit Society-run,Sage Publishing,the International Federation of Adipose Therapeutics and Science (IFATS),,USA,Hybrid,3291,,Yes,No,Yes,0.532,Q3 (Developmental Biology; Hematology),142,No,1557-8534,1547-3287,1547-3287
Development,Aging,The American Journal of Geriatric Psychiatry,https://www.ajgponline.org/,For-profit Society-run,Elsevier,American Association for Geriatric Psychiatry (AAGP),Society/Association,Netherlands,Hybrid,3194,,Yes,No,No,1.515,Q1 (Geriatrics and Gerontology; Psychiatry and Mental Health),155,No,1545-7214,1064-7481,1064-7481
Development,Generalist,The European Journal of Development Research,https://link.springer.com/journal/41287,For-profit Society-run,Springer Nature,European Association of Development Research and Training Institutes (EADI),Society/Association,Germany / UK,Hybrid,2455,,Yes,No,No,0.662,"Q2 (Development; Geography, Planning and Development)",70,No,1743-9728,0957-8811,0957-8811
Development,Aging,The International Journal of Aging and Human Development,https://journals.sagepub.com/home/ahdb,For-profit,Sage Publishing,-,,USA,,,,Yes,No,No,0.886,Q2 (Developmental and Educational Psychology; Geriatrics and Gerontology),76,No,1541-3535,0091-4150,0091-4150
Development,Neuroscience,The International Journal of Behavioral Development,https://journals.sagepub.com/home/jbda,For-profit Society-run,Sage Publishing,the International Society for the Study of Behavioural Development,Society/Association,USA,Hybrid,278,,Yes,No,No,1.495,Q1 (Developmental and Educational Psychology; Developmental Neuroscience; Education; Life-span and Life-course Studies; Social Psychology; Social Sciences),119,No,1464-0651,0165-0254,0165-0254
Development,Aging,The Journals of Gerontology Series A: Biological Sciences and Medical Sciences,https://academic.oup.com/biomedgerontology?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,3782,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,Yes,No,Yes,1.376,Q1 (Geriatrics and Gerontology),238,No,1758-535X,1079-5006,1079-5006
Development,Aging,The Journals of Gerontology Series B: Psychological Sciences and Social Sciences,https://academic.oup.com/psychsocgerontology?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,2999,Journals of Gerontology - Series B Psychological Sciences and Social Sciences ,Yes,No,No,1.503,Q1 (Clinical Psychology; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Medicine; Social Psychology; Sociology and Political Science),193,No,1758-5368,1079-5014,1079-5014
Development,Childhood and Adolescence,The Lancet Child and Adolescent Health,https://www.thelancet.com/journals/lanchi/home,For-profit,Elsevier,,,Netherlands,Hybrid,4478,,Yes,No,No,4.365,"Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health)",91,No,,2352-4642,2352-4642
Development,Pregnancy and Embryology,Zygote,https://www.cambridge.org/core/journals/zygote,University Press,Cambridge University Press (CUP),-,,UK,Hybrid,,,Yes,No,No,0.471,Q4 (Cell Biology; Developmental Biology),54,No,1469-8730,0967-1994,0967-1994
